SKDI_01G0010	XP_056085810.1
SKDI_05G0700	XP_056087218.1
SKDI_05G0710	XP_056087219.1
SKDI_05G0720	XP_056087220.1
SKDI_05G0730	XP_056087221.1
SKDI_05G0740	XP_056087222.1
SKDI_05G0750	XP_056087223.1
SKDI_05G0760	XP_056087224.1
SKDI_05G0770	XP_056087225.1
SKDI_05G0770	XP_056087225.1
SKDI_05G0780	XP_056087226.1
SKDI_05G0790	XP_056087227.1
SKDI_05G0800	XP_056087228.1
SKDI_05G0810	XP_056087229.1
SKDI_05G0820	XP_056087230.1
SKDI_05G0830	XP_056087231.1
SKDI_05G0840	XP_056087232.1
SKDI_05G0850	XP_056087233.1
SKDI_05G0860	XP_056087234.1
SKDI_05G0870	XP_056087235.1
SKDI_05G0880	XP_056087236.1
SKDI_05G0890	XP_056087237.1
SKDI_05G0900	XP_056087238.1
SKDI_05G0910	XP_056087239.1
SKDI_05G0920	XP_056087240.1
SKDI_05G0930	XP_056087241.1
SKDI_05G0940	XP_056087242.1
SKDI_05G0960	XP_056087243.1
SKDI_05G0970	XP_056087244.1
SKDI_05G0980	XP_056087245.1
SKDI_05G0990	XP_056087246.1
SKDI_05G1000	XP_056087247.1
SKDI_05G1010	XP_056087248.1
SKDI_05G1020	XP_056087249.1
SKDI_05G1030	XP_056087250.1
SKDI_05G1040	XP_056087251.1
SKDI_05G1050	XP_056087252.1
SKDI_05G1060	XP_056087253.1
SKDI_05G1070	XP_056087254.1
SKDI_05G1080	XP_056087255.1
SKDI_05G1090	XP_056087256.1
SKDI_05G1100	XP_056087257.1
SKDI_05G1110	XP_056087258.1
SKDI_05G1130	XP_056087259.1
SKDI_05G1140	XP_056087260.1
SKDI_05G1150	XP_056087261.1
SKDI_05G1160	XP_056087262.1
SKDI_05G1170	XP_056087263.1
SKDI_05G1180	XP_056087264.1
SKDI_05G1180	XP_056087264.1
SKDI_05G1190	XP_056087265.1
SKDI_05G1200	XP_056087266.1
SKDI_05G1210	XP_056087267.1
SKDI_05G1220	XP_056087268.1
SKDI_05G1230	XP_056087269.1
SKDI_05G1240	XP_056087270.1
SKDI_05G1250	XP_056087271.1
SKDI_05G1260	XP_056087272.1
SKDI_05G1270	XP_056087273.1
SKDI_05G1280	XP_056087274.1
SKDI_05G1290	XP_056087275.1
SKDI_05G1300	XP_056087276.1
SKDI_05G1310	XP_056087277.1
SKDI_05G1320	XP_056087278.1
SKDI_05G1330	XP_056087279.1
SKDI_05G1330	XP_056087279.1
SKDI_05G1340	XP_056087280.1
SKDI_05G1350	XP_056087281.1
SKDI_05G1360	XP_056087282.1
SKDI_05G1370	XP_056087283.1
SKDI_05G1380	XP_056087284.1
SKDI_05G1390	XP_056087285.1
SKDI_05G1400	XP_056087286.1
SKDI_05G1410	XP_056087287.1
SKDI_05G1420	XP_056087288.1
SKDI_05G1430	XP_056087289.1
SKDI_05G1440	XP_056087290.1
SKDI_05G1450	XP_056087291.1
SKDI_05G1460	XP_056087292.1
SKDI_05G1470	XP_056087293.1
SKDI_05G1480	XP_056087294.1
SKDI_05G1490	XP_056087295.1
SKDI_05G1500	XP_056087296.1
SKDI_05G1510	XP_056087297.1
SKDI_05G1510	XP_056087297.1
SKDI_05G1515	XP_056087298.1
SKDI_05G1515	XP_056087298.1
SKDI_05G1515	XP_056087298.1
SKDI_05G1520	XP_056087299.1
SKDI_05G1530	XP_056087300.1
SKDI_05G1540	XP_056087301.1
SKDI_05G1560	XP_056087302.1
SKDI_05G1580	XP_056087303.1
SKDI_05G1590	XP_056087304.1
SKDI_05G1600	XP_056087305.1
SKDI_05G1610	XP_056087306.1
SKDI_05G1620	XP_056087307.1
SKDI_05G1630	XP_056087308.1
SKDI_05G1640	XP_056087309.1
SKDI_05G1650	XP_056087310.1
SKDI_05G1660	XP_056087311.1
SKDI_05G1670	XP_056087312.1
SKDI_05G1680	XP_056087313.1
SKDI_05G1690	XP_056087314.1
SKDI_05G1710	XP_056087315.1
SKDI_05G1720	XP_056087316.1
SKDI_05G1730	XP_056087317.1
SKDI_05G1740	XP_056087318.1
SKDI_05G1740	XP_056087318.1
SKDI_05G1750	XP_056087319.1
SKDI_05G1760	XP_056087320.1
SKDI_05G1770	XP_056087321.1
SKDI_05G1780	XP_056087322.1
SKDI_05G1790	XP_056087323.1
SKDI_05G1800	XP_056087324.1
SKDI_05G1810	XP_056087325.1
SKDI_05G1820	XP_056087326.1
SKDI_05G1830	XP_056087327.1
SKDI_05G1840	XP_056087328.1
SKDI_05G1850	XP_056087329.1
SKDI_05G1860	XP_056087330.1
SKDI_05G1870	XP_056087331.1
SKDI_05G1890	XP_056087332.1
SKDI_05G1900	XP_056087333.1
SKDI_05G1910	XP_056087334.1
SKDI_05G1920	XP_056087335.1
SKDI_05G1930	XP_056087336.1
SKDI_05G1930	XP_056087336.1
SKDI_05G1940	XP_056087337.1
SKDI_05G1950	XP_056087338.1
SKDI_05G1960	XP_056087339.1
SKDI_05G1970	XP_056087340.1
SKDI_05G1980	XP_056087341.1
SKDI_05G1990	XP_056087342.1
SKDI_05G2000	XP_056087343.1
SKDI_05G2010	XP_056087344.1
SKDI_05G2020	XP_056087345.1
SKDI_05G2030	XP_056087346.1
SKDI_05G2040	XP_056087347.1
SKDI_05G2050	XP_056087348.1
SKDI_05G2060	XP_056087349.1
SKDI_05G2070	XP_056087350.1
SKDI_05G2080	XP_056087351.1
SKDI_05G2090	XP_056087352.1
SKDI_05G2090	XP_056087352.1
SKDI_05G2100	XP_056087353.1
SKDI_05G2110	XP_056087354.1
SKDI_05G2120	XP_056087355.1
SKDI_05G2130	XP_056087356.1
SKDI_05G2140	XP_056087357.1
SKDI_05G2150	XP_056087358.1
SKDI_05G2160	XP_056087359.1
SKDI_05G2170	XP_056087360.1
SKDI_05G2180	XP_056087361.1
SKDI_05G2190	XP_056087362.1
SKDI_05G2200	XP_056087363.1
SKDI_05G2210	XP_056087364.1
SKDI_05G2220	XP_056087365.1
SKDI_05G2230	XP_056087366.1
SKDI_05G2250	XP_056087367.1
SKDI_05G2260	XP_056087368.1
SKDI_05G2270	XP_056087369.1
SKDI_05G2290	XP_056087370.1
SKDI_05G2300	XP_056087371.1
SKDI_05G2310	XP_056087372.1
SKDI_05G2320	XP_056087373.1
SKDI_05G2340	XP_056087374.1
SKDI_05G2350	XP_056087375.1
SKDI_05G2360	XP_056087376.1
SKDI_05G2370	XP_056087377.1
SKDI_05G2380	XP_056087378.1
SKDI_05G2390	XP_056087379.1
SKDI_05G2410	XP_056087380.1
SKDI_05G2420	XP_056087381.1
SKDI_05G2430	XP_056087382.1
SKDI_05G2440	XP_056087383.1
SKDI_05G2450	XP_056087384.1
SKDI_05G2460	XP_056087385.1
SKDI_05G2470	XP_056087386.1
SKDI_05G2490	XP_056087387.1
SKDI_05G2500	XP_056087388.1
SKDI_05G2510	XP_056087389.1
SKDI_05G2520	XP_056087390.1
SKDI_05G2530	XP_056087391.1
SKDI_05G2540	XP_056087392.1
SKDI_05G2550	XP_056087393.1
SKDI_05G2560	XP_056087394.1
SKDI_05G2570	XP_056087395.1
SKDI_05G2580	XP_056087396.1
SKDI_05G2590	XP_056087397.1
SKDI_05G2600	XP_056087398.1
SKDI_05G2610	XP_056087399.1
SKDI_05G2620	XP_056087400.1
SKDI_05G2630	XP_056087401.1
SKDI_05G2640	XP_056087402.1
SKDI_05G2650	XP_056087403.1
SKDI_05G2660	XP_056087404.1
SKDI_05G2670	XP_056087405.1
SKDI_05G2680	XP_056087406.1
SKDI_05G2690	XP_056087407.1
SKDI_05G2700	XP_056087408.1
SKDI_05G2710	XP_056087409.1
SKDI_05G2720	XP_056087410.1
SKDI_05G2730	XP_056087411.1
SKDI_05G2740	XP_056087412.1
SKDI_06G0010	XP_056087413.1
SKDI_06G0020	XP_056087414.1
SKDI_06G0030	XP_056087415.1
SKDI_06G0040	XP_056087416.1
SKDI_06G0050	XP_056087417.1
SKDI_06G0060	XP_056087418.1
SKDI_06G0070	XP_056087419.1
SKDI_06G0080	XP_056087420.1
SKDI_06G0090	XP_056087421.1
SKDI_06G0100	XP_056087422.1
SKDI_06G0110	XP_056087423.1
SKDI_06G0120	XP_056087424.1
SKDI_06G0130	XP_056087425.1
SKDI_06G0140	XP_056087426.1
SKDI_06G0150	XP_056087427.1
SKDI_06G0160	XP_056087428.1
SKDI_06G0170	XP_056087429.1
SKDI_06G0180	XP_056087430.1
SKDI_06G0190	XP_056087431.1
SKDI_06G0200	XP_056087432.1
SKDI_06G0210	XP_056087433.1
SKDI_06G0220	XP_056087434.1
SKDI_06G0230	XP_056087435.1
SKDI_06G0240	XP_056087436.1
SKDI_06G0250	XP_056087437.1
SKDI_06G0260	XP_056087438.1
SKDI_06G0260	XP_056087438.1
SKDI_06G0270	XP_056087439.1
SKDI_06G0280	XP_056087440.1
SKDI_06G0290	XP_056087441.1
SKDI_06G0300	XP_056087442.1
SKDI_06G0300	XP_056087442.1
SKDI_06G0310	XP_056087443.1
SKDI_06G0310	XP_056087443.1
SKDI_06G0320	XP_056087444.1
SKDI_06G0330	XP_056087445.1
SKDI_06G0340	XP_056087446.1
SKDI_06G0340	XP_056087446.1
SKDI_06G0360	XP_056087447.1
SKDI_06G0370	XP_056087448.1
SKDI_06G0380	XP_056087449.1
SKDI_06G0390	XP_056087450.1
SKDI_06G0400	XP_056087451.1
SKDI_06G0410	XP_056087452.1
SKDI_06G0420	XP_056087453.1
SKDI_06G0430	XP_056087454.1
SKDI_06G0440	XP_056087455.1
SKDI_06G0450	XP_056087456.1
SKDI_06G0460	XP_056087457.1
SKDI_06G0470	XP_056087458.1
SKDI_06G0480	XP_056087459.1
SKDI_06G0490	XP_056087460.1
SKDI_06G0500	XP_056087461.1
SKDI_06G0530	XP_056087462.1
SKDI_06G0540	XP_056087463.1
SKDI_06G0560	XP_056087464.1
SKDI_06G0570	XP_056087465.1
SKDI_06G0580	XP_056087466.1
SKDI_06G0590	XP_056087467.1
SKDI_06G0600	XP_056087468.1
SKDI_06G0610	XP_056087469.1
SKDI_06G0620	XP_056087470.1
SKDI_06G0630	XP_056087471.1
SKDI_06G0640	XP_056087472.1
SKDI_06G0650	XP_056087473.1
SKDI_06G0660	XP_056087474.1
SKDI_06G0670	XP_056087475.1
SKDI_06G0680	XP_056087476.1
SKDI_06G0690	XP_056087477.1
SKDI_06G0700	XP_056087478.1
SKDI_06G0710	XP_056087479.1
SKDI_06G0720	XP_056087480.1
SKDI_06G0730	XP_056087481.1
SKDI_06G0740	XP_056087482.1
SKDI_06G0750	XP_056087483.1
SKDI_06G0760	XP_056087484.1
SKDI_06G0770	XP_056087485.1
SKDI_06G0780	XP_056087486.1
SKDI_06G0790	XP_056087487.1
SKDI_06G0800	XP_056087488.1
SKDI_06G0820	XP_056087489.1
SKDI_06G0830	XP_056087490.1
SKDI_06G0850	XP_056087491.1
SKDI_06G0860	XP_056087492.1
SKDI_06G0870	XP_056087493.1
SKDI_06G0880	XP_056087494.1
SKDI_06G0890	XP_056087495.1
SKDI_06G0900	XP_056087496.1
SKDI_06G0910	XP_056087497.1
SKDI_06G0910	XP_056087497.1
SKDI_06G0920	XP_056087498.1
SKDI_06G0930	XP_056087499.1
SKDI_06G0940	XP_056087500.1
SKDI_06G0950	XP_056087501.1
SKDI_06G0960	XP_056087502.1
SKDI_06G0970	XP_056087503.1
SKDI_06G0980	XP_056087504.1
SKDI_06G0990	XP_056087505.1
SKDI_06G0990	XP_056087505.1
SKDI_06G1000	XP_056087506.1
SKDI_06G1010	XP_056087507.1
SKDI_06G1030	XP_056087508.1
SKDI_06G1040	XP_056087509.1
SKDI_06G1050	XP_056087510.1
SKDI_06G1060	XP_056087511.1
SKDI_06G1070	XP_056087512.1
SKDI_06G1090	XP_056087513.1
SKDI_06G1100	XP_056087514.1
SKDI_06G1110	XP_056087515.1
SKDI_06G1120	XP_056087516.1
SKDI_06G1130	XP_056087517.1
SKDI_06G1140	XP_056087518.1
SKDI_06G1150	XP_056087519.1
SKDI_06G1160	XP_056087520.1
SKDI_06G1170	XP_056087521.1
SKDI_06G1180	XP_056087522.1
SKDI_06G1190	XP_056087523.1
SKDI_06G1200	XP_056087524.1
SKDI_06G1210	XP_056087525.1
SKDI_06G1220	XP_056087526.1
SKDI_06G1230	XP_056087527.1
SKDI_06G1250	XP_056087528.1
SKDI_06G1260	XP_056087529.1
SKDI_06G1270	XP_056087530.1
SKDI_06G1280	XP_056087531.1
SKDI_06G1290	XP_056087532.1
SKDI_06G1300	XP_056087533.1
SKDI_06G1310	XP_056087534.1
SKDI_07G0010	XP_056087535.1
SKDI_07G0020	XP_056087536.1
SKDI_07G0030	XP_056087537.1
SKDI_07G0040	XP_056087538.1
SKDI_07G0050	XP_056087539.1
SKDI_07G0060	XP_056087540.1
SKDI_07G0070	XP_056087541.1
SKDI_07G0080	XP_056087542.1
SKDI_07G0090	XP_056087543.1
SKDI_07G0100	XP_056087544.1
SKDI_07G0110	XP_056087545.1
SKDI_07G0120	XP_056087546.1
SKDI_07G0130	XP_056087547.1
SKDI_07G0140	XP_056087548.1
SKDI_07G0150	XP_056087549.1
SKDI_07G0150	XP_056087549.1
SKDI_07G0160	XP_056087550.1
SKDI_07G0170	XP_056087551.1
SKDI_07G0180	XP_056087552.1
SKDI_07G0190	XP_056087553.1
SKDI_07G0200	XP_056087554.1
SKDI_07G0210	XP_056087555.1
SKDI_07G0220	XP_056087556.1
SKDI_07G0230	XP_056087557.1
SKDI_07G0240	XP_056087558.1
SKDI_07G0250	XP_056087559.1
SKDI_07G0260	XP_056087560.1
SKDI_07G0280	XP_056087561.1
SKDI_07G0290	XP_056087562.1
SKDI_07G0300	XP_056087563.1
SKDI_07G0310	XP_056087564.1
SKDI_07G0320	XP_056087565.1
SKDI_07G0330	XP_056087566.1
SKDI_07G0330	XP_056087566.1
SKDI_07G0340	XP_056087567.1
SKDI_07G0350	XP_056087568.1
SKDI_07G0360	XP_056087569.1
SKDI_07G0370	XP_056087570.1
SKDI_07G0380	XP_056087571.1
SKDI_07G0390	XP_056087572.1
SKDI_07G0390	XP_056087572.1
SKDI_07G0400	XP_056087573.1
SKDI_07G0410	XP_056087574.1
SKDI_07G0420	XP_056087575.1
SKDI_07G0430	XP_056087576.1
SKDI_07G0440	XP_056087577.1
SKDI_07G0450	XP_056087578.1
SKDI_07G0460	XP_056087579.1
SKDI_07G0470	XP_056087580.1
SKDI_07G0480	XP_056087581.1
SKDI_07G0490	XP_056087582.1
SKDI_07G0510	XP_056087583.1
SKDI_07G0520	XP_056087584.1
SKDI_07G0530	XP_056087585.1
SKDI_07G0550	XP_056087586.1
SKDI_07G0560	XP_056087587.1
SKDI_07G0570	XP_056087588.1
SKDI_07G0580	XP_056087589.1
SKDI_07G0590	XP_056087590.1
SKDI_07G0600	XP_056087591.1
SKDI_07G0610	XP_056087592.1
SKDI_07G0620	XP_056087593.1
SKDI_07G0630	XP_056087594.1
SKDI_07G0640	XP_056087595.1
SKDI_07G0650	XP_056087596.1
SKDI_07G0660	XP_056087597.1
SKDI_07G0680	XP_056087598.1
SKDI_07G0690	XP_056087599.1
SKDI_07G0700	XP_056087600.1
SKDI_07G0710	XP_056087601.1
SKDI_07G0720	XP_056087602.1
SKDI_07G0730	XP_056087603.1
SKDI_07G0740	XP_056087604.1
SKDI_07G0750	XP_056087605.1
SKDI_07G0760	XP_056087606.1
SKDI_07G0770	XP_056087607.1
SKDI_07G0780	XP_056087608.1
SKDI_07G0790	XP_056087609.1
SKDI_07G0800	XP_056087610.1
SKDI_07G0810	XP_056087611.1
SKDI_07G0820	XP_056087612.1
SKDI_07G0830	XP_056087613.1
SKDI_07G0830	XP_056087613.1
SKDI_07G0840	XP_056087614.1
SKDI_07G0850	XP_056087615.1
SKDI_07G0860	XP_056087616.1
SKDI_07G0870	XP_056087617.1
SKDI_07G0870	XP_056087617.1
SKDI_07G0880	XP_056087618.1
SKDI_07G0890	XP_056087619.1
SKDI_07G0900	XP_056087620.1
SKDI_07G0910	XP_056087621.1
SKDI_07G0920	XP_056087622.1
SKDI_07G0930	XP_056087623.1
SKDI_07G0940	XP_056087624.1
SKDI_07G0950	XP_056087625.1
SKDI_07G0960	XP_056087626.1
SKDI_07G0970	XP_056087627.1
SKDI_07G0980	XP_056087628.1
SKDI_07G0990	XP_056087629.1
SKDI_07G1000	XP_056087630.1
SKDI_07G1010	XP_056087631.1
SKDI_07G1020	XP_056087632.1
SKDI_07G1030	XP_056087633.1
SKDI_07G1040	XP_056087634.1
SKDI_07G1050	XP_056087635.1
SKDI_07G1060	XP_056087636.1
SKDI_07G1070	XP_056087637.1
SKDI_07G1080	XP_056087638.1
SKDI_07G1090	XP_056087639.1
SKDI_07G1100	XP_056087640.1
SKDI_07G1110	XP_056087641.1
SKDI_07G1120	XP_056087642.1
SKDI_07G1130	XP_056087643.1
SKDI_07G1140	XP_056087644.1
SKDI_07G1150	XP_056087645.1
SKDI_07G1160	XP_056087646.1
SKDI_07G1170	XP_056087647.1
SKDI_07G1180	XP_056087648.1
SKDI_07G1190	XP_056087649.1
SKDI_07G1200	XP_056087650.1
SKDI_07G1210	XP_056087651.1
SKDI_07G1220	XP_056087652.1
SKDI_07G1230	XP_056087653.1
SKDI_07G1230	XP_056087653.1
SKDI_07G1240	XP_056087654.1
SKDI_07G1250	XP_056087655.1
SKDI_07G1260	XP_056087656.1
SKDI_07G1270	XP_056087657.1
SKDI_07G1280	XP_056087658.1
SKDI_07G1290	XP_056087659.1
SKDI_07G1300	XP_056087660.1
SKDI_07G1310	XP_056087661.1
SKDI_07G1320	XP_056087662.1
SKDI_07G1330	XP_056087663.1
SKDI_07G1340	XP_056087664.1
SKDI_07G1350	XP_056087665.1
SKDI_07G1360	XP_056087666.1
SKDI_07G1380	XP_056087667.1
SKDI_07G1390	XP_056087668.1
SKDI_07G1400	XP_056087669.1
SKDI_07G1410	XP_056087670.1
SKDI_07G1420	XP_056087671.1
SKDI_07G1430	XP_056087672.1
SKDI_07G1440	XP_056087673.1
SKDI_07G1450	XP_056087674.1
SKDI_07G1460	XP_056087675.1
SKDI_07G1470	XP_056087676.1
SKDI_07G1480	XP_056087677.1
SKDI_07G1490	XP_056087678.1
SKDI_07G1500	XP_056087679.1
SKDI_07G1510	XP_056087680.1
SKDI_07G1520	XP_056087681.1
SKDI_07G1530	XP_056087682.1
SKDI_07G1540	XP_056087683.1
SKDI_07G1560	XP_056087684.1
SKDI_07G1570	XP_056087685.1
SKDI_07G1580	XP_056087686.1
SKDI_07G1590	XP_056087687.1
SKDI_07G1600	XP_056087688.1
SKDI_07G1610	XP_056087689.1
SKDI_07G1620	XP_056087690.1
SKDI_07G1630	XP_056087691.1
SKDI_07G1640	XP_056087692.1
SKDI_07G1650	XP_056087693.1
SKDI_07G1660	XP_056087694.1
SKDI_07G1670	XP_056087695.1
SKDI_07G1680	XP_056087696.1
SKDI_07G1690	XP_056087697.1
SKDI_07G1700	XP_056087698.1
SKDI_07G1700	XP_056087698.1
SKDI_07G1710	XP_056087699.1
SKDI_07G1720	XP_056087700.1
SKDI_07G1730	XP_056087701.1
SKDI_07G1740	XP_056087702.1
SKDI_07G1750	XP_056087703.1
SKDI_07G1760	XP_056087704.1
SKDI_07G1770	XP_056087705.1
SKDI_07G1780	XP_056087706.1
SKDI_07G1790	XP_056087707.1
SKDI_07G1800	XP_056087708.1
SKDI_07G1810	XP_056087709.1
SKDI_07G1810	XP_056087709.1
SKDI_07G1810	XP_056087709.1
SKDI_07G1820	XP_056087710.1
SKDI_07G1840	XP_056087711.1
SKDI_07G1850	XP_056087712.1
SKDI_07G1860	XP_056087713.1
SKDI_07G1880	XP_056087714.1
SKDI_07G1890	XP_056087715.1
SKDI_07G1900	XP_056087716.1
SKDI_07G1910	XP_056087717.1
SKDI_07G1920	XP_056087718.1
SKDI_07G1930	XP_056087719.1
SKDI_07G1950	XP_056087720.1
SKDI_07G1960	XP_056087721.1
SKDI_07G1970	XP_056087722.1
SKDI_07G1980	XP_056087723.1
SKDI_07G1990	XP_056087724.1
SKDI_07G2000	XP_056087725.1
SKDI_07G2010	XP_056087726.1
SKDI_07G2020	XP_056087727.1
SKDI_07G2030	XP_056087728.1
SKDI_07G2040	XP_056087729.1
SKDI_07G2050	XP_056087730.1
SKDI_07G2060	XP_056087731.1
SKDI_07G2070	XP_056087732.1
SKDI_07G2080	XP_056087733.1
SKDI_07G2090	XP_056087734.1
SKDI_07G2100	XP_056087735.1
SKDI_07G2110	XP_056087736.1
SKDI_07G2120	XP_056087737.1
SKDI_07G2130	XP_056087738.1
SKDI_07G2150	XP_056087739.1
SKDI_07G2160	XP_056087740.1
SKDI_07G2170	XP_056087741.1
SKDI_07G2180	XP_056087742.1
SKDI_07G2190	XP_056087743.1
SKDI_07G2200	XP_056087744.1
SKDI_07G2210	XP_056087745.1
SKDI_07G2210	XP_056087745.1
SKDI_07G2220	XP_056087746.1
SKDI_07G2230	XP_056087747.1
SKDI_07G2240	XP_056087748.1
SKDI_07G2240	XP_056087748.1
SKDI_07G2250	XP_056087749.1
SKDI_07G2260	XP_056087750.1
SKDI_07G2270	XP_056087751.1
SKDI_07G2280	XP_056087752.1
SKDI_07G2290	XP_056087753.1
SKDI_07G2310	XP_056087754.1
SKDI_07G2320	XP_056087755.1
SKDI_07G2330	XP_056087756.1
SKDI_07G2340	XP_056087757.1
SKDI_07G2350	XP_056087758.1
SKDI_07G2360	XP_056087759.1
SKDI_07G2370	XP_056087760.1
SKDI_07G2380	XP_056087761.1
SKDI_07G2390	XP_056087762.1
SKDI_07G2400	XP_056087763.1
SKDI_07G2420	XP_056087764.1
SKDI_07G2430	XP_056087765.1
SKDI_07G2440	XP_056087766.1
SKDI_07G2450	XP_056087767.1
SKDI_07G2460	XP_056087768.1
SKDI_07G2470	XP_056087769.1
SKDI_07G2480	XP_056087770.1
SKDI_07G2490	XP_056087771.1
SKDI_07G2500	XP_056087772.1
SKDI_07G2510	XP_056087773.1
SKDI_07G2520	XP_056087774.1
SKDI_07G2530	XP_056087775.1
SKDI_07G2540	XP_056087776.1
SKDI_07G2550	XP_056087777.1
SKDI_07G2550	XP_056087777.1
SKDI_07G2550	XP_056087777.1
SKDI_07G2560	XP_056087778.1
SKDI_07G2570	XP_056087779.1
SKDI_07G2580	XP_056087780.1
SKDI_07G2590	XP_056087781.1
SKDI_07G2600	XP_056087782.1
SKDI_07G2610	XP_056087783.1
SKDI_07G2620	XP_056087784.1
SKDI_07G2630	XP_056087785.1
SKDI_07G2640	XP_056087786.1
SKDI_07G2660	XP_056087787.1
SKDI_07G2670	XP_056087788.1
SKDI_07G2680	XP_056087789.1
SKDI_07G2690	XP_056087790.1
SKDI_07G2700	XP_056087791.1
SKDI_07G2710	XP_056087792.1
SKDI_07G2720	XP_056087793.1
SKDI_07G2730	XP_056087794.1
SKDI_07G2740	XP_056087795.1
SKDI_07G2760	XP_056087796.1
SKDI_07G2770	XP_056087797.1
SKDI_07G2780	XP_056087798.1
SKDI_07G2790	XP_056087799.1
SKDI_07G2800	XP_056087800.1
SKDI_07G2810	XP_056087801.1
SKDI_07G2810	XP_056087801.1
SKDI_07G2820	XP_056087802.1
SKDI_07G2830	XP_056087803.1
SKDI_07G2840	XP_056087804.1
SKDI_07G2860	XP_056087805.1
SKDI_07G2870	XP_056087806.1
SKDI_07G2880	XP_056087807.1
SKDI_07G2880	XP_056087807.1
SKDI_07G2890	XP_056087808.1
SKDI_07G2900	XP_056087809.1
SKDI_07G2910	XP_056087810.1
SKDI_07G2920	XP_056087811.1
SKDI_07G2930	XP_056087812.1
SKDI_07G2940	XP_056087813.1
SKDI_07G2950	XP_056087814.1
SKDI_07G2960	XP_056087815.1
SKDI_07G2970	XP_056087816.1
SKDI_07G2980	XP_056087817.1
SKDI_07G2990	XP_056087818.1
SKDI_07G3000	XP_056087819.1
SKDI_07G3010	XP_056087820.1
SKDI_07G3020	XP_056087821.1
SKDI_07G3030	XP_056087822.1
SKDI_07G3040	XP_056087823.1
SKDI_07G3050	XP_056087824.1
SKDI_07G3060	XP_056087825.1
SKDI_07G3070	XP_056087826.1
SKDI_07G3080	XP_056087827.1
SKDI_07G3090	XP_056087828.1
SKDI_07G3100	XP_056087829.1
SKDI_07G3110	XP_056087830.1
SKDI_07G3120	XP_056087831.1
SKDI_07G3130	XP_056087832.1
SKDI_07G3140	XP_056087833.1
SKDI_07G3150	XP_056087834.1
SKDI_07G3160	XP_056087835.1
SKDI_07G3170	XP_056087836.1
SKDI_07G3180	XP_056087837.1
SKDI_07G3190	XP_056087838.1
SKDI_07G3210	XP_056087839.1
SKDI_07G3220	XP_056087840.1
SKDI_07G3230	XP_056087841.1
SKDI_07G3240	XP_056087842.1
SKDI_07G3250	XP_056087843.1
SKDI_07G3260	XP_056087844.1
SKDI_07G3270	XP_056087845.1
SKDI_07G3280	XP_056087846.1
SKDI_07G3290	XP_056087847.1
SKDI_07G3300	XP_056087848.1
SKDI_07G3310	XP_056087849.1
SKDI_07G3320	XP_056087850.1
SKDI_07G3330	XP_056087851.1
SKDI_07G3340	XP_056087852.1
SKDI_07G3350	XP_056087853.1
SKDI_07G3360	XP_056087854.1
SKDI_07G3370	XP_056087855.1
SKDI_07G3380	XP_056087856.1
SKDI_07G3390	XP_056087857.1
SKDI_07G3400	XP_056087858.1
SKDI_07G3410	XP_056087859.1
SKDI_07G3420	XP_056087860.1
SKDI_07G3430	XP_056087861.1
SKDI_07G3440	XP_056087862.1
SKDI_07G3450	XP_056087863.1
SKDI_07G3460	XP_056087864.1
SKDI_07G3470	XP_056087865.1
SKDI_07G3480	XP_056087866.1
SKDI_07G3490	XP_056087867.1
SKDI_07G3500	XP_056087868.1
SKDI_07G3510	XP_056087869.1
SKDI_07G3520	XP_056087870.1
SKDI_07G3530	XP_056087871.1
SKDI_07G3540	XP_056087872.1
SKDI_07G3550	XP_056087873.1
SKDI_07G3560	XP_056087874.1
SKDI_07G3570	XP_056087875.1
SKDI_07G3580	XP_056087876.1
SKDI_07G3590	XP_056087877.1
SKDI_07G3600	XP_056087878.1
SKDI_07G3610	XP_056087879.1
SKDI_07G3620	XP_056087880.1
SKDI_07G3630	XP_056087881.1
SKDI_07G3640	XP_056087882.1
SKDI_07G3650	XP_056087883.1
SKDI_07G3650	XP_056087883.1
SKDI_07G3660	XP_056087884.1
SKDI_07G3670	XP_056087885.1
SKDI_07G3680	XP_056087886.1
SKDI_07G3690	XP_056087887.1
SKDI_07G3700	XP_056087888.1
SKDI_07G3710	XP_056087889.1
SKDI_07G3720	XP_056087890.1
SKDI_07G3730	XP_056087891.1
SKDI_07G3740	XP_056087892.1
SKDI_07G3750	XP_056087893.1
SKDI_07G3760	XP_056087894.1
SKDI_07G3770	XP_056087895.1
SKDI_07G3780	XP_056087896.1
SKDI_07G3790	XP_056087897.1
SKDI_07G3800	XP_056087898.1
SKDI_07G3810	XP_056087899.1
SKDI_07G3820	XP_056087900.1
SKDI_07G3830	XP_056087901.1
SKDI_07G3850	XP_056087902.1
SKDI_07G3860	XP_056087903.1
SKDI_07G3870	XP_056087904.1
SKDI_07G3880	XP_056087905.1
SKDI_07G3890	XP_056087906.1
SKDI_07G3900	XP_056087907.1
SKDI_07G3910	XP_056087908.1
SKDI_07G3920	XP_056087909.1
SKDI_07G3930	XP_056087910.1
SKDI_07G3940	XP_056087911.1
SKDI_07G3950	XP_056087912.1
SKDI_07G3960	XP_056087913.1
SKDI_07G3980	XP_056087914.1
SKDI_07G3990	XP_056087915.1
SKDI_07G4000	XP_056087916.1
SKDI_07G4010	XP_056087917.1
SKDI_07G4020	XP_056087918.1
SKDI_07G4030	XP_056087919.1
SKDI_07G4040	XP_056087920.1
SKDI_07G4050	XP_056087921.1
