SMKI_01G0010	XP_056080164.1
SMKI_05G0710	XP_056081575.1
SMKI_05G0720	XP_056081576.1
SMKI_05G0730	XP_056081577.1
SMKI_05G0740	XP_056081578.1
SMKI_05G0740	XP_056081578.1
SMKI_05G0750	XP_056081579.1
SMKI_05G0760	XP_056081580.1
SMKI_05G0770	XP_056081581.1
SMKI_05G0780	XP_056081582.1
SMKI_05G0790	XP_056081583.1
SMKI_05G0800	XP_056081584.1
SMKI_05G0810	XP_056081585.1
SMKI_05G0820	XP_056081586.1
SMKI_05G0830	XP_056081587.1
SMKI_05G0835	XP_056081588.1
SMKI_05G0835	XP_056081588.1
SMKI_05G0840	XP_056081589.1
SMKI_05G0850	XP_056081590.1
SMKI_05G0860	XP_056081591.1
SMKI_05G0870	XP_056081592.1
SMKI_05G0880	XP_056081593.1
SMKI_05G0890	XP_056081594.1
SMKI_05G0900	XP_056081595.1
SMKI_05G0910	XP_056081596.1
SMKI_05G0920	XP_056081597.1
SMKI_05G0930	XP_056081598.1
SMKI_05G0940	XP_056081599.1
SMKI_05G0950	XP_056081600.1
SMKI_05G0960	XP_056081601.1
SMKI_05G0970	XP_056081602.1
SMKI_05G0980	XP_056081603.1
SMKI_05G0990	XP_056081604.1
SMKI_05G1000	XP_056081605.1
SMKI_05G1020	XP_056081606.1
SMKI_05G1030	XP_056081607.1
SMKI_05G1040	XP_056081608.1
SMKI_05G1050	XP_056081609.1
SMKI_05G1060	XP_056081610.1
SMKI_05G1070	XP_056081611.1
SMKI_05G1080	XP_056081612.1
SMKI_05G1090	XP_056081613.1
SMKI_05G1100	XP_056081614.1
SMKI_05G1110	XP_056081615.1
SMKI_05G1120	XP_056081616.1
SMKI_05G1130	XP_056081617.1
SMKI_05G1140	XP_056081618.1
SMKI_05G1150	XP_056081619.1
SMKI_05G1160	XP_056081620.1
SMKI_05G1170	XP_056081621.1
SMKI_05G1180	XP_056081622.1
SMKI_05G1190	XP_056081623.1
SMKI_05G1200	XP_056081624.1
SMKI_05G1210	XP_056081625.1
SMKI_05G1220	XP_056081626.1
SMKI_05G1225	XP_056081627.1
SMKI_05G1225	XP_056081627.1
SMKI_05G1230	XP_056081628.1
SMKI_05G1240	XP_056081629.1
SMKI_05G1250	XP_056081630.1
SMKI_05G1260	XP_056081631.1
SMKI_05G1270	XP_056081632.1
SMKI_05G1280	XP_056081633.1
SMKI_05G1290	XP_056081634.1
SMKI_05G1300	XP_056081635.1
SMKI_05G1310	XP_056081636.1
SMKI_05G1320	XP_056081637.1
SMKI_05G1330	XP_056081638.1
SMKI_05G1340	XP_056081639.1
SMKI_05G1350	XP_056081640.1
SMKI_05G1360	XP_056081641.1
SMKI_05G1370	XP_056081642.1
SMKI_05G1370	XP_056081642.1
SMKI_05G1380	XP_056081643.1
SMKI_05G1390	XP_056081644.1
SMKI_05G1400	XP_056081645.1
SMKI_05G1410	XP_056081646.1
SMKI_05G1420	XP_056081647.1
SMKI_05G1430	XP_056081648.1
SMKI_05G1440	XP_056081649.1
SMKI_05G1450	XP_056081650.1
SMKI_05G1460	XP_056081651.1
SMKI_05G1470	XP_056081652.1
SMKI_05G1490	XP_056081653.1
SMKI_05G1500	XP_056081654.1
SMKI_05G1510	XP_056081655.1
SMKI_05G1520	XP_056081656.1
SMKI_05G1530	XP_056081657.1
SMKI_05G1540	XP_056081658.1
SMKI_05G1550	XP_056081659.1
SMKI_05G1560	XP_056081660.1
SMKI_05G1570	XP_056081661.1
SMKI_05G1580	XP_056081662.1
SMKI_05G1580	XP_056081662.1
SMKI_05G1585	XP_056081663.1
SMKI_05G1585	XP_056081663.1
SMKI_05G1585	XP_056081663.1
SMKI_05G1590	XP_056081664.1
SMKI_05G1600	XP_056081665.1
SMKI_05G1610	XP_056081666.1
SMKI_05G1630	XP_056081667.1
SMKI_05G1650	XP_056081668.1
SMKI_05G1660	XP_056081669.1
SMKI_05G1670	XP_056081670.1
SMKI_05G1680	XP_056081671.1
SMKI_05G1690	XP_056081672.1
SMKI_05G1700	XP_056081673.1
SMKI_05G1710	XP_056081674.1
SMKI_05G1720	XP_056081675.1
SMKI_05G1730	XP_056081676.1
SMKI_05G1740	XP_056081677.1
SMKI_05G1750	XP_056081678.1
SMKI_05G1760	XP_056081679.1
SMKI_05G1770	XP_056081680.1
SMKI_05G1780	XP_056081681.1
SMKI_05G1790	XP_056081682.1
SMKI_05G1790	XP_056081682.1
SMKI_05G1800	XP_056081683.1
SMKI_05G1810	XP_056081684.1
SMKI_05G1820	XP_056081685.1
SMKI_05G1830	XP_056081686.1
SMKI_05G1840	XP_056081687.1
SMKI_05G1850	XP_056081688.1
SMKI_05G1860	XP_056081689.1
SMKI_05G1870	XP_056081690.1
SMKI_05G1880	XP_056081691.1
SMKI_05G1885	XP_056081692.1
SMKI_05G1890	XP_056081693.1
SMKI_05G1900	XP_056081694.1
SMKI_05G1910	XP_056081695.1
SMKI_05G1920	XP_056081696.1
SMKI_05G1930	XP_056081697.1
SMKI_05G1940	XP_056081698.1
SMKI_05G1950	XP_056081699.1
SMKI_05G1960	XP_056081700.1
SMKI_05G1970	XP_056081701.1
SMKI_05G1980	XP_056081702.1
SMKI_05G1990	XP_056081703.1
SMKI_05G2000	XP_056081704.1
SMKI_05G2000	XP_056081704.1
SMKI_05G2010	XP_056081705.1
SMKI_05G2020	XP_056081706.1
SMKI_05G2030	XP_056081707.1
SMKI_05G2040	XP_056081708.1
SMKI_05G2050	XP_056081709.1
SMKI_05G2060	XP_056081710.1
SMKI_05G2070	XP_056081711.1
SMKI_05G2080	XP_056081712.1
SMKI_05G2090	XP_056081713.1
SMKI_05G2100	XP_056081714.1
SMKI_05G2110	XP_056081715.1
SMKI_05G2120	XP_056081716.1
SMKI_05G2130	XP_056081717.1
SMKI_05G2140	XP_056081718.1
SMKI_05G2150	XP_056081719.1
SMKI_05G2150	XP_056081719.1
SMKI_05G2160	XP_056081720.1
SMKI_05G2170	XP_056081721.1
SMKI_05G2180	XP_056081722.1
SMKI_05G2190	XP_056081723.1
SMKI_05G2200	XP_056081724.1
SMKI_05G2210	XP_056081725.1
SMKI_05G2220	XP_056081726.1
SMKI_05G2230	XP_056081727.1
SMKI_05G2240	XP_056081728.1
SMKI_05G2250	XP_056081729.1
SMKI_05G2260	XP_056081730.1
SMKI_05G2280	XP_056081731.1
SMKI_05G2290	XP_056081732.1
SMKI_05G2300	XP_056081733.1
SMKI_05G2310	XP_056081734.1
SMKI_05G2320	XP_056081735.1
SMKI_05G2330	XP_056081736.1
SMKI_05G2340	XP_056081737.1
SMKI_05G2360	XP_056081738.1
SMKI_05G2370	XP_056081739.1
SMKI_05G2380	XP_056081740.1
SMKI_05G2390	XP_056081741.1
SMKI_05G2400	XP_056081742.1
SMKI_05G2420	XP_056081743.1
SMKI_05G2430	XP_056081744.1
SMKI_05G2440	XP_056081745.1
SMKI_05G2450	XP_056081746.1
SMKI_05G2460	XP_056081747.1
SMKI_05G2470	XP_056081748.1
SMKI_05G2480	XP_056081749.1
SMKI_05G2490	XP_056081750.1
SMKI_05G2510	XP_056081751.1
SMKI_05G2520	XP_056081752.1
SMKI_05G2530	XP_056081753.1
SMKI_05G2540	XP_056081754.1
SMKI_05G2550	XP_056081755.1
SMKI_05G2560	XP_056081756.1
SMKI_05G2570	XP_056081757.1
SMKI_05G2580	XP_056081758.1
SMKI_05G2590	XP_056081759.1
SMKI_05G2600	XP_056081760.1
SMKI_05G2610	XP_056081761.1
SMKI_05G2620	XP_056081762.1
SMKI_05G2630	XP_056081763.1
SMKI_05G2640	XP_056081764.1
SMKI_05G2650	XP_056081765.1
SMKI_05G2660	XP_056081766.1
SMKI_05G2670	XP_056081767.1
SMKI_05G2680	XP_056081768.1
SMKI_05G2690	XP_056081769.1
SMKI_05G2700	XP_056081770.1
SMKI_06G0010	XP_056081771.1
SMKI_06G0020	XP_056081772.1
SMKI_06G0030	XP_056081773.1
SMKI_06G0040	XP_056081774.1
SMKI_06G0050	XP_056081775.1
SMKI_06G0060	XP_056081776.1
SMKI_06G0070	XP_056081777.1
SMKI_06G0080	XP_056081778.1
SMKI_06G0090	XP_056081779.1
SMKI_06G0100	XP_056081780.1
SMKI_06G0110	XP_056081781.1
SMKI_06G0120	XP_056081782.1
SMKI_06G0130	XP_056081783.1
SMKI_06G0140	XP_056081784.1
SMKI_06G0150	XP_056081785.1
SMKI_06G0160	XP_056081786.1
SMKI_06G0170	XP_056081787.1
SMKI_06G0180	XP_056081788.1
SMKI_06G0190	XP_056081789.1
SMKI_06G0200	XP_056081790.1
SMKI_06G0210	XP_056081791.1
SMKI_06G0220	XP_056081792.1
SMKI_06G0230	XP_056081793.1
SMKI_06G0240	XP_056081794.1
SMKI_06G0250	XP_056081795.1
SMKI_06G0250	XP_056081795.1
SMKI_06G0260	XP_056081796.1
SMKI_06G0270	XP_056081797.1
SMKI_06G0280	XP_056081798.1
SMKI_06G0290	XP_056081799.1
SMKI_06G0300	XP_056081800.1
SMKI_06G0300	XP_056081800.1
SMKI_06G0310	XP_056081801.1
SMKI_06G0320	XP_056081802.1
SMKI_06G0330	XP_056081803.1
SMKI_06G0330	XP_056081803.1
SMKI_06G0350	XP_056081804.1
SMKI_06G0360	XP_056081805.1
SMKI_06G0370	XP_056081806.1
SMKI_06G0380	XP_056081807.1
SMKI_06G0390	XP_056081808.1
SMKI_06G0400	XP_056081809.1
SMKI_06G0410	XP_056081810.1
SMKI_06G0420	XP_056081811.1
SMKI_06G0430	XP_056081812.1
SMKI_06G0440	XP_056081813.1
SMKI_06G0450	XP_056081814.1
SMKI_06G0460	XP_056081815.1
SMKI_06G0470	XP_056081816.1
SMKI_06G0480	XP_056081817.1
SMKI_06G0490	XP_056081818.1
SMKI_06G0500	XP_056081819.1
SMKI_06G0510	XP_056081820.1
SMKI_06G0520	XP_056081821.1
SMKI_06G0530	XP_056081822.1
SMKI_06G0540	XP_056081823.1
SMKI_06G0550	XP_056081824.1
SMKI_06G0560	XP_056081825.1
SMKI_06G0570	XP_056081826.1
SMKI_06G0580	XP_056081827.1
SMKI_06G0590	XP_056081828.1
SMKI_06G0600	XP_056081829.1
SMKI_06G0610	XP_056081830.1
SMKI_06G0620	XP_056081831.1
SMKI_06G0630	XP_056081832.1
SMKI_06G0640	XP_056081833.1
SMKI_06G0650	XP_056081834.1
SMKI_06G0660	XP_056081835.1
SMKI_06G0670	XP_056081836.1
SMKI_06G0680	XP_056081837.1
SMKI_06G0690	XP_056081838.1
SMKI_06G0700	XP_056081839.1
SMKI_06G0710	XP_056081840.1
SMKI_06G0710	XP_056081840.1
SMKI_06G0720	XP_056081841.1
SMKI_06G0730	XP_056081842.1
SMKI_06G0740	XP_056081843.1
SMKI_06G0750	XP_056081844.1
SMKI_06G0760	XP_056081845.1
SMKI_06G0770	XP_056081846.1
SMKI_06G0780	XP_056081847.1
SMKI_06G0800	XP_056081848.1
SMKI_06G0810	XP_056081849.1
SMKI_06G0820	XP_056081850.1
SMKI_06G0820	XP_056081850.1
SMKI_06G0830	XP_056081851.1
SMKI_06G0840	XP_056081852.1
SMKI_06G0850	XP_056081853.1
SMKI_06G0860	XP_056081854.1
SMKI_06G0870	XP_056081855.1
SMKI_06G0880	XP_056081856.1
SMKI_06G0890	XP_056081857.1
SMKI_06G0900	XP_056081858.1
SMKI_06G0910	XP_056081859.1
SMKI_06G0920	XP_056081860.1
SMKI_06G0930	XP_056081861.1
SMKI_06G0940	XP_056081862.1
SMKI_06G0950	XP_056081863.1
SMKI_06G0960	XP_056081864.1
SMKI_06G0970	XP_056081865.1
SMKI_06G0980	XP_056081866.1
SMKI_06G0990	XP_056081867.1
SMKI_06G1000	XP_056081868.1
SMKI_06G1010	XP_056081869.1
SMKI_06G1020	XP_056081870.1
SMKI_06G1030	XP_056081871.1
SMKI_06G1040	XP_056081872.1
SMKI_06G1050	XP_056081873.1
SMKI_06G1060	XP_056081874.1
SMKI_06G1070	XP_056081875.1
SMKI_06G1080	XP_056081876.1
SMKI_06G1090	XP_056081877.1
SMKI_06G1100	XP_056081878.1
SMKI_06G1110	XP_056081879.1
SMKI_06G1120	XP_056081880.1
SMKI_06G1140	XP_056081881.1
SMKI_06G1150	XP_056081882.1
SMKI_06G1160	XP_056081883.1
SMKI_06G1170	XP_056081884.1
SMKI_06G1180	XP_056081885.1
SMKI_06G1190	XP_056081886.1
SMKI_06G1200	XP_056081887.1
SMKI_06G1210	XP_056081888.1
SMKI_06G1220	XP_056081889.1
SMKI_06G1230	XP_056081890.1
SMKI_06G1240	XP_056081891.1
SMKI_06G1250	XP_056081892.1
SMKI_06G1260	XP_056081893.1
SMKI_06G1270	XP_056081894.1
SMKI_06G1280	XP_056081895.1
SMKI_06G1290	XP_056081896.1
SMKI_06G1300	XP_056081897.1
SMKI_06G1310	XP_056081898.1
SMKI_06G1320	XP_056081899.1
SMKI_06G1330	XP_056081900.1
SMKI_06G1340	XP_056081901.1
SMKI_06G1350	XP_056081902.1
SMKI_06G1360	XP_056081903.1
SMKI_06G1370	XP_056081904.1
SMKI_06G1380	XP_056081905.1
SMKI_06G1390	XP_056081906.1
SMKI_06G1400	XP_056081907.1
SMKI_06G1410	XP_056081908.1
SMKI_06G1420	XP_056081909.1
SMKI_06G1430	XP_056081910.1
SMKI_06G1440	XP_056081911.1
SMKI_06G1450	XP_056081912.1
SMKI_06G1460	XP_056081913.1
SMKI_06G1470	XP_056081914.1
SMKI_06G1480	XP_056081915.1
SMKI_06G1490	XP_056081916.1
SMKI_06G1500	XP_056081917.1
SMKI_06G1510	XP_056081918.1
SMKI_06G1520	XP_056081919.1
SMKI_06G1530	XP_056081920.1
SMKI_06G1540	XP_056081921.1
SMKI_06G1550	XP_056081922.1
SMKI_06G1560	XP_056081923.1
SMKI_06G1570	XP_056081924.1
SMKI_06G1570	XP_056081924.1
SMKI_06G1580	XP_056081925.1
SMKI_06G1590	XP_056081926.1
SMKI_06G1600	XP_056081927.1
SMKI_06G1610	XP_056081928.1
SMKI_06G1620	XP_056081929.1
SMKI_06G1630	XP_056081930.1
SMKI_06G1640	XP_056081931.1
SMKI_06G1650	XP_056081932.1
SMKI_06G1660	XP_056081933.1
SMKI_06G1670	XP_056081934.1
SMKI_06G1680	XP_056081935.1
SMKI_06G1690	XP_056081936.1
SMKI_06G1700	XP_056081937.1
SMKI_06G1710	XP_056081938.1
SMKI_06G1720	XP_056081939.1
SMKI_06G1730	XP_056081940.1
SMKI_06G1740	XP_056081941.1
SMKI_06G1750	XP_056081942.1
SMKI_06G1770	XP_056081943.1
SMKI_06G1780	XP_056081944.1
SMKI_06G1790	XP_056081945.1
SMKI_06G1800	XP_056081946.1
SMKI_06G1810	XP_056081947.1
SMKI_06G1820	XP_056081948.1
SMKI_06G1830	XP_056081949.1
SMKI_06G1840	XP_056081950.1
SMKI_06G1850	XP_056081951.1
SMKI_06G1860	XP_056081952.1
SMKI_06G1870	XP_056081953.1
SMKI_06G1880	XP_056081954.1
SMKI_06G1890	XP_056081955.1
SMKI_06G1900	XP_056081956.1
SMKI_06G1910	XP_056081957.1
SMKI_06G1920	XP_056081958.1
SMKI_06G1930	XP_056081959.1
SMKI_06G1940	XP_056081960.1
SMKI_06G1950	XP_056081961.1
SMKI_06G1960	XP_056081962.1
SMKI_06G1970	XP_056081963.1
SMKI_06G1990	XP_056081964.1
SMKI_06G2000	XP_056081965.1
SMKI_06G2010	XP_056081966.1
SMKI_06G2020	XP_056081967.1
SMKI_06G2030	XP_056081968.1
SMKI_06G2040	XP_056081969.1
SMKI_06G2050	XP_056081970.1
SMKI_06G2060	XP_056081971.1
SMKI_06G2070	XP_056081972.1
SMKI_06G2080	XP_056081973.1
SMKI_06G2090	XP_056081974.1
SMKI_06G2100	XP_056081975.1
SMKI_06G2110	XP_056081976.1
SMKI_06G2120	XP_056081977.1
SMKI_06G2130	XP_056081978.1
SMKI_06G2140	XP_056081979.1
SMKI_06G2150	XP_056081980.1
SMKI_06G2160	XP_056081981.1
SMKI_06G2170	XP_056081982.1
SMKI_06G2180	XP_056081983.1
SMKI_06G2190	XP_056081984.1
SMKI_06G2200	XP_056081985.1
SMKI_06G2210	XP_056081986.1
SMKI_06G2220	XP_056081987.1
SMKI_06G2230	XP_056081988.1
SMKI_06G2240	XP_056081989.1
SMKI_06G2250	XP_056081990.1
SMKI_06G2260	XP_056081991.1
SMKI_06G2280	XP_056081992.1
SMKI_06G2285	XP_056081993.1
SMKI_06G2290	XP_056081994.1
SMKI_06G2300	XP_056081995.1
SMKI_06G2310	XP_056081996.1
SMKI_06G2320	XP_056081997.1
SMKI_06G2330	XP_056081998.1
SMKI_06G2340	XP_056081999.1
SMKI_06G2350	XP_056082000.1
SMKI_06G2360	XP_056082001.1
SMKI_06G2370	XP_056082002.1
SMKI_06G2380	XP_056082003.1
SMKI_06G2390	XP_056082004.1
SMKI_06G2400	XP_056082005.1
SMKI_06G2410	XP_056082006.1
SMKI_06G2410	XP_056082006.1
SMKI_06G2420	XP_056082007.1
SMKI_06G2430	XP_056082008.1
SMKI_06G2440	XP_056082009.1
SMKI_06G2450	XP_056082010.1
SMKI_06G2460	XP_056082011.1
SMKI_06G2470	XP_056082012.1
SMKI_06G2500	XP_056082013.1
SMKI_06G2510	XP_056082014.1
SMKI_06G2520	XP_056082015.1
SMKI_06G2530	XP_056082016.1
SMKI_06G2540	XP_056082017.1
SMKI_06G2550	XP_056082018.1
SMKI_06G2550	XP_056082018.1
SMKI_06G2560	XP_056082019.1
SMKI_06G2570	XP_056082020.1
SMKI_06G2580	XP_056082021.1
SMKI_06G2590	XP_056082022.1
SMKI_06G2600	XP_056082023.1
SMKI_06G2610	XP_056082024.1
SMKI_06G2620	XP_056082025.1
SMKI_06G2630	XP_056082026.1
SMKI_06G2640	XP_056082027.1
SMKI_06G2650	XP_056082028.1
SMKI_06G2660	XP_056082029.1
SMKI_06G2670	XP_056082030.1
SMKI_06G2680	XP_056082031.1
SMKI_06G2690	XP_056082032.1
SMKI_06G2700	XP_056082033.1
SMKI_06G2710	XP_056082034.1
SMKI_06G2720	XP_056082035.1
SMKI_06G2730	XP_056082036.1
SMKI_06G2740	XP_056082037.1
SMKI_06G2750	XP_056082038.1
SMKI_06G2760	XP_056082039.1
SMKI_06G2770	XP_056082040.1
SMKI_06G2780	XP_056082041.1
SMKI_06G2790	XP_056082042.1
SMKI_06G2800	XP_056082043.1
SMKI_06G2810	XP_056082044.1
SMKI_06G2820	XP_056082045.1
SMKI_06G2830	XP_056082046.1
SMKI_06G2840	XP_056082047.1
SMKI_06G2850	XP_056082048.1
SMKI_06G2860	XP_056082049.1
SMKI_06G2870	XP_056082050.1
SMKI_06G2880	XP_056082051.1
SMKI_06G2890	XP_056082052.1
SMKI_06G2900	XP_056082053.1
SMKI_06G2910	XP_056082054.1
SMKI_06G2920	XP_056082055.1
SMKI_06G2930	XP_056082056.1
SMKI_06G2940	XP_056082057.1
SMKI_06G2950	XP_056082058.1
SMKI_06G2960	XP_056082059.1
SMKI_06G2970	XP_056082060.1
SMKI_06G2980	XP_056082061.1
SMKI_06G2990	XP_056082062.1
SMKI_06G3000	XP_056082063.1
SMKI_06G3010	XP_056082064.1
SMKI_06G3020	XP_056082065.1
SMKI_06G3030	XP_056082066.1
SMKI_06G3040	XP_056082067.1
SMKI_06G3050	XP_056082068.1
SMKI_06G3060	XP_056082069.1
SMKI_06G3070	XP_056082070.1
SMKI_06G3070	XP_056082070.1
SMKI_06G3070	XP_056082070.1
SMKI_06G3080	XP_056082071.1
SMKI_06G3090	XP_056082072.1
SMKI_06G3100	XP_056082073.1
SMKI_06G3110	XP_056082074.1
SMKI_06G3120	XP_056082075.1
SMKI_06G3130	XP_056082076.1
SMKI_06G3140	XP_056082077.1
SMKI_06G3150	XP_056082078.1
SMKI_06G3160	XP_056082079.1
SMKI_06G3170	XP_056082080.1
SMKI_06G3180	XP_056082081.1
SMKI_06G3190	XP_056082082.1
SMKI_06G3200	XP_056082083.1
SMKI_06G3210	XP_056082084.1
SMKI_06G3220	XP_056082085.1
SMKI_06G3230	XP_056082086.1
SMKI_06G3240	XP_056082087.1
SMKI_06G3250	XP_056082088.1
SMKI_06G3260	XP_056082089.1
SMKI_06G3260	XP_056082089.1
SMKI_06G3270	XP_056082090.1
SMKI_06G3280	XP_056082091.1
SMKI_06G3290	XP_056082092.1
SMKI_06G3300	XP_056082093.1
SMKI_06G3310	XP_056082094.1
SMKI_06G3320	XP_056082095.1
SMKI_06G3330	XP_056082096.1
SMKI_06G3340	XP_056082097.1
SMKI_06G3350	XP_056082098.1
SMKI_06G3360	XP_056082099.1
SMKI_06G3370	XP_056082100.1
SMKI_06G3380	XP_056082101.1
SMKI_06G3390	XP_056082102.1
SMKI_06G3400	XP_056082103.1
SMKI_06G3410	XP_056082104.1
SMKI_06G3420	XP_056082105.1
SMKI_06G3430	XP_056082106.1
SMKI_06G3440	XP_056082107.1
SMKI_06G3450	XP_056082108.1
SMKI_06G3470	XP_056082109.1
SMKI_06G3480	XP_056082110.1
SMKI_06G3485	XP_056082111.1
SMKI_06G3485	XP_056082111.1
SMKI_06G3490	XP_056082112.1
SMKI_06G3500	XP_056082113.1
SMKI_06G3510	XP_056082114.1
SMKI_06G3520	XP_056082115.1
SMKI_06G3530	XP_056082116.1
SMKI_06G3540	XP_056082117.1
SMKI_06G3550	XP_056082118.1
SMKI_06G3560	XP_056082119.1
SMKI_06G3570	XP_056082120.1
SMKI_06G3570	XP_056082120.1
SMKI_06G3580	XP_056082121.1
SMKI_06G3590	XP_056082122.1
SMKI_06G3600	XP_056082123.1
SMKI_06G3610	XP_056082124.1
SMKI_06G3620	XP_056082125.1
SMKI_06G3630	XP_056082126.1
SMKI_06G3640	XP_056082127.1
SMKI_06G3650	XP_056082128.1
SMKI_06G3660	XP_056082129.1
SMKI_06G3670	XP_056082130.1
SMKI_06G3680	XP_056082131.1
SMKI_06G3690	XP_056082132.1
SMKI_06G3700	XP_056082133.1
SMKI_06G3710	XP_056082134.1
SMKI_06G3720	XP_056082135.1
SMKI_06G3730	XP_056082136.1
SMKI_06G3740	XP_056082137.1
SMKI_06G3750	XP_056082138.1
SMKI_06G3760	XP_056082139.1
SMKI_06G3770	XP_056082140.1
SMKI_06G3780	XP_056082141.1
SMKI_06G3790	XP_056082142.1
SMKI_06G3800	XP_056082143.1
SMKI_06G3810	XP_056082144.1
SMKI_06G3820	XP_056082145.1
SMKI_06G3830	XP_056082146.1
SMKI_06G3840	XP_056082147.1
SMKI_06G3850	XP_056082148.1
SMKI_07G0010	XP_056082149.1
SMKI_07G0020	XP_056082150.1
SMKI_07G0030	XP_056082151.1
SMKI_07G0040	XP_056082152.1
SMKI_07G0050	XP_056082153.1
SMKI_07G0060	XP_056082154.1
SMKI_07G0070	XP_056082155.1
SMKI_07G0080	XP_056082156.1
SMKI_07G0090	XP_056082157.1
SMKI_07G0100	XP_056082158.1
SMKI_07G0110	XP_056082159.1
SMKI_07G0120	XP_056082160.1
SMKI_07G0130	XP_056082161.1
SMKI_07G0130	XP_056082161.1
SMKI_07G0140	XP_056082162.1
SMKI_07G0150	XP_056082163.1
SMKI_07G0160	XP_056082164.1
SMKI_07G0170	XP_056082165.1
SMKI_07G0180	XP_056082166.1
SMKI_07G0190	XP_056082167.1
SMKI_07G0200	XP_056082168.1
SMKI_07G0210	XP_056082169.1
SMKI_07G0220	XP_056082170.1
SMKI_07G0230	XP_056082171.1
SMKI_07G0240	XP_056082172.1
SMKI_07G0250	XP_056082173.1
SMKI_07G0260	XP_056082174.1
SMKI_07G0270	XP_056082175.1
SMKI_07G0280	XP_056082176.1
SMKI_07G0290	XP_056082177.1
SMKI_07G0300	XP_056082178.1
SMKI_07G0300	XP_056082178.1
SMKI_07G0310	XP_056082179.1
SMKI_07G0320	XP_056082180.1
SMKI_07G0330	XP_056082181.1
SMKI_07G0340	XP_056082182.1
SMKI_07G0350	XP_056082183.1
SMKI_07G0360	XP_056082184.1
SMKI_07G0370	XP_056082185.1
SMKI_07G0380	XP_056082186.1
SMKI_07G0390	XP_056082187.1
SMKI_07G0400	XP_056082188.1
SMKI_07G0410	XP_056082189.1
SMKI_07G0420	XP_056082190.1
SMKI_07G0430	XP_056082191.1
SMKI_07G0450	XP_056082192.1
SMKI_07G0460	XP_056082193.1
SMKI_07G0470	XP_056082194.1
SMKI_07G0490	XP_056082195.1
SMKI_07G0500	XP_056082196.1
SMKI_07G0510	XP_056082197.1
SMKI_07G0520	XP_056082198.1
SMKI_07G0530	XP_056082199.1
SMKI_07G0540	XP_056082200.1
SMKI_07G0550	XP_056082201.1
SMKI_07G0560	XP_056082202.1
SMKI_07G0570	XP_056082203.1
SMKI_07G0580	XP_056082204.1
SMKI_07G0590	XP_056082205.1
SMKI_07G0610	XP_056082206.1
SMKI_07G0630	XP_056082207.1
SMKI_07G0640	XP_056082208.1
SMKI_07G0650	XP_056082209.1
SMKI_07G0660	XP_056082210.1
SMKI_07G0670	XP_056082211.1
SMKI_07G0680	XP_056082212.1
SMKI_07G0690	XP_056082213.1
SMKI_07G0700	XP_056082214.1
SMKI_07G0710	XP_056082215.1
SMKI_07G0720	XP_056082216.1
SMKI_07G0730	XP_056082217.1
SMKI_07G0740	XP_056082218.1
SMKI_07G0750	XP_056082219.1
SMKI_07G0760	XP_056082220.1
SMKI_07G0770	XP_056082221.1
SMKI_07G0780	XP_056082222.1
SMKI_07G0790	XP_056082223.1
SMKI_07G0800	XP_056082224.1
SMKI_07G0810	XP_056082225.1
SMKI_07G0810	XP_056082225.1
SMKI_07G0820	XP_056082226.1
SMKI_07G0830	XP_056082227.1
SMKI_07G0840	XP_056082228.1
SMKI_07G0850	XP_056082229.1
SMKI_07G0860	XP_056082230.1
SMKI_07G0870	XP_056082231.1
SMKI_07G0880	XP_056082232.1
SMKI_07G0890	XP_056082233.1
SMKI_07G0900	XP_056082234.1
SMKI_07G0910	XP_056082235.1
SMKI_07G0920	XP_056082236.1
SMKI_07G0930	XP_056082237.1
SMKI_07G0940	XP_056082238.1
SMKI_07G0950	XP_056082239.1
SMKI_07G0960	XP_056082240.1
SMKI_07G0970	XP_056082241.1
SMKI_07G0980	XP_056082242.1
SMKI_07G0990	XP_056082243.1
SMKI_07G1000	XP_056082244.1
SMKI_07G1010	XP_056082245.1
SMKI_07G1020	XP_056082246.1
SMKI_07G1030	XP_056082247.1
SMKI_07G1040	XP_056082248.1
SMKI_07G1050	XP_056082249.1
SMKI_07G1060	XP_056082250.1
SMKI_07G1070	XP_056082251.1
SMKI_07G1080	XP_056082252.1
SMKI_07G1090	XP_056082253.1
SMKI_07G1100	XP_056082254.1
SMKI_07G1110	XP_056082255.1
SMKI_07G1120	XP_056082256.1
SMKI_07G1130	XP_056082257.1
SMKI_07G1140	XP_056082258.1
SMKI_07G1150	XP_056082259.1
SMKI_07G1160	XP_056082260.1
SMKI_07G1170	XP_056082261.1
SMKI_07G1170	XP_056082261.1
SMKI_07G1180	XP_056082262.1
SMKI_07G1190	XP_056082263.1
SMKI_07G1200	XP_056082264.1
SMKI_07G1210	XP_056082265.1
SMKI_07G1220	XP_056082266.1
SMKI_07G1230	XP_056082267.1
SMKI_07G1240	XP_056082268.1
SMKI_07G1250	XP_056082269.1
SMKI_07G1260	XP_056082270.1
SMKI_07G1270	XP_056082271.1
SMKI_07G1280	XP_056082272.1
SMKI_07G1290	XP_056082273.1
SMKI_07G1300	XP_056082274.1
SMKI_07G1320	XP_056082275.1
SMKI_07G1330	XP_056082276.1
SMKI_07G1340	XP_056082277.1
SMKI_07G1350	XP_056082278.1
SMKI_07G1360	XP_056082279.1
SMKI_07G1370	XP_056082280.1
SMKI_07G1380	XP_056082281.1
SMKI_07G1390	XP_056082282.1
