SUVZ_01G0010	CAI4055522.1
SUVZ_05G0080	CAI4060715.1
SUVZ_05G0090	CAI4060717.1
SUVZ_05G0100	CAI4060719.1
SUVZ_05G0110	CAI4060721.1
SUVZ_05G0120	CAI4060723.1
SUVZ_05G0130	CAI4060725.1
SUVZ_05G0140	CAI4060727.1
SUVZ_05G0150	CAI4060729.1
SUVZ_05G0160	CAI4060731.1
SUVZ_05G0170	CAI4060734.1
SUVZ_05G0180	CAI4060737.1
SUVZ_05G0190	CAI4060740.1
SUVZ_05G0200	CAI4060742.1
SUVZ_05G0210	CAI4060745.1
SUVZ_05G0220	CAI4060749.1
SUVZ_05G0230	CAI4060752.1
SUVZ_05G0240	CAI4060755.1
SUVZ_05G0250	CAI4060758.1
SUVZ_05G0260	CAI4060761.1
SUVZ_05G0280	CAI4060765.1
SUVZ_05G0290	CAI4060769.1
SUVZ_05G0300	CAI4060773.1
SUVZ_05G0310	CAI4060777.1
SUVZ_05G0320	CAI4060781.1
SUVZ_05G0330	CAI4060785.1
SUVZ_05G0340	CAI4060789.1
SUVZ_05G0350	CAI4060793.1
SUVZ_05G0360	CAI4060797.1
SUVZ_05G0380	CAI4060801.1
SUVZ_05G0390	CAI4060805.1
SUVZ_05G0410	CAI4060809.1
SUVZ_05G0420	CAI4060813.1
SUVZ_05G0430	CAI4060817.1
SUVZ_05G0440	CAI4060821.1
SUVZ_05G0450	CAI4060825.1
SUVZ_05G0460	CAI4060829.1
SUVZ_05G0470	CAI4060833.1
SUVZ_05G0480	CAI4060837.1
SUVZ_05G0490	CAI4060841.1
SUVZ_05G0500	CAI4060845.1
SUVZ_05G0510	CAI4060849.1
SUVZ_05G0520	CAI4060853.1
SUVZ_05G0530	CAI4060857.1
SUVZ_05G0540	CAI4060861.1
SUVZ_05G0550	CAI4060865.1
SUVZ_05G0560	CAI4060869.1
SUVZ_05G0570	CAI4060873.1
SUVZ_05G0580	CAI4060877.1
SUVZ_05G0590	CAI4060881.1
SUVZ_05G0600	CAI4060885.1
SUVZ_05G0610	CAI4060889.1
SUVZ_05G0620	CAI4060893.1
SUVZ_05G0630	CAI4060897.1
SUVZ_05G0635	CAI4060901.1
SUVZ_05G0640	CAI4060905.1
SUVZ_05G0650	CAI4060909.1
SUVZ_05G0660	CAI4060913.1
SUVZ_05G0665	CAI4060917.1
SUVZ_05G0670	CAI4060921.1
SUVZ_05G0670	CAI4060921.1
SUVZ_05G0680	CAI4060925.1
SUVZ_05G0690	CAI4060929.1
SUVZ_05G0700	CAI4060933.1
SUVZ_05G0710	CAI4060937.1
SUVZ_05G0720	CAI4060941.1
SUVZ_05G0720	CAI4060941.1
SUVZ_05G0730	CAI4060945.1
SUVZ_05G0740	CAI4060949.1
SUVZ_05G0750	CAI4060953.1
SUVZ_05G0760	CAI4060957.1
SUVZ_05G0770	CAI4060961.1
SUVZ_05G0770	CAI4060961.1
SUVZ_05G0780	CAI4060965.1
SUVZ_05G0790	CAI4060969.1
SUVZ_05G0800	CAI4060973.1
SUVZ_05G0810	CAI4060977.1
SUVZ_05G0820	CAI4060981.1
SUVZ_05G0830	CAI4060985.1
SUVZ_05G0840	CAI4060989.1
SUVZ_05G0850	CAI4060993.1
SUVZ_05G0860	CAI4060997.1
SUVZ_05G0870	CAI4061001.1
SUVZ_05G0880	CAI4061005.1
SUVZ_05G0885	CAI4061009.1
SUVZ_05G0890	CAI4061013.1
SUVZ_05G0900	CAI4061017.1
SUVZ_05G0910	CAI4061021.1
SUVZ_05G0920	CAI4061025.1
SUVZ_05G0930	CAI4061029.1
SUVZ_05G0940	CAI4061033.1
SUVZ_05G0960	CAI4061037.1
SUVZ_05G0970	CAI4061041.1
SUVZ_05G0980	CAI4061045.1
SUVZ_05G0990	CAI4061049.1
SUVZ_05G1000	CAI4061051.1
SUVZ_05G1010	CAI4061055.1
SUVZ_05G1020	CAI4061059.1
SUVZ_05G1030	CAI4061061.1
SUVZ_05G1040	CAI4061065.1
SUVZ_05G1050	CAI4061069.1
SUVZ_05G1060	CAI4061073.1
SUVZ_05G1070	CAI4061077.1
SUVZ_05G1080	CAI4061079.1
SUVZ_05G1090	CAI4061083.1
SUVZ_05G1100	CAI4061087.1
SUVZ_05G1110	CAI4061091.1
SUVZ_05G1130	CAI4061095.1
SUVZ_05G1140	CAI4061099.1
SUVZ_05G1150	CAI4061103.1
SUVZ_05G1160	CAI4061107.1
SUVZ_05G1170	CAI4061111.1
SUVZ_05G1180	CAI4061115.1
SUVZ_05G1180	CAI4061115.1
SUVZ_05G1190	CAI4061119.1
SUVZ_05G1200	CAI4061123.1
SUVZ_05G1210	CAI4061127.1
SUVZ_05G1220	CAI4061131.1
SUVZ_05G1230	CAI4061135.1
SUVZ_05G1240	CAI4061139.1
SUVZ_05G1250	CAI4061144.1
SUVZ_05G1260	CAI4061148.1
SUVZ_05G1270	CAI4061152.1
SUVZ_05G1280	CAI4061156.1
SUVZ_05G1290	CAI4061160.1
SUVZ_05G1300	CAI4061164.1
SUVZ_05G1310	CAI4061168.1
SUVZ_05G1320	CAI4061172.1
SUVZ_05G1330	CAI4061176.1
SUVZ_05G1330	CAI4061176.1
SUVZ_05G1340	CAI4061180.1
SUVZ_05G1350	CAI4061184.1
SUVZ_05G1360	CAI4061188.1
SUVZ_05G1370	CAI4061192.1
SUVZ_05G1380	CAI4061196.1
SUVZ_05G1390	CAI4061200.1
SUVZ_05G1400	CAI4061204.1
SUVZ_05G1410	CAI4061208.1
SUVZ_05G1420	CAI4061211.1
SUVZ_05G1430	CAI4061214.1
SUVZ_05G1440	CAI4061217.1
SUVZ_05G1450	CAI4061220.1
SUVZ_05G1460	CAI4061223.1
SUVZ_05G1470	CAI4061226.1
SUVZ_05G1480	CAI4061229.1
SUVZ_05G1490	CAI4061233.1
SUVZ_05G1500	CAI4061236.1
SUVZ_05G1510	CAI4061238.1
SUVZ_05G1520	CAI4061240.1
SUVZ_05G1520	CAI4061240.1
SUVZ_05G1530	CAI4061242.1
SUVZ_05G1530	CAI4061242.1
SUVZ_05G1530	CAI4061242.1
SUVZ_05G1540	CAI4061244.1
SUVZ_05G1550	CAI4061246.1
SUVZ_05G1560	CAI4061248.1
SUVZ_05G1570	CAI4061250.1
SUVZ_05G1590	CAI4061252.1
SUVZ_05G1600	CAI4061254.1
SUVZ_05G1610	CAI4061256.1
SUVZ_05G1620	CAI4061258.1
SUVZ_05G1630	CAI4061260.1
SUVZ_05G1640	CAI4061262.1
SUVZ_05G1650	CAI4061265.1
SUVZ_05G1660	CAI4061269.1
SUVZ_05G1670	CAI4061272.1
SUVZ_05G1680	CAI4061276.1
SUVZ_05G1690	CAI4061279.1
SUVZ_05G1700	CAI4061282.1
SUVZ_05G1720	CAI4061286.1
SUVZ_05G1730	CAI4061289.1
SUVZ_05G1740	CAI4061292.1
SUVZ_05G1750	CAI4061295.1
SUVZ_05G1750	CAI4061295.1
SUVZ_05G1760	CAI4061299.1
SUVZ_05G1770	CAI4061303.1
SUVZ_05G1780	CAI4061307.1
SUVZ_05G1790	CAI4061309.1
SUVZ_05G1800	CAI4061313.1
SUVZ_05G1810	CAI4061317.1
SUVZ_05G1820	CAI4061321.1
SUVZ_05G1830	CAI4061325.1
SUVZ_05G1840	CAI4061329.1
SUVZ_05G1850	CAI4061333.1
SUVZ_05G1860	CAI4061337.1
SUVZ_05G1870	CAI4061341.1
SUVZ_05G1880	CAI4061345.1
SUVZ_05G1900	CAI4061349.1
SUVZ_05G1910	CAI4061353.1
SUVZ_05G1920	CAI4061357.1
SUVZ_05G1930	CAI4061361.1
SUVZ_05G1940	CAI4061365.1
SUVZ_05G1950	CAI4061369.1
SUVZ_05G1960	CAI4061373.1
SUVZ_05G1970	CAI4061377.1
SUVZ_05G1980	CAI4061381.1
SUVZ_05G1980	CAI4061381.1
SUVZ_05G1990	CAI4061385.1
SUVZ_05G2000	CAI4061389.1
SUVZ_05G2010	CAI4061393.1
SUVZ_05G2020	CAI4061397.1
SUVZ_05G2030	CAI4061401.1
SUVZ_05G2040	CAI4061405.1
SUVZ_05G2050	CAI4061409.1
SUVZ_05G2060	CAI4061413.1
SUVZ_05G2070	CAI4061417.1
SUVZ_05G2080	CAI4061421.1
SUVZ_05G2090	CAI4061425.1
SUVZ_05G2100	CAI4061429.1
SUVZ_05G2110	CAI4061433.1
SUVZ_05G2120	CAI4061437.1
SUVZ_05G2130	CAI4061441.1
SUVZ_05G2140	CAI4061445.1
SUVZ_05G2140	CAI4061445.1
SUVZ_05G2150	CAI4061449.1
SUVZ_05G2160	CAI4061453.1
SUVZ_05G2170	CAI4061457.1
SUVZ_05G2180	CAI4061461.1
SUVZ_05G2190	CAI4061465.1
SUVZ_05G2200	CAI4061469.1
SUVZ_05G2210	CAI4061473.1
SUVZ_05G2220	CAI4061477.1
SUVZ_05G2240	CAI4061481.1
SUVZ_05G2250	CAI4061485.1
SUVZ_05G2260	CAI4061489.1
SUVZ_05G2270	CAI4061493.1
SUVZ_05G2280	CAI4061497.1
SUVZ_05G2290	CAI4061501.1
SUVZ_05G2300	CAI4061505.1
SUVZ_05G2310	CAI4061509.1
SUVZ_05G2320	CAI4061513.1
SUVZ_05G2330	CAI4061517.1
SUVZ_05G2340	CAI4061521.1
SUVZ_05G2350	CAI4061524.1
SUVZ_05G2360	CAI4061527.1
SUVZ_05G2370	CAI4061530.1
SUVZ_05G2380	CAI4061533.1
SUVZ_05G2400	CAI4061536.1
SUVZ_05G2410	CAI4061539.1
SUVZ_05G2420	CAI4061542.1
SUVZ_05G2430	CAI4061545.1
SUVZ_05G2440	CAI4061548.1
SUVZ_05G2450	CAI4061551.1
SUVZ_05G2470	CAI4061554.1
SUVZ_05G2480	CAI4061557.1
SUVZ_05G2490	CAI4061560.1
SUVZ_05G2500	CAI4061563.1
SUVZ_05G2510	CAI4061566.1
SUVZ_05G2520	CAI4061569.1
SUVZ_05G2530	CAI4061572.1
SUVZ_05G2540	CAI4061576.1
SUVZ_05G2550	CAI4061579.1
SUVZ_05G2560	CAI4061582.1
SUVZ_05G2570	CAI4061585.1
SUVZ_05G2580	CAI4061588.1
SUVZ_05G2590	CAI4061591.1
SUVZ_05G2600	CAI4061594.1
SUVZ_05G2600	CAI4061594.1
SUVZ_05G2610	CAI4061597.1
SUVZ_05G2620	CAI4061600.1
SUVZ_05G2630	CAI4061603.1
SUVZ_05G2640	CAI4061606.1
SUVZ_05G2650	CAI4061609.1
SUVZ_05G2660	CAI4061612.1
SUVZ_05G2670	CAI4061615.1
SUVZ_05G2680	CAI4061618.1
SUVZ_05G2690	CAI4061621.1
SUVZ_05G2700	CAI4061624.1
SUVZ_05G2710	CAI4061627.1
SUVZ_05G2720	CAI4061630.1
SUVZ_06G0010	CAI4061865.1
SUVZ_06G0020	CAI4061869.1
SUVZ_06G0030	CAI4061873.1
SUVZ_06G0040	CAI4061877.1
SUVZ_06G0050	CAI4061881.1
SUVZ_06G0060	CAI4061885.1
SUVZ_06G0070	CAI4061889.1
SUVZ_06G0080	CAI4061893.1
SUVZ_06G0090	CAI4061897.1
SUVZ_06G0100	CAI4061901.1
SUVZ_06G0110	CAI4061905.1
SUVZ_06G0120	CAI4061909.1
SUVZ_06G0120	CAI4061909.1
SUVZ_06G0130	CAI4061913.1
SUVZ_06G0140	CAI4061917.1
SUVZ_06G0150	CAI4061921.1
SUVZ_06G0160	CAI4061925.1
SUVZ_06G0160	CAI4061925.1
SUVZ_06G0170	CAI4061928.1
SUVZ_06G0170	CAI4061928.1
SUVZ_06G0180	CAI4061932.1
SUVZ_06G0190	CAI4061936.1
SUVZ_06G0200	CAI4061940.1
SUVZ_06G0200	CAI4061940.1
SUVZ_06G0220	CAI4061944.1
SUVZ_06G0230	CAI4061948.1
SUVZ_06G0240	CAI4061952.1
SUVZ_06G0250	CAI4061956.1
SUVZ_06G0260	CAI4061960.1
SUVZ_06G0270	CAI4061964.1
SUVZ_06G0280	CAI4061968.1
SUVZ_06G0290	CAI4061972.1
SUVZ_06G0300	CAI4061976.1
SUVZ_06G0310	CAI4061980.1
SUVZ_06G0320	CAI4061984.1
SUVZ_06G0330	CAI4061988.1
SUVZ_06G0340	CAI4061992.1
SUVZ_06G0350	CAI4061996.1
SUVZ_06G0360	CAI4062000.1
SUVZ_06G0370	CAI4062004.1
SUVZ_06G0380	CAI4062008.1
SUVZ_06G0390	CAI4062012.1
SUVZ_06G0400	CAI4062016.1
SUVZ_06G0420	CAI4062020.1
SUVZ_06G0430	CAI4062024.1
SUVZ_06G0440	CAI4062029.1
SUVZ_06G0450	CAI4062033.1
SUVZ_06G0460	CAI4062037.1
SUVZ_06G0470	CAI4062041.1
SUVZ_06G0480	CAI4062045.1
SUVZ_06G0490	CAI4062049.1
SUVZ_06G0500	CAI4062053.1
SUVZ_06G0510	CAI4062057.1
SUVZ_06G0520	CAI4062061.1
SUVZ_06G0530	CAI4062065.1
SUVZ_06G0540	CAI4062069.1
SUVZ_06G0550	CAI4062073.1
SUVZ_06G0560	CAI4062077.1
SUVZ_06G0570	CAI4062081.1
SUVZ_06G0580	CAI4062085.1
SUVZ_06G0590	CAI4062089.1
SUVZ_06G0600	CAI4062092.1
SUVZ_06G0610	CAI4062096.1
SUVZ_06G0620	CAI4062100.1
SUVZ_06G0630	CAI4062104.1
SUVZ_06G0640	CAI4062108.1
SUVZ_06G0650	CAI4062112.1
SUVZ_06G0660	CAI4062116.1
SUVZ_06G0670	CAI4062120.1
SUVZ_06G0680	CAI4062124.1
SUVZ_06G0700	CAI4062128.1
SUVZ_06G0710	CAI4062132.1
SUVZ_06G0720	CAI4062136.1
SUVZ_06G0730	CAI4062140.1
SUVZ_06G0740	CAI4062144.1
SUVZ_06G0750	CAI4062148.1
SUVZ_06G0760	CAI4062152.1
SUVZ_06G0770	CAI4062156.1
SUVZ_06G0780	CAI4062160.1
SUVZ_06G0780	CAI4062160.1
SUVZ_06G0790	CAI4062164.1
SUVZ_06G0800	CAI4062168.1
SUVZ_06G0810	CAI4062172.1
SUVZ_06G0820	CAI4062176.1
SUVZ_06G0830	CAI4062180.1
SUVZ_06G0840	CAI4062184.1
SUVZ_06G0850	CAI4062188.1
SUVZ_06G0855	CAI4062192.1
SUVZ_06G0855	CAI4062192.1
SUVZ_06G0860	CAI4062196.1
SUVZ_06G0870	CAI4062200.1
SUVZ_06G0880	CAI4062204.1
SUVZ_06G0890	CAI4062208.1
SUVZ_06G0900	CAI4062212.1
SUVZ_06G0910	CAI4062216.1
SUVZ_06G0920	CAI4062220.1
SUVZ_06G0930	CAI4062224.1
SUVZ_06G0940	CAI4062228.1
SUVZ_06G0950	CAI4062232.1
SUVZ_06G0960	CAI4062236.1
SUVZ_06G0970	CAI4062240.1
SUVZ_06G0980	CAI4062244.1
SUVZ_06G0990	CAI4062248.1
SUVZ_06G1000	CAI4062252.1
SUVZ_06G1010	CAI4062256.1
SUVZ_06G1020	CAI4062260.1
SUVZ_06G1030	CAI4062264.1
SUVZ_06G1040	CAI4062268.1
SUVZ_06G1050	CAI4062272.1
SUVZ_06G1060	CAI4062276.1
SUVZ_06G1070	CAI4062280.1
SUVZ_06G1080	CAI4062284.1
SUVZ_06G1090	CAI4062288.1
SUVZ_06G1100	CAI4062292.1
SUVZ_06G1110	CAI4062296.1
SUVZ_07G0010	CAI4062339.1
SUVZ_07G0020	CAI4062343.1
SUVZ_07G0030	CAI4062347.1
SUVZ_07G0040	CAI4062351.1
SUVZ_07G0050	CAI4062355.1
SUVZ_07G0060	CAI4062359.1
SUVZ_07G0070	CAI4062363.1
SUVZ_07G0080	CAI4062367.1
SUVZ_07G0090	CAI4062371.1
SUVZ_07G0090	CAI4062371.1
SUVZ_07G0100	CAI4062375.1
SUVZ_07G0110	CAI4062379.1
SUVZ_07G0120	CAI4062383.1
SUVZ_07G0130	CAI4062387.1
SUVZ_07G0140	CAI4062391.1
SUVZ_07G0150	CAI4062395.1
SUVZ_07G0160	CAI4062399.1
SUVZ_07G0170	CAI4062403.1
SUVZ_07G0180	CAI4062407.1
SUVZ_07G0190	CAI4062411.1
SUVZ_07G0200	CAI4062415.1
SUVZ_07G0210	CAI4062419.1
SUVZ_07G0220	CAI4062423.1
SUVZ_07G0230	CAI4062427.1
SUVZ_07G0240	CAI4062431.1
SUVZ_07G0250	CAI4062435.1
SUVZ_07G0260	CAI4062439.1
SUVZ_07G0260	CAI4062439.1
SUVZ_07G0270	CAI4062443.1
SUVZ_07G0280	CAI4062447.1
SUVZ_07G0290	CAI4062451.1
SUVZ_07G0300	CAI4062455.1
SUVZ_07G0310	CAI4062459.1
SUVZ_07G0320	CAI4062463.1
SUVZ_07G0330	CAI4062467.1
SUVZ_07G0340	CAI4062471.1
SUVZ_07G0350	CAI4062475.1
SUVZ_07G0360	CAI4062479.1
SUVZ_07G0370	CAI4062483.1
SUVZ_07G0380	CAI4062487.1
SUVZ_07G0390	CAI4062491.1
SUVZ_07G0400	CAI4062495.1
SUVZ_07G0420	CAI4062499.1
SUVZ_07G0430	CAI4062503.1
SUVZ_07G0450	CAI4062508.1
SUVZ_07G0460	CAI4062512.1
SUVZ_07G0470	CAI4062516.1
SUVZ_07G0480	CAI4062520.1
SUVZ_07G0490	CAI4062524.1
SUVZ_07G0500	CAI4062528.1
SUVZ_07G0510	CAI4062532.1
SUVZ_07G0520	CAI4062536.1
SUVZ_07G0530	CAI4062540.1
SUVZ_07G0540	CAI4062544.1
SUVZ_07G0550	CAI4062548.1
SUVZ_07G0560	CAI4062552.1
SUVZ_07G0570	CAI4062556.1
SUVZ_07G0590	CAI4062560.1
SUVZ_07G0600	CAI4062564.1
SUVZ_07G0610	CAI4062568.1
SUVZ_07G0620	CAI4062572.1
SUVZ_07G0630	CAI4062576.1
SUVZ_07G0650	CAI4062580.1
SUVZ_07G0660	CAI4062584.1
SUVZ_07G0670	CAI4062588.1
SUVZ_07G0680	CAI4062592.1
SUVZ_07G0700	CAI4062596.1
SUVZ_07G0710	CAI4062600.1
SUVZ_07G0720	CAI4062604.1
SUVZ_07G0730	CAI4062608.1
SUVZ_07G0740	CAI4062612.1
SUVZ_07G0740	CAI4062612.1
SUVZ_07G0750	CAI4062616.1
SUVZ_07G0760	CAI4062620.1
SUVZ_07G0770	CAI4062624.1
SUVZ_07G0780	CAI4062628.1
SUVZ_07G0780	CAI4062628.1
SUVZ_07G0790	CAI4062632.1
SUVZ_07G0800	CAI4062636.1
SUVZ_07G0810	CAI4062640.1
SUVZ_07G0820	CAI4062644.1
SUVZ_07G0830	CAI4062648.1
SUVZ_07G0840	CAI4062652.1
SUVZ_07G0850	CAI4062656.1
SUVZ_07G0860	CAI4062660.1
SUVZ_07G0870	CAI4062662.1
SUVZ_07G0880	CAI4062666.1
SUVZ_07G0890	CAI4062670.1
SUVZ_07G0900	CAI4062674.1
SUVZ_07G0910	CAI4062678.1
SUVZ_07G0920	CAI4062680.1
SUVZ_07G0930	CAI4062684.1
SUVZ_07G0940	CAI4062688.1
SUVZ_07G0950	CAI4062692.1
SUVZ_07G0960	CAI4062696.1
SUVZ_07G0970	CAI4062700.1
SUVZ_07G0980	CAI4062704.1
SUVZ_07G0990	CAI4062708.1
SUVZ_07G1000	CAI4062712.1
SUVZ_07G1010	CAI4062716.1
SUVZ_07G1020	CAI4062720.1
SUVZ_07G1030	CAI4062724.1
SUVZ_07G1040	CAI4062728.1
SUVZ_07G1050	CAI4062730.1
SUVZ_07G1060	CAI4062734.1
SUVZ_07G1070	CAI4062738.1
SUVZ_07G1080	CAI4062742.1
SUVZ_07G1090	CAI4062746.1
SUVZ_07G1100	CAI4062750.1
SUVZ_07G1110	CAI4062754.1
SUVZ_07G1120	CAI4062758.1
SUVZ_07G1130	CAI4062762.1
SUVZ_07G1140	CAI4062766.1
SUVZ_07G1140	CAI4062766.1
SUVZ_07G1150	CAI4062770.1
SUVZ_07G1160	CAI4062774.1
SUVZ_07G1170	CAI4062778.1
SUVZ_07G1180	CAI4062782.1
SUVZ_07G1190	CAI4062784.1
SUVZ_07G1200	CAI4062788.1
SUVZ_07G1210	CAI4062792.1
SUVZ_07G1220	CAI4062796.1
SUVZ_07G1230	CAI4062800.1
SUVZ_07G1235	CAI4062804.1
SUVZ_07G1240	CAI4062808.1
SUVZ_07G1250	CAI4062812.1
SUVZ_07G1260	CAI4062816.1
SUVZ_07G1280	CAI4062820.1
SUVZ_07G1290	CAI4062824.1
SUVZ_07G1300	CAI4062828.1
SUVZ_07G1310	CAI4062832.1
SUVZ_07G1320	CAI4062836.1
SUVZ_07G1330	CAI4062841.1
SUVZ_07G1340	CAI4062845.1
SUVZ_07G1350	CAI4062849.1
SUVZ_07G1360	CAI4062853.1
SUVZ_07G1370	CAI4062857.1
SUVZ_07G1380	CAI4062861.1
SUVZ_07G1390	CAI4062865.1
SUVZ_07G1400	CAI4062869.1
SUVZ_07G1410	CAI4062873.1
SUVZ_07G1420	CAI4062877.1
SUVZ_07G1430	CAI4062881.1
SUVZ_07G1440	CAI4062885.1
SUVZ_07G1450	CAI4062889.1
SUVZ_07G1450	CAI4062889.1
SUVZ_07G1460	CAI4062893.1
SUVZ_07G1470	CAI4062897.1
SUVZ_07G1480	CAI4062901.1
SUVZ_07G1490	CAI4062905.1
SUVZ_07G1500	CAI4062909.1
SUVZ_07G1510	CAI4062913.1
SUVZ_07G1520	CAI4062917.1
SUVZ_07G1530	CAI4062921.1
SUVZ_07G1540	CAI4062925.1
SUVZ_07G1550	CAI4062929.1
SUVZ_07G1560	CAI4062933.1
SUVZ_07G1570	CAI4062937.1
SUVZ_07G1580	CAI4062941.1
SUVZ_07G1590	CAI4062946.1
SUVZ_07G1600	CAI4062950.1
SUVZ_07G1600	CAI4062950.1
SUVZ_07G1610	CAI4062954.1
SUVZ_07G1620	CAI4062958.1
SUVZ_07G1630	CAI4062963.1
SUVZ_07G1640	CAI4062967.1
SUVZ_07G1650	CAI4062971.1
SUVZ_07G1660	CAI4062975.1
SUVZ_07G1670	CAI4062979.1
SUVZ_07G1680	CAI4062983.1
SUVZ_07G1690	CAI4062987.1
SUVZ_07G1700	CAI4062991.1
SUVZ_07G1710	CAI4062995.1
SUVZ_07G1710	CAI4062995.1
SUVZ_07G1710	CAI4062995.1
SUVZ_07G1720	CAI4062999.1
SUVZ_07G1740	CAI4063003.1
SUVZ_07G1750	CAI4063007.1
SUVZ_07G1760	CAI4063011.1
SUVZ_07G1780	CAI4063015.1
SUVZ_07G1790	CAI4063019.1
SUVZ_07G1800	CAI4063023.1
SUVZ_07G1810	CAI4063027.1
SUVZ_07G1820	CAI4063031.1
SUVZ_07G1830	CAI4063035.1
SUVZ_07G1850	CAI4063039.1
SUVZ_07G1860	CAI4063043.1
SUVZ_07G1870	CAI4063047.1
SUVZ_07G1880	CAI4063051.1
SUVZ_07G1890	CAI4063055.1
SUVZ_07G1900	CAI4063059.1
SUVZ_07G1910	CAI4063063.1
SUVZ_07G1920	CAI4063067.1
SUVZ_07G1930	CAI4063071.1
SUVZ_07G1940	CAI4063075.1
SUVZ_07G1950	CAI4063079.1
SUVZ_07G1960	CAI4063083.1
SUVZ_07G1970	CAI4063087.1
SUVZ_07G1980	CAI4063091.1
SUVZ_07G1990	CAI4063095.1
SUVZ_07G2000	CAI4063099.1
SUVZ_07G2010	CAI4063103.1
SUVZ_07G2020	CAI4063107.1
SUVZ_07G2030	CAI4063111.1
SUVZ_07G2040	CAI4063115.1
SUVZ_07G2050	CAI4063119.1
SUVZ_07G2060	CAI4063123.1
SUVZ_07G2070	CAI4063127.1
SUVZ_07G2080	CAI4063131.1
SUVZ_07G2090	CAI4063135.1
SUVZ_07G2100	CAI4063138.1
SUVZ_07G2100	CAI4063138.1
SUVZ_07G2110	CAI4063142.1
SUVZ_07G2120	CAI4063146.1
SUVZ_07G2130	CAI4063150.1
SUVZ_07G2130	CAI4063150.1
SUVZ_07G2140	CAI4063152.1
SUVZ_07G2150	CAI4063156.1
SUVZ_07G2160	CAI4063160.1
SUVZ_07G2170	CAI4063164.1
SUVZ_07G2180	CAI4063168.1
SUVZ_07G2200	CAI4063171.1
SUVZ_07G2210	CAI4063173.1
SUVZ_07G2220	CAI4063175.1
SUVZ_07G2230	CAI4063177.1
SUVZ_07G2240	CAI4063179.1
SUVZ_07G2250	CAI4063181.1
SUVZ_07G2260	CAI4063183.1
SUVZ_07G2270	CAI4063185.1
SUVZ_07G2280	CAI4063187.1
SUVZ_07G2290	CAI4063189.1
SUVZ_07G2310	CAI4063191.1
SUVZ_07G2320	CAI4063193.1
SUVZ_07G2330	CAI4063195.1
SUVZ_07G2340	CAI4063197.1
SUVZ_07G2350	CAI4063199.1
SUVZ_07G2360	CAI4063201.1
SUVZ_07G2370	CAI4063203.1
SUVZ_07G2380	CAI4063205.1
SUVZ_07G2390	CAI4063207.1
SUVZ_07G2400	CAI4063209.1
SUVZ_07G2410	CAI4063211.1
SUVZ_07G2420	CAI4063213.1
SUVZ_07G2430	CAI4063215.1
SUVZ_07G2440	CAI4063217.1
SUVZ_07G2440	CAI4063217.1
SUVZ_07G2440	CAI4063217.1
SUVZ_07G2450	CAI4063219.1
SUVZ_07G2460	CAI4063221.1
SUVZ_07G2470	CAI4063223.1
SUVZ_07G2480	CAI4063225.1
SUVZ_07G2490	CAI4063227.1
SUVZ_07G2500	CAI4063229.1
SUVZ_07G2510	CAI4063231.1
SUVZ_07G2520	CAI4063233.1
SUVZ_07G2530	CAI4063235.1
SUVZ_07G2550	CAI4063237.1
SUVZ_07G2560	CAI4063239.1
SUVZ_07G2570	CAI4063241.1
SUVZ_07G2580	CAI4063243.1
SUVZ_07G2590	CAI4063245.1
SUVZ_07G2600	CAI4063247.1
SUVZ_07G2610	CAI4063249.1
SUVZ_07G2620	CAI4063251.1
SUVZ_07G2630	CAI4063253.1
SUVZ_07G2640	CAI4063255.1
SUVZ_07G2650	CAI4063257.1
SUVZ_07G2650	CAI4063257.1
SUVZ_07G2660	CAI4063259.1
SUVZ_07G2670	CAI4063261.1
SUVZ_07G2680	CAI4063263.1
SUVZ_07G2690	CAI4063265.1
SUVZ_07G2700	CAI4063267.1
SUVZ_07G2710	CAI4063269.1
SUVZ_07G2720	CAI4063271.1
SUVZ_07G2730	CAI4063273.1
SUVZ_07G2740	CAI4063275.1
SUVZ_07G2740	CAI4063275.1
SUVZ_07G2750	CAI4063277.1
SUVZ_07G2760	CAI4063279.1
SUVZ_07G2770	CAI4063281.1
SUVZ_07G2780	CAI4063283.1
SUVZ_07G2790	CAI4063285.1
SUVZ_07G2800	CAI4063287.1
SUVZ_07G2810	CAI4063289.1
SUVZ_07G2820	CAI4063291.1
SUVZ_07G2830	CAI4063293.1
SUVZ_07G2840	CAI4063296.1
SUVZ_07G2850	CAI4063299.1
SUVZ_07G2860	CAI4063303.1
SUVZ_07G2870	CAI4063307.1
SUVZ_07G2880	CAI4063311.1
SUVZ_07G2890	CAI4063315.1
SUVZ_07G2900	CAI4063319.1
SUVZ_07G2910	CAI4063323.1
SUVZ_07G2920	CAI4063327.1
SUVZ_07G2930	CAI4063331.1
SUVZ_07G2940	CAI4063335.1
SUVZ_07G2950	CAI4063339.1
SUVZ_07G2960	CAI4063343.1
SUVZ_07G2970	CAI4063347.1
SUVZ_07G2980	CAI4063351.1
SUVZ_07G2990	CAI4063355.1
SUVZ_07G3000	CAI4063359.1
SUVZ_07G3010	CAI4063363.1
SUVZ_07G3020	CAI4063367.1
SUVZ_07G3030	CAI4063371.1
SUVZ_07G3040	CAI4063375.1
SUVZ_07G3060	CAI4063379.1
SUVZ_07G3070	CAI4063383.1
SUVZ_07G3080	CAI4063388.1
SUVZ_07G3090	CAI4063392.1
SUVZ_07G3100	CAI4063396.1
SUVZ_07G3110	CAI4063400.1
SUVZ_07G3120	CAI4063404.1
