GVI51_A00011	XP_065482658.1
GVI51_F08525	XP_446358.1
GVI51_F08547	XP_446359.1
GVI51_F08569	XP_446360.1
GVI51_F08569	XP_446360.1
GVI51_F08591	XP_446361.1
GVI51_F08613	XP_446362.1
GVI51_F08635	XP_446363.1
GVI51_F08657	XP_446364.1
GVI51_F08679	XP_446365.1
GVI51_F08701	XP_446366.1
GVI51_F08723	XP_446367.1
GVI51_F08745	XP_446368.1
GVI51_F08767	XP_446369.1
GVI51_F08789	XP_002999542.2
GVI51_G00011	XP_065482686.1
GVI51_G00033	XP_065482687.1
GVI51_G00055	XP_446371.1
GVI51_G00077	XP_446372.1
GVI51_G00099	XP_446374.1
GVI51_G00121	XP_446375.1
GVI51_G00143	XP_446376.1
GVI51_G00165	XP_446377.1
GVI51_G00187	XP_065482688.1
GVI51_G00209	XP_446378.1
GVI51_G00231	XP_446379.1
GVI51_G00253	XP_446380.1
GVI51_G00275	XP_446381.1
GVI51_G00297	XP_446382.1
GVI51_G00319	XP_446383.1
GVI51_G00341	XP_446384.1
GVI51_G00363	XP_446385.1
GVI51_G00385	XP_446386.1
GVI51_G00407	XP_446387.1
GVI51_G00429	XP_446388.1
GVI51_G00451	XP_446389.1
GVI51_G00473	XP_446390.1
GVI51_G00517	XP_446391.1
GVI51_G00539	XP_446392.1
GVI51_G00561	XP_446393.1
GVI51_G00583	XP_446394.1
GVI51_G00605	XP_446395.1
GVI51_G00649	XP_446396.1
GVI51_G00671	XP_446397.1
GVI51_G00693	XP_446398.1
GVI51_G00715	XP_446399.1
GVI51_G00759	XP_446400.1
GVI51_G00781	XP_446401.1
GVI51_G00803	XP_446402.1
GVI51_G00803	XP_446402.1
GVI51_G00825	XP_446403.1
GVI51_G00847	XP_446404.1
GVI51_G00869	XP_446405.1
GVI51_G00891	XP_446406.1
GVI51_G00913	XP_446407.1
GVI51_G00935	XP_446408.1
GVI51_G00935	XP_446408.1
GVI51_G00957	XP_446409.1
GVI51_G00979	XP_446410.1
GVI51_G01001	XP_446411.1
GVI51_G01023	XP_446412.1
GVI51_G01045	XP_446413.1
GVI51_G01067	XP_446414.1
GVI51_G01089	XP_446415.1
GVI51_G01111	XP_446416.1
GVI51_G01133	XP_446417.1
GVI51_G01133	XP_446417.1
GVI51_G01155	XP_446418.1
GVI51_G01177	XP_446419.1
GVI51_G01199	XP_446420.1
GVI51_G01221	XP_446421.1
GVI51_G01243	XP_446422.1
GVI51_G01265	XP_446423.1
GVI51_G01287	XP_446424.1
GVI51_G01309	XP_446425.1
GVI51_G01309	XP_446425.1
GVI51_G01331	XP_446426.1
GVI51_G01353	XP_446427.1
GVI51_G01397	XP_446428.1
GVI51_G01419	XP_446429.1
GVI51_G01441	XP_446430.1
GVI51_G01463	XP_446431.1
GVI51_G01485	XP_446432.1
GVI51_G01529	XP_446433.1
GVI51_G01551	XP_446434.1
GVI51_G01573	XP_446435.1
GVI51_G01595	XP_446436.1
GVI51_G01617	XP_446437.1
GVI51_G01639	XP_446438.1
GVI51_G01661	XP_446439.1
GVI51_G01683	XP_446440.1
GVI51_G01705	XP_446441.1
GVI51_G01727	XP_446442.1
GVI51_G01749	XP_446443.2
GVI51_G01771	XP_446444.1
GVI51_G01793	XP_446445.1
GVI51_G01815	XP_446446.1
GVI51_G01837	XP_446447.1
GVI51_G01859	XP_446448.1
GVI51_G01881	XP_446449.1
GVI51_G01903	XP_446450.1
GVI51_G01925	XP_446451.1
GVI51_G01947	XP_446452.1
GVI51_G01969	XP_446453.1
GVI51_G01991	XP_446454.1
GVI51_G02013	XP_446455.1
GVI51_G02035	XP_446456.1
GVI51_G02057	XP_446457.1
GVI51_G02079	XP_446458.1
GVI51_G02101	XP_446459.1
GVI51_G02123	XP_446460.1
GVI51_G02145	XP_446461.1
GVI51_G02167	XP_446462.1
GVI51_G02189	XP_446463.1
GVI51_G02211	XP_446464.1
GVI51_G02233	XP_446465.1
GVI51_G02255	XP_446466.1
GVI51_G02277	XP_446467.1
GVI51_G02299	XP_446469.1
GVI51_G02321	XP_446470.2
GVI51_G02321	XP_446470.2
GVI51_G02343	XP_446471.1
GVI51_G02365	XP_446472.1
GVI51_G02387	XP_002999543.1
GVI51_G02387	XP_002999543.1
GVI51_G02387	XP_002999543.1
GVI51_G02409	XP_446473.1
GVI51_G02431	XP_446474.1
GVI51_G02453	XP_446475.1
GVI51_G02475	XP_446476.1
GVI51_G02497	XP_446477.1
GVI51_G02519	XP_446478.1
GVI51_G02541	XP_446479.1
GVI51_G02563	XP_446480.1
GVI51_G02585	XP_446481.1
GVI51_G02607	XP_446482.1
GVI51_G02629	XP_446483.1
GVI51_G02651	XP_446484.1
GVI51_G02673	XP_446485.1
GVI51_G02695	XP_446486.1
GVI51_G02717	XP_446487.1
GVI51_G02739	XP_446488.1
GVI51_G02761	XP_446489.2
GVI51_G02783	XP_446490.1
GVI51_G02805	XP_446491.1
GVI51_G02827	XP_446492.1
GVI51_G02871	XP_446493.1
GVI51_G02893	XP_446494.1
GVI51_G02915	XP_446495.1
GVI51_G02937	XP_446496.1
GVI51_G02959	XP_446497.1
GVI51_G02981	XP_446498.1
GVI51_G03003	XP_446499.1
GVI51_G03025	XP_446500.1
GVI51_G03047	XP_446501.1
GVI51_G03069	XP_446502.1
GVI51_G03091	XP_446503.1
GVI51_G03113	XP_446504.1
GVI51_G03135	XP_446505.1
GVI51_G03157	XP_446506.1
GVI51_G03179	XP_446507.1
GVI51_G03201	XP_446508.1
GVI51_G03223	XP_446509.1
GVI51_G03245	XP_446510.1
GVI51_G03267	XP_446511.1
GVI51_G03289	XP_446512.1
GVI51_G03311	XP_446513.1
GVI51_G03333	XP_446514.1
GVI51_G03355	XP_446515.1
GVI51_G03377	XP_446516.1
GVI51_G03399	XP_446517.1
GVI51_G03421	XP_446518.1
GVI51_G03443	XP_446519.1
GVI51_G03443	XP_446519.1
GVI51_G03465	XP_446520.1
GVI51_G03487	XP_446521.1
GVI51_G03509	XP_446522.1
GVI51_G03531	XP_446523.1
GVI51_G03553	XP_446524.1
GVI51_G03575	XP_446525.1
GVI51_G03597	XP_446526.1
GVI51_G03619	XP_446527.1
GVI51_G03641	XP_446528.1
GVI51_G03663	XP_446529.1
GVI51_G03707	XP_446530.1
GVI51_G03729	XP_446531.1
GVI51_G03751	XP_446532.1
GVI51_G03773	XP_446533.1
GVI51_G03795	XP_446534.1
GVI51_G03817	XP_446535.1
GVI51_G03839	XP_446536.1
GVI51_G03861	XP_446537.1
GVI51_G03883	XP_446538.1
GVI51_G03905	XP_446539.1
GVI51_G03927	XP_446540.1
GVI51_G03949	XP_446541.1
GVI51_G03971	XP_446542.1
GVI51_G03993	XP_446543.1
GVI51_G04015	XP_446544.1
GVI51_G04037	XP_446545.1
GVI51_G04059	XP_446546.2
GVI51_G04103	XP_446547.1
GVI51_G04169	XP_446548.1
GVI51_G04191	XP_446549.1
GVI51_G04213	XP_446550.1
GVI51_G04235	XP_446551.1
GVI51_G04257	XP_446552.1
GVI51_G04279	XP_446553.1
GVI51_G04301	XP_446555.1
GVI51_G04323	XP_446556.1
GVI51_G04345	XP_446557.1
GVI51_G04367	XP_446558.1
GVI51_G04389	XP_446559.1
GVI51_G04411	XP_446560.1
GVI51_G04433	XP_446561.1
GVI51_G04455	XP_446562.1
GVI51_G04477	XP_446563.1
GVI51_G04499	XP_446564.1
GVI51_G04521	XP_446565.1
GVI51_G04543	XP_446566.1
GVI51_G04565	XP_446567.1
GVI51_G04587	XP_446568.1
GVI51_G04609	XP_446569.1
GVI51_G04631	XP_446570.1
GVI51_G04653	XP_446571.1
GVI51_G04675	XP_446572.1
GVI51_G04697	XP_446573.1
GVI51_G04719	XP_446574.1
GVI51_G04741	XP_446575.1
GVI51_G04763	XP_446576.1
GVI51_G04785	XP_446577.1
GVI51_G04807	XP_446578.1
GVI51_G04829	XP_446579.1
GVI51_G04829	XP_446579.1
GVI51_G04851	XP_446580.1
GVI51_G04873	XP_446581.1
GVI51_G04895	XP_446582.1
GVI51_G04917	XP_446583.1
GVI51_G04917	XP_446583.1
GVI51_G04961	XP_446584.1
GVI51_G04983	XP_446585.1
GVI51_G05005	XP_446586.1
GVI51_G05027	XP_446587.1
GVI51_G05049	XP_446588.1
GVI51_G05071	XP_446589.1
GVI51_G05093	XP_446590.1
GVI51_G05115	XP_446591.1
GVI51_G05137	XP_002999544.1
GVI51_G05159	XP_446592.1
GVI51_G05181	XP_446593.1
GVI51_G05203	XP_446594.1
GVI51_G05225	XP_446595.1
GVI51_G05247	XP_446596.1
GVI51_G05269	XP_446597.1
GVI51_G05291	XP_446598.1
GVI51_G05313	XP_446599.1
GVI51_G05335	XP_446600.1
GVI51_G05357	XP_446601.1
GVI51_G05379	XP_446602.1
GVI51_G05401	XP_446603.1
GVI51_G05423	XP_446604.1
GVI51_G05445	XP_446605.1
GVI51_G05467	XP_446606.1
GVI51_G05489	XP_446607.1
GVI51_G05511	XP_446608.1
GVI51_G05533	XP_446609.1
GVI51_G05555	XP_446610.1
GVI51_G05577	XP_446611.1
GVI51_G05599	XP_446612.1
GVI51_G05621	XP_446613.1
GVI51_G05643	XP_446614.1
GVI51_G05665	XP_446615.1
GVI51_G05687	XP_446616.1
GVI51_G05709	XP_446617.1
GVI51_G05731	XP_446618.1
GVI51_G05753	XP_446619.1
GVI51_G05775	XP_446620.2
GVI51_G05775	XP_446620.2
GVI51_G05797	XP_446621.1
GVI51_G05819	XP_446622.1
GVI51_G05841	XP_446623.1
GVI51_G05863	XP_446624.1
GVI51_G05885	XP_446625.1
GVI51_G05907	XP_446626.1
GVI51_G05929	XP_446627.1
GVI51_G05951	XP_446628.1
GVI51_G05973	XP_446629.1
GVI51_G05995	XP_446630.1
GVI51_G06017	XP_446631.1
GVI51_G06061	XP_446632.1
GVI51_G06083	XP_446633.1
GVI51_G06105	XP_446634.1
GVI51_G06127	XP_446635.1
GVI51_G06149	XP_446636.1
GVI51_G06171	XP_446637.1
GVI51_G06193	XP_446638.1
GVI51_G06215	XP_446639.1
GVI51_G06237	XP_446640.1
GVI51_G06259	XP_446641.1
GVI51_G06281	XP_446642.1
GVI51_G06303	XP_446643.1
GVI51_G06325	XP_446644.1
GVI51_G06325	XP_446644.1
GVI51_G06369	XP_446645.1
GVI51_G06391	XP_446646.1
GVI51_G06413	XP_446647.1
GVI51_G06435	XP_446648.1
GVI51_G06457	XP_446649.1
GVI51_G06479	XP_446650.1
GVI51_G06501	XP_446651.1
GVI51_G06523	XP_446652.1
GVI51_G06545	XP_446653.1
GVI51_G06567	XP_446654.1
GVI51_G06589	XP_446655.1
GVI51_G06611	XP_446656.1
GVI51_G06633	XP_446657.1
GVI51_G06655	XP_446658.2
GVI51_G06677	XP_446659.1
GVI51_G06699	XP_446660.1
GVI51_G06721	XP_446661.1
GVI51_G06743	XP_446662.1
GVI51_G06765	XP_446663.1
GVI51_G06787	XP_446664.1
GVI51_G06809	XP_446665.1
GVI51_G06831	XP_446666.1
GVI51_G06853	XP_446667.1
GVI51_G06875	XP_446668.1
GVI51_G06897	XP_446669.1
GVI51_G06919	XP_446670.1
GVI51_G06941	XP_446671.1
GVI51_G06985	XP_022456058.2
GVI51_G07007	XP_446673.1
GVI51_G07029	XP_446674.1
GVI51_G07029	XP_446674.1
GVI51_G07051	XP_446675.1
GVI51_G07051	XP_446675.1
GVI51_G07073	XP_446676.1
GVI51_G07095	XP_446677.1
GVI51_G07117	XP_446678.1
GVI51_G07139	XP_446679.1
GVI51_G07161	XP_446680.1
GVI51_G07183	XP_446681.1
GVI51_G07205	XP_446682.1
GVI51_G07227	XP_446683.1
GVI51_G07227	XP_446683.1
GVI51_G07249	XP_446684.2
GVI51_G07271	XP_446685.1
GVI51_G07293	XP_446686.1
GVI51_G07315	XP_446687.1
GVI51_G07337	XP_446688.1
GVI51_G07359	XP_002999546.1
GVI51_G07381	XP_446689.1
GVI51_G07403	XP_446690.1
GVI51_G07425	XP_446691.1
GVI51_G07447	XP_446692.1
GVI51_G07469	XP_446693.1
GVI51_G07491	XP_446694.1
GVI51_G07513	XP_446695.1
GVI51_G07535	XP_446696.1
GVI51_G07557	XP_446697.1
GVI51_G07579	XP_446698.1
GVI51_G07601	XP_446699.1
GVI51_G07623	XP_446700.1
GVI51_G07645	XP_446701.1
GVI51_G07667	XP_446702.1
GVI51_G07689	XP_446703.1
GVI51_G07711	XP_446704.1
GVI51_G07733	XP_002999547.1
GVI51_G07755	XP_446705.1
GVI51_G07777	XP_446706.1
GVI51_G07799	XP_446707.1
GVI51_G07821	XP_446708.1
GVI51_G07843	XP_446709.1
GVI51_G07865	XP_446710.1
GVI51_G07887	XP_446711.1
GVI51_G07909	XP_446712.1
GVI51_G07931	XP_446713.1
GVI51_G07953	XP_446714.1
GVI51_G07975	XP_446715.1
GVI51_G07997	XP_446716.1
GVI51_G08019	XP_446717.1
GVI51_G08041	XP_446718.1
GVI51_G08063	XP_446719.1
GVI51_G08085	XP_446720.1
GVI51_G08107	XP_446721.2
GVI51_G08129	XP_446722.1
GVI51_G08151	XP_446723.1
GVI51_G08173	XP_446724.1
GVI51_G08195	XP_446725.1
GVI51_G08217	XP_446726.1
GVI51_G08239	XP_446727.1
GVI51_G08261	XP_446728.1
GVI51_G08283	XP_446729.1
GVI51_G08305	XP_446730.1
GVI51_G08327	XP_446731.1
GVI51_G08349	XP_446732.1
GVI51_G08371	XP_446733.1
GVI51_G08415	XP_446734.1
GVI51_G08437	XP_446736.1
GVI51_G08459	XP_446737.1
GVI51_G08481	XP_446738.1
GVI51_G08503	XP_446739.1
GVI51_G08525	XP_446740.1
GVI51_G08547	XP_446741.1
GVI51_G08569	XP_446742.1
GVI51_G08591	XP_446743.1
GVI51_G08613	XP_446744.1
GVI51_G08635	XP_446745.1
GVI51_G08657	XP_446746.1
GVI51_G08679	XP_446747.1
GVI51_G08701	XP_446748.1
GVI51_G08723	XP_446749.1
GVI51_G08745	XP_446750.1
GVI51_G08767	XP_446751.1
GVI51_G08789	XP_446752.1
GVI51_G08833	XP_446753.1
GVI51_G08855	XP_446754.1
GVI51_G08877	XP_446755.1
GVI51_G08899	XP_446756.1
GVI51_G08921	XP_446757.1
GVI51_G08943	XP_065482689.1
GVI51_G08943	XP_065482689.1
GVI51_G08965	XP_446758.1
GVI51_G08965	XP_446758.1
GVI51_G08987	XP_446759.1
GVI51_G09009	XP_446760.1
GVI51_G09031	XP_446761.1
GVI51_G09053	XP_446762.1
GVI51_G09075	XP_446763.1
GVI51_G09097	XP_446764.1
GVI51_G09119	XP_065482690.1
GVI51_G09141	XP_446765.1
GVI51_G09163	XP_446766.1
GVI51_G09185	XP_446767.1
GVI51_G09207	XP_446768.1
GVI51_G09229	XP_446769.1
GVI51_G09251	XP_446770.1
GVI51_G09295	XP_446771.1
GVI51_G09339	XP_446772.1
GVI51_G09361	XP_446773.1
GVI51_G09383	XP_446774.1
GVI51_G09405	XP_446775.1
GVI51_G09427	XP_446776.1
GVI51_G09449	XP_446777.1
GVI51_G09471	XP_446778.1
GVI51_G09493	XP_446779.1
GVI51_G09515	XP_446780.1
GVI51_G09537	XP_446781.1
GVI51_G09559	XP_446782.1
GVI51_G09559	XP_446782.1
GVI51_G09581	XP_446783.1
GVI51_G09603	XP_446784.1
GVI51_G09625	XP_446785.1
GVI51_G09647	XP_446786.1
GVI51_G09669	XP_446787.1
GVI51_G09691	XP_446788.1
GVI51_G09713	XP_446789.1
GVI51_G09735	XP_446790.1
GVI51_G09757	XP_446791.1
GVI51_G09779	XP_446792.1
GVI51_G09801	XP_446793.1
GVI51_G09823	XP_446794.1
GVI51_G09845	XP_446795.1
GVI51_G09867	XP_446796.1
GVI51_G09889	XP_446797.1
GVI51_G09889	XP_446797.1
GVI51_G09911	XP_446798.1
GVI51_G09933	XP_446799.1
GVI51_G09955	XP_446800.1
GVI51_G09977	XP_446801.1
GVI51_G09999	XP_446802.1
GVI51_G10021	XP_446803.1
GVI51_G10043	XP_446805.2
GVI51_H00011	XP_065482691.1
GVI51_H00033	XP_446807.1
GVI51_H00055	XP_446808.1
GVI51_H00077	XP_446809.1
GVI51_H00099	XP_446810.1
GVI51_H00121	XP_446811.1
GVI51_H00143	XP_446812.1
GVI51_H00165	XP_446813.1
GVI51_H00187	XP_446814.1
GVI51_H00209	XP_446815.1
GVI51_H00231	XP_446816.1
GVI51_H00253	XP_446817.1
GVI51_H00275	XP_446818.1
GVI51_H00297	XP_446819.1
GVI51_H00319	XP_446820.1
GVI51_H00341	XP_446821.1
GVI51_H00363	XP_446822.1
GVI51_H00385	XP_446823.1
GVI51_H00407	XP_446824.1
GVI51_H00429	XP_446825.1
GVI51_H00451	XP_446826.1
GVI51_H00473	XP_446827.1
GVI51_H00495	XP_446828.1
GVI51_H00517	XP_446829.1
GVI51_H00539	XP_446831.1
GVI51_H00561	XP_446832.1
GVI51_H00583	XP_446833.1
GVI51_H00605	XP_446834.1
GVI51_H00627	XP_446835.1
GVI51_H00649	XP_446836.1
GVI51_H00671	XP_446837.1
GVI51_H00693	XP_446838.1
GVI51_H00715	XP_446839.1
GVI51_H00737	XP_446840.1
GVI51_H00759	XP_446841.1
GVI51_H00781	XP_446842.1
GVI51_H00803	XP_446843.1
GVI51_H00825	XP_446844.1
GVI51_H00847	XP_446845.1
GVI51_H00869	XP_446846.1
GVI51_H00891	XP_446847.1
GVI51_H00913	XP_446848.2
GVI51_H00935	XP_002999548.1
GVI51_H00935	XP_002999548.1
GVI51_H00957	XP_446849.1
GVI51_H00979	XP_446850.1
GVI51_H01001	XP_446851.1
GVI51_H01023	XP_446852.1
GVI51_H01045	XP_446853.1
GVI51_H01067	XP_446854.1
GVI51_H01089	XP_446855.1
GVI51_H01111	XP_446856.1
GVI51_H01133	XP_446857.1
GVI51_H01155	XP_446858.1
GVI51_H01177	XP_446859.1
GVI51_H01199	XP_446860.1
GVI51_H01221	XP_446861.1
GVI51_H01243	XP_446862.1
GVI51_H01265	XP_446863.1
GVI51_H01287	XP_446864.1
GVI51_H01309	XP_446865.1
GVI51_H01331	XP_446866.1
GVI51_H01353	XP_446867.1
GVI51_H01375	XP_446868.1
GVI51_H01397	XP_065482692.1
GVI51_H01419	XP_446869.1
GVI51_H01441	XP_446870.1
GVI51_H01463	XP_446871.1
GVI51_H01485	XP_446872.1
GVI51_H01507	XP_446873.1
GVI51_H01529	XP_446874.1
GVI51_H01551	XP_446875.1
GVI51_H01573	XP_446876.1
GVI51_H01595	XP_446877.1
GVI51_H01617	XP_446878.2
GVI51_H01639	XP_446879.1
GVI51_H01661	XP_446880.1
GVI51_H01683	XP_446881.2
GVI51_H01727	XP_446882.1
GVI51_H01793	XP_446883.1
GVI51_H01815	XP_446884.1
GVI51_H01837	XP_446885.1
GVI51_H01859	XP_446886.1
GVI51_H01881	XP_446887.1
GVI51_H01903	XP_446888.1
GVI51_H01925	XP_446889.1
GVI51_H01947	XP_446890.1
GVI51_H01969	XP_446891.1
GVI51_H01991	XP_446892.1
GVI51_H02013	XP_446893.1
GVI51_H02035	XP_446894.1
GVI51_H02057	XP_446895.1
GVI51_H02079	XP_446896.1
GVI51_H02101	XP_446897.1
GVI51_H02123	XP_446898.1
GVI51_H02145	XP_446899.1
GVI51_H02167	XP_446900.1
GVI51_H02189	XP_446901.1
GVI51_H02211	XP_446902.1
GVI51_H02233	XP_446903.1
GVI51_H02255	XP_002999550.1
GVI51_H02277	XP_446904.1
GVI51_H02299	XP_446905.1
GVI51_H02321	XP_446906.1
GVI51_H02343	XP_446907.1
GVI51_H02365	XP_446908.1
GVI51_H02387	XP_446909.1
GVI51_H02431	XP_446910.1
GVI51_H02453	XP_446911.1
GVI51_H02475	XP_446912.1
GVI51_H02497	XP_446913.1
GVI51_H02519	XP_446914.1
GVI51_H02563	XP_446915.1
GVI51_H02585	XP_446916.1
GVI51_H02607	XP_446917.1
GVI51_H02629	XP_446918.1
GVI51_H02651	XP_446919.1
GVI51_H02673	XP_446920.1
GVI51_H02717	XP_446921.1
GVI51_H02739	XP_446922.1
GVI51_H02783	XP_446923.1
GVI51_H02805	XP_446924.1
GVI51_H02827	XP_446925.1
GVI51_H02849	XP_446926.1
GVI51_H02871	XP_446927.1
GVI51_H02893	XP_446928.2
GVI51_H02915	XP_446929.1
GVI51_H02937	XP_446930.1
GVI51_H02937	XP_446930.1
GVI51_H02959	XP_446931.1
GVI51_H02981	XP_446932.1
GVI51_H03003	XP_446933.1
GVI51_H03025	XP_446934.1
GVI51_H03047	XP_446935.2
GVI51_H03069	XP_446936.1
GVI51_H03091	XP_446937.1
GVI51_H03113	XP_446938.2
GVI51_H03135	XP_446939.1
GVI51_H03157	XP_446940.1
GVI51_H03179	XP_446941.1
GVI51_H03201	XP_446942.1
GVI51_H03223	XP_446943.1
GVI51_H03245	XP_446944.1
GVI51_H03267	XP_446945.1
GVI51_H03289	XP_446946.1
GVI51_H03311	XP_446947.1
GVI51_H03333	XP_446948.1
GVI51_H03355	XP_446949.2
GVI51_H03377	XP_446950.1
GVI51_H03399	XP_446951.1
GVI51_H03421	XP_446952.1
GVI51_H03443	XP_446953.1
GVI51_H03465	XP_446954.1
GVI51_H03487	XP_446955.1
GVI51_H03509	XP_446956.1
GVI51_H03531	XP_446957.1
GVI51_H03553	XP_446958.1
GVI51_H03575	XP_446959.1
GVI51_H03597	XP_446960.2
GVI51_H03619	XP_446961.1
GVI51_H03641	XP_446962.1
GVI51_H03663	XP_446963.1
GVI51_H03685	XP_446964.1
GVI51_H03707	XP_446965.1
GVI51_H03729	XP_065482693.1
GVI51_H03729	XP_065482693.1
GVI51_H03751	XP_446966.1
GVI51_H03773	XP_446967.1
GVI51_H03795	XP_446968.1
GVI51_H03817	XP_446969.1
GVI51_H03839	XP_446970.1
GVI51_H03861	XP_446971.1
GVI51_H03883	XP_446972.1
GVI51_H03905	XP_446973.1
GVI51_H03927	XP_446974.1
GVI51_H03949	XP_446975.1
GVI51_H03971	XP_446976.1
GVI51_H03993	XP_446977.2
GVI51_H04015	XP_446978.1
GVI51_H04037	XP_446979.1
GVI51_H04059	XP_446980.1
GVI51_H04081	XP_446981.1
GVI51_H04103	XP_065482694.1
GVI51_H04125	XP_446982.1
GVI51_H04147	XP_446983.1
GVI51_H04169	XP_446984.1
GVI51_H04191	XP_446985.1
GVI51_H04213	XP_446986.1
GVI51_H04235	XP_446987.1
GVI51_H04279	XP_446988.1
GVI51_H04301	XP_446989.1
GVI51_H04323	XP_446990.1
GVI51_H04345	XP_446991.1
GVI51_H04367	XP_446992.1
GVI51_H04389	XP_446993.1
GVI51_H04411	XP_446994.1
GVI51_H04433	XP_446995.1
GVI51_H04455	XP_446996.1
GVI51_H04477	XP_446997.1
GVI51_H04499	XP_446998.1
GVI51_H04521	XP_002999551.1
GVI51_H04543	XP_446999.1
GVI51_H04565	XP_447000.1
GVI51_H04587	XP_447001.1
GVI51_H04609	XP_447002.1
GVI51_H04631	XP_447003.1
GVI51_H04653	XP_447004.1
GVI51_H04675	XP_447005.2
GVI51_H04697	XP_447006.1
GVI51_H04719	XP_447007.1
GVI51_H04741	XP_447008.1
GVI51_H04763	XP_447009.1
GVI51_H04785	XP_447010.1
GVI51_H04807	XP_447011.1
GVI51_H04829	XP_447012.1
GVI51_H04851	XP_447013.1
GVI51_H04873	XP_447014.1
GVI51_H04895	XP_447015.1
GVI51_H04917	XP_447016.1
GVI51_H04939	XP_447017.1
GVI51_H04961	XP_447018.1
GVI51_H04983	XP_447019.1
GVI51_H05005	XP_447020.1
GVI51_H05027	XP_447021.1
GVI51_H05049	XP_447022.1
GVI51_H05071	XP_447023.1
GVI51_H05093	XP_447024.1
GVI51_H05115	XP_447025.1
GVI51_H05137	XP_447026.2
GVI51_H05159	XP_447027.1
GVI51_H05181	XP_447028.1
GVI51_H05203	XP_447029.1
GVI51_H05225	XP_447030.2
GVI51_H05247	XP_447031.1
GVI51_H05269	XP_447032.1
GVI51_H05291	XP_447033.1
GVI51_H05335	XP_447034.1
GVI51_H05357	XP_447035.1
GVI51_H05357	XP_447035.1
GVI51_H05379	XP_447036.1
GVI51_H05401	XP_447037.1
GVI51_H05423	XP_447038.1
GVI51_H05445	XP_447039.1
GVI51_H05467	XP_447040.1
GVI51_H05489	XP_447041.1
GVI51_H05489	XP_447041.1
GVI51_H05511	XP_447042.1
GVI51_H05533	XP_447043.1
GVI51_H05555	XP_447044.1
GVI51_H05577	XP_447045.1
GVI51_H05599	XP_447046.1
GVI51_H05621	XP_065482695.1
GVI51_H05643	XP_447047.1
GVI51_H05665	XP_447048.1
GVI51_H05687	XP_447049.1
GVI51_H05709	XP_447050.1
GVI51_H05731	XP_447051.1
GVI51_H05753	XP_447052.1
GVI51_H05775	XP_447053.1
GVI51_H05797	XP_447054.1
GVI51_H05819	XP_447055.1
GVI51_H05841	XP_447056.1
GVI51_H05863	XP_447057.1
GVI51_H05885	XP_447058.1
GVI51_H05907	XP_447059.1
GVI51_H05951	XP_447060.1
GVI51_H05973	XP_447061.1
GVI51_H05995	XP_447062.1
GVI51_H06017	XP_447063.1
GVI51_H06039	XP_447064.1
GVI51_H06061	XP_447065.1
GVI51_H06083	XP_447066.1
GVI51_H06105	XP_447067.1
GVI51_H06127	XP_447068.1
GVI51_H06149	XP_447069.1
GVI51_H06171	XP_447070.1
GVI51_H06193	XP_447071.1
GVI51_H06215	XP_447072.1
GVI51_H06237	XP_447073.1
GVI51_H06259	XP_447074.1
GVI51_H06281	XP_447075.1
GVI51_H06303	XP_447076.1
GVI51_H06325	XP_447077.1
GVI51_H06347	XP_447078.1
GVI51_H06369	XP_447079.1
GVI51_H06391	XP_447080.1
GVI51_H06413	XP_447081.1
GVI51_H06435	XP_447082.1
GVI51_H06457	XP_447083.1
GVI51_H06479	XP_065482696.1
GVI51_H06501	XP_447084.1
GVI51_H06523	XP_447085.1
GVI51_H06545	XP_447086.1
GVI51_H06567	XP_447087.1
GVI51_H06589	XP_447088.1
GVI51_H06611	XP_002999552.1
GVI51_H06611	XP_002999552.1
GVI51_H06633	XP_447089.1
GVI51_H06655	XP_447090.2
GVI51_H06677	XP_447091.1
GVI51_H06699	XP_447092.1
GVI51_H06721	XP_447093.1
GVI51_H06743	XP_447094.1
GVI51_H06765	XP_447095.1
GVI51_H06787	XP_447096.1
GVI51_H06809	XP_447097.1
GVI51_H06831	XP_447098.1
GVI51_H06853	XP_447099.1
GVI51_H06875	XP_447100.1
GVI51_H06897	XP_447101.1
GVI51_H06919	XP_002999553.1
GVI51_H06941	XP_447102.1
GVI51_H06963	XP_447103.1
GVI51_H06985	XP_447104.1
GVI51_H07007	XP_447105.1
GVI51_H07029	XP_447106.1
GVI51_H07051	XP_447107.1
GVI51_H07073	XP_447108.1
GVI51_H07095	XP_447109.1
GVI51_H07117	XP_447110.1
GVI51_H07139	XP_447111.1
GVI51_H07161	XP_447112.1
GVI51_H07183	XP_447113.1
GVI51_H07205	XP_447114.1
GVI51_H07227	XP_447115.2
GVI51_H07249	XP_447116.1
GVI51_H07271	XP_447117.1
GVI51_H07293	XP_447118.1
GVI51_H07315	XP_447119.1
GVI51_H07337	XP_447120.1
GVI51_H07359	XP_447121.1
GVI51_H07381	XP_447122.1
GVI51_H07403	XP_447123.1
GVI51_H07425	XP_447124.1
GVI51_H07447	XP_447125.1
GVI51_H07469	XP_447126.1
GVI51_H07491	XP_447127.1
GVI51_H07513	XP_447128.2
GVI51_H07513	XP_447128.2
GVI51_H07535	XP_447129.1
GVI51_H07557	XP_447130.1
GVI51_H07579	XP_447131.1
GVI51_H07601	XP_447132.1
GVI51_H07623	XP_447133.1
GVI51_H07645	XP_447134.1
GVI51_H07667	XP_447135.1
GVI51_H07689	XP_447136.1
GVI51_H07711	XP_447137.1
