SPAR_A00010	XP_033764409.1
SPAR_E01520	XP_033765895.1
SPAR_E01530	XP_033765896.1
SPAR_E01540	XP_033765897.1
SPAR_E01550	XP_033765898.1
SPAR_E01560	XP_033765899.1
SPAR_E01570	XP_033765900.1
SPAR_E01580	XP_033765901.1
SPAR_E01590	XP_033765902.1
SPAR_E01600	XP_033765903.1
SPAR_E01610	XP_033765904.1
SPAR_E01620	XP_033765905.1
SPAR_E01630	XP_033765906.1
SPAR_E01640	XP_033765907.1
SPAR_E01650	XP_033765908.1
SPAR_E01660	XP_033765909.1
SPAR_E01670	XP_033765910.1
SPAR_E01680	XP_033765911.1
SPAR_E01690	XP_033765912.1
SPAR_E01700	XP_033765913.1
SPAR_E01700	XP_033765913.1
SPAR_E01710	XP_033765914.1
SPAR_E01720	XP_033765915.1
SPAR_E01730	XP_033765916.1
SPAR_E01730	XP_033765916.1
SPAR_E01740	XP_033765917.1
SPAR_E01750	XP_033765918.1
SPAR_E01760	XP_033765919.1
SPAR_E01770	XP_033765920.1
SPAR_E01780	XP_033765921.1
SPAR_E01790	XP_033765922.1
SPAR_E01800	XP_033765923.1
SPAR_E01810	XP_033765924.1
SPAR_E01820	XP_033765925.1
SPAR_E01830	XP_033765926.1
SPAR_E01840	XP_033765927.1
SPAR_E01850	XP_033765928.1
SPAR_E01860	XP_033765929.1
SPAR_E01870	XP_033765930.1
SPAR_E01880	XP_033765931.1
SPAR_E01890	XP_033765932.1
SPAR_E01900	XP_033765933.1
SPAR_E01910	XP_033765934.1
SPAR_E01920	XP_033765935.1
SPAR_E01930	XP_033765936.1
SPAR_E01940	XP_033765937.1
SPAR_E01950	XP_033765938.1
SPAR_E01950	XP_033765938.1
SPAR_E01960	XP_033765939.1
SPAR_E01970	XP_033765940.1
SPAR_E01980	XP_033765941.1
SPAR_E01990	XP_033765942.1
SPAR_E02000	XP_033765943.1
SPAR_E02010	XP_033765944.1
SPAR_E02020	XP_033765945.1
SPAR_E02030	XP_033765946.1
SPAR_E02040	XP_033765947.1
SPAR_E02050	XP_033765948.1
SPAR_E02060	XP_033765949.1
SPAR_E02070	XP_033765950.1
SPAR_E02080	XP_033765951.1
SPAR_E02090	XP_033765952.1
SPAR_E02100	XP_033765953.1
SPAR_E02110	XP_033765954.1
SPAR_E02120	XP_033765955.1
SPAR_E02130	XP_033765956.1
SPAR_E02140	XP_033765957.1
SPAR_E02150	XP_033765958.1
SPAR_E02160	XP_033765959.1
SPAR_E02170	XP_033765960.1
SPAR_E02180	XP_033765961.1
SPAR_E02190	XP_033765962.1
SPAR_E02200	XP_033765963.1
SPAR_E02210	XP_033765964.1
SPAR_E02220	XP_033765965.1
SPAR_E02230	XP_033765966.1
SPAR_E02240	XP_033765967.1
SPAR_E02250	XP_033765968.1
SPAR_E02260	XP_033765969.1
SPAR_E02270	XP_033765970.1
SPAR_E02280	XP_033765971.1
SPAR_E02290	XP_033765972.1
SPAR_E02300	XP_033765973.1
SPAR_E02310	XP_033765974.1
SPAR_E02320	XP_033765975.1
SPAR_E02330	XP_033765976.1
SPAR_E02340	XP_033765977.1
SPAR_E02350	XP_033765978.1
SPAR_E02360	XP_033765979.1
SPAR_E02370	XP_033765980.1
SPAR_E02380	XP_033765981.1
SPAR_E02390	XP_033765982.1
SPAR_E02400	XP_033765983.1
SPAR_E02410	XP_033765984.1
SPAR_E02420	XP_033765985.1
SPAR_E02430	XP_033765986.1
SPAR_E02440	XP_033765987.1
SPAR_E02450	XP_033765988.1
SPAR_E02460	XP_033765989.1
SPAR_E02470	XP_033765990.1
SPAR_E02480	XP_033765991.1
SPAR_E02490	XP_033765992.1
SPAR_E02500	XP_033765993.1
SPAR_E02510	XP_033765994.1
SPAR_E02520	XP_033765995.1
SPAR_E02530	XP_033765996.1
SPAR_E02530	XP_033765996.1
SPAR_E02540	XP_033765997.1
SPAR_E02550	XP_033765998.1
SPAR_E02560	XP_033765999.1
SPAR_E02570	XP_033766000.1
SPAR_E02580	XP_033766001.1
SPAR_E02590	XP_033766002.1
SPAR_E02600	XP_033766003.1
SPAR_E02610	XP_033766004.1
SPAR_F00010	XP_033766005.1
SPAR_F00020	XP_033766006.1
SPAR_F00030	XP_033766007.1
SPAR_F00040	XP_033766008.1
SPAR_F00050	XP_033766009.1
SPAR_F00060	XP_033766010.1
SPAR_F00070	XP_033766011.1
SPAR_F00080	XP_033766012.1
SPAR_F00090	XP_033766013.1
SPAR_F00100	XP_033766014.1
SPAR_F00110	XP_033766015.1
SPAR_F00120	XP_033766016.1
SPAR_F00130	XP_033766017.1
SPAR_F00140	XP_033766018.1
SPAR_F00150	XP_033766019.1
SPAR_F00160	XP_033766020.1
SPAR_F00170	XP_033766021.1
SPAR_F00180	XP_033766022.1
SPAR_F00190	XP_033766023.1
SPAR_F00200	XP_033766024.1
SPAR_F00210	XP_033766025.1
SPAR_F00220	XP_033766026.1
SPAR_F00230	XP_033766027.1
SPAR_F00240	XP_033766028.1
SPAR_F00240	XP_033766028.1
SPAR_F00250	XP_033766029.1
SPAR_F00260	XP_033766030.1
SPAR_F00270	XP_033766031.1
SPAR_F00280	XP_033766032.1
SPAR_F00280	XP_033766032.1
SPAR_F00290	XP_033766033.1
SPAR_F00290	XP_033766033.1
SPAR_F00300	XP_033766034.1
SPAR_F00310	XP_033766035.1
SPAR_F00320	XP_033766036.1
SPAR_F00330	XP_033766037.1
SPAR_F00340	XP_033766038.1
SPAR_F00350	XP_033766039.1
SPAR_F00360	XP_033766040.1
SPAR_F00370	XP_033766041.1
SPAR_F00380	XP_033766042.1
SPAR_F00390	XP_033766043.1
SPAR_F00400	XP_033766044.1
SPAR_F00410	XP_033766045.1
SPAR_F00420	XP_033766046.1
SPAR_F00430	XP_033766047.1
SPAR_F00440	XP_033766048.1
SPAR_F00450	XP_033766049.1
SPAR_F00460	XP_033766050.1
SPAR_F00470	XP_033766051.1
SPAR_F00480	XP_033766052.1
SPAR_F00490	XP_033766053.1
SPAR_F00500	XP_033766054.1
SPAR_F00510	XP_033766055.1
SPAR_F00520	XP_033766056.1
SPAR_F00530	XP_033766057.1
SPAR_F00540	XP_033766058.1
SPAR_F00550	XP_033766059.1
SPAR_F00560	XP_033766060.1
SPAR_F00570	XP_033766061.1
SPAR_F00580	XP_033766062.1
SPAR_F00590	XP_033766063.1
SPAR_F00600	XP_033766064.1
SPAR_F00610	XP_033766065.1
SPAR_F00620	XP_033766066.1
SPAR_F00630	XP_033766067.1
SPAR_F00640	XP_033766068.1
SPAR_F00650	XP_033766069.1
SPAR_F00660	XP_033766070.1
SPAR_F00670	XP_033766071.1
SPAR_F00680	XP_033766072.1
SPAR_F00690	XP_033766073.1
SPAR_F00700	XP_033766074.1
SPAR_F00710	XP_033766075.1
SPAR_F00720	XP_033766076.1
SPAR_F00730	XP_033766077.1
SPAR_F00740	XP_033766078.1
SPAR_F00750	XP_033766079.1
SPAR_F00760	XP_033766080.1
SPAR_F00770	XP_033766081.1
SPAR_F00780	XP_033766082.1
SPAR_F00790	XP_033766083.1
SPAR_F00800	XP_033766084.1
SPAR_F00810	XP_033766085.1
SPAR_F00820	XP_033766086.1
SPAR_F00830	XP_033766087.1
SPAR_F00840	XP_033766088.1
SPAR_F00840	XP_033766088.1
SPAR_F00850	XP_033766089.1
SPAR_F00860	XP_033766090.1
SPAR_F00870	XP_033766091.1
SPAR_F00880	XP_033766092.1
SPAR_F00890	XP_033766093.1
SPAR_F00900	XP_033766094.1
SPAR_F00910	XP_033766095.1
SPAR_F00910	XP_033766095.1
SPAR_F00920	XP_033766096.1
SPAR_F00930	XP_033766097.1
SPAR_F00940	XP_033766098.1
SPAR_F00950	XP_033766099.1
SPAR_F00960	XP_033766100.1
SPAR_F00970	XP_033766101.1
SPAR_F00980	XP_033766102.1
SPAR_F00990	XP_033766103.1
SPAR_F01000	XP_033766104.1
SPAR_F01010	XP_033766105.1
SPAR_F01020	XP_033766106.1
SPAR_F01030	XP_033766107.1
SPAR_F01040	XP_033766108.1
SPAR_F01050	XP_033766109.1
SPAR_F01060	XP_033766110.1
SPAR_F01060	XP_033766110.1
SPAR_F01070	XP_033766111.1
SPAR_F01080	XP_033766112.1
SPAR_F01090	XP_033766113.1
SPAR_F01100	XP_033766114.1
SPAR_F01110	XP_033766115.1
SPAR_F01120	XP_033766116.1
SPAR_F01130	XP_033766117.1
SPAR_F01140	XP_033766118.1
SPAR_F01150	XP_033766119.1
SPAR_F01160	XP_033766120.1
SPAR_F01170	XP_033766121.1
SPAR_F01180	XP_033766122.1
SPAR_G00010	XP_033766123.1
SPAR_G00020	XP_033766124.1
SPAR_G00030	XP_033766125.1
SPAR_G00040	XP_033766126.1
SPAR_G00050	XP_033766127.1
SPAR_G00060	XP_033766128.1
SPAR_G00070	XP_033766129.1
SPAR_G00080	XP_033766130.1
SPAR_G00090	XP_033766131.1
SPAR_G00100	XP_033766132.1
SPAR_G00100	XP_033766132.1
SPAR_G00110	XP_033766133.1
SPAR_G00120	XP_033766134.1
SPAR_G00130	XP_033766135.1
SPAR_G00140	XP_033766136.1
SPAR_G00150	XP_033766137.1
SPAR_G00160	XP_033766138.1
SPAR_G00170	XP_033766139.1
SPAR_G00180	XP_033766140.1
SPAR_G00190	XP_033766141.1
SPAR_G00200	XP_033766142.1
SPAR_G00210	XP_033766143.1
SPAR_G00220	XP_033766144.1
SPAR_G00230	XP_033766145.1
SPAR_G00240	XP_033766146.1
SPAR_G00250	XP_033766147.1
SPAR_G00260	XP_033766148.1
SPAR_G00270	XP_033766149.1
SPAR_G00280	XP_033766150.1
SPAR_G00280	XP_033766150.1
SPAR_G00290	XP_033766151.1
SPAR_G00300	XP_033766152.1
SPAR_G00310	XP_033766153.1
SPAR_G00320	XP_033766154.1
SPAR_G00330	XP_033766155.1
SPAR_G00340	XP_033766156.1
SPAR_G00340	XP_033766156.1
SPAR_G00350	XP_033766157.1
SPAR_G00360	XP_033766158.1
SPAR_G00370	XP_033766159.1
SPAR_G00380	XP_033766160.1
SPAR_G00390	XP_033766161.1
SPAR_G00400	XP_033766162.1
SPAR_G00410	XP_033766163.1
SPAR_G00420	XP_033766164.1
SPAR_G00430	XP_033766165.1
SPAR_G00440	XP_033766166.1
SPAR_G00450	XP_033766167.1
SPAR_G00460	XP_033766168.1
SPAR_G00470	XP_033766169.1
SPAR_G00480	XP_033766170.1
SPAR_G00490	XP_033766171.1
SPAR_G00500	XP_033766172.1
SPAR_G00510	XP_033766173.1
SPAR_G00520	XP_033766174.1
SPAR_G00530	XP_033766175.1
SPAR_G00540	XP_033766176.1
SPAR_G00550	XP_033766177.1
SPAR_G00560	XP_033766178.1
SPAR_G00570	XP_033766179.1
SPAR_G00580	XP_033766180.1
SPAR_G00590	XP_033766181.1
SPAR_G00600	XP_033766182.1
SPAR_G00610	XP_033766183.1
SPAR_G00620	XP_033766184.1
SPAR_G00630	XP_033766185.1
SPAR_G00640	XP_033766186.1
SPAR_G00650	XP_033766187.1
SPAR_G00660	XP_033766188.1
SPAR_G00670	XP_033766189.1
SPAR_G00680	XP_033766190.1
SPAR_G00690	XP_033766191.1
SPAR_G00700	XP_033766192.1
SPAR_G00710	XP_033766193.1
SPAR_G00720	XP_033766194.1
SPAR_G00730	XP_033766195.1
SPAR_G00740	XP_033766196.1
SPAR_G00750	XP_033766197.1
SPAR_G00760	XP_033766198.1
SPAR_G00770	XP_033766199.1
SPAR_G00780	XP_033766200.1
SPAR_G00790	XP_033766201.1
SPAR_G00800	XP_033766202.1
SPAR_G00810	XP_033766203.1
SPAR_G00820	XP_033766204.1
SPAR_G00830	XP_033766205.1
SPAR_G00840	XP_033766206.1
SPAR_G00850	XP_033766207.1
SPAR_G00860	XP_033766208.1
SPAR_G00870	XP_033766209.1
SPAR_G00880	XP_033766210.1
SPAR_G00890	XP_033766211.1
SPAR_G00900	XP_033766212.1
SPAR_G00910	XP_033766213.1
SPAR_G00920	XP_033766214.1
SPAR_G00930	XP_033766215.1
SPAR_G00940	XP_033766216.1
SPAR_G00950	XP_033766217.1
SPAR_G00960	XP_033766218.1
SPAR_G00970	XP_033766219.1
SPAR_G00980	XP_033766220.1
SPAR_G00990	XP_033766221.1
SPAR_G01000	XP_033766222.1
SPAR_G01010	XP_033766223.1
SPAR_G01020	XP_033766224.1
SPAR_G01030	XP_033766225.1
SPAR_G01040	XP_033766226.1
SPAR_G01050	XP_033766227.1
SPAR_G01060	XP_033766228.1
SPAR_G01070	XP_033766229.1
SPAR_G01080	XP_033766230.1
SPAR_G01090	XP_033766231.1
SPAR_G01100	XP_033766232.1
SPAR_G01110	XP_033766233.1
SPAR_G01120	XP_033766234.1
SPAR_G01120	XP_033766234.1
SPAR_G01130	XP_033766235.1
SPAR_G01140	XP_033766236.1
SPAR_G01150	XP_033766237.1
SPAR_G01160	XP_033766238.1
SPAR_G01170	XP_033766239.1
SPAR_G01180	XP_033766240.1
SPAR_G01190	XP_033766241.1
SPAR_G01200	XP_033766242.1
SPAR_G01210	XP_033766243.1
SPAR_G01220	XP_033766244.1
SPAR_G01230	XP_033766245.1
SPAR_G01240	XP_033766246.1
SPAR_G01250	XP_033766247.1
SPAR_G01260	XP_033766248.1
SPAR_G01270	XP_033766249.1
SPAR_G01280	XP_033766250.1
SPAR_G01290	XP_033766251.1
SPAR_G01300	XP_033766252.1
SPAR_G01310	XP_033766253.1
SPAR_G01320	XP_033766254.1
SPAR_G01330	XP_033766255.1
SPAR_G01340	XP_033766256.1
SPAR_G01350	XP_033766257.1
SPAR_G01360	XP_033766258.1
SPAR_G01370	XP_033766259.1
SPAR_G01380	XP_033766260.1
SPAR_G01390	XP_033766261.1
SPAR_G01400	XP_033766262.1
SPAR_G01410	XP_033766263.1
SPAR_G01420	XP_033766264.1
SPAR_G01430	XP_033766265.1
SPAR_G01430	XP_033766265.1
SPAR_G01440	XP_033766266.1
SPAR_G01450	XP_033766267.1
SPAR_G01460	XP_033766268.1
SPAR_G01470	XP_033766269.1
SPAR_G01480	XP_033766270.1
SPAR_G01490	XP_033766271.1
SPAR_G01500	XP_033766272.1
SPAR_G01510	XP_033766273.1
SPAR_G01520	XP_033766274.1
SPAR_G01530	XP_033766275.1
SPAR_G01540	XP_033766276.1
SPAR_G01550	XP_033766277.1
SPAR_G01560	XP_033766278.1
SPAR_G01570	XP_033766279.1
SPAR_G01570	XP_033766279.1
SPAR_G01580	XP_033766280.1
SPAR_G01590	XP_033766281.1
SPAR_G01600	XP_033766282.1
SPAR_G01610	XP_033766283.1
SPAR_G01620	XP_033766284.1
SPAR_G01630	XP_033766285.1
SPAR_G01640	XP_033766286.1
SPAR_G01650	XP_033766287.1
SPAR_G01660	XP_033766288.1
SPAR_G01670	XP_033766289.1
SPAR_G01680	XP_033766290.1
SPAR_G01680	XP_033766290.1
SPAR_G01680	XP_033766290.1
SPAR_G01690	XP_033766291.1
SPAR_G01700	XP_033766292.1
SPAR_G01710	XP_033766293.1
SPAR_G01720	XP_033766294.1
SPAR_G01730	XP_033766295.1
SPAR_G01740	XP_033766296.1
SPAR_G01750	XP_033766297.1
SPAR_G01760	XP_033766298.1
SPAR_G01770	XP_033766299.1
SPAR_G01780	XP_033766300.1
SPAR_G01790	XP_033766301.1
SPAR_G01800	XP_033766302.1
SPAR_G01810	XP_033766303.1
SPAR_G01820	XP_033766304.1
SPAR_G01830	XP_033766305.1
SPAR_G01840	XP_033766306.1
SPAR_G01850	XP_033766307.1
SPAR_G01860	XP_033766308.1
SPAR_G01870	XP_033766309.1
SPAR_G01880	XP_033766310.1
SPAR_G01890	XP_033766311.1
SPAR_G01900	XP_033766312.1
SPAR_G01910	XP_033766313.1
SPAR_G01920	XP_033766314.1
SPAR_G01930	XP_033766315.1
SPAR_G01940	XP_033766316.1
SPAR_G01950	XP_033766317.1
SPAR_G01960	XP_033766318.1
SPAR_G01970	XP_033766319.1
SPAR_G01980	XP_033766320.1
SPAR_G01990	XP_033766321.1
SPAR_G02000	XP_033766322.1
SPAR_G02010	XP_033766323.1
SPAR_G02020	XP_033766324.1
SPAR_G02020	XP_033766324.1
SPAR_G02020	XP_033766324.1
SPAR_G02030	XP_033766325.1
SPAR_G02040	XP_033766326.1
SPAR_G02050	XP_033766327.1
SPAR_G02050	XP_033766327.1
SPAR_G02060	XP_033766328.1
SPAR_G02070	XP_033766329.1
SPAR_G02080	XP_033766330.1
SPAR_G02090	XP_033766331.1
SPAR_G02100	XP_033766332.1
SPAR_G02110	XP_033766333.1
SPAR_G02120	XP_033766334.1
SPAR_G02130	XP_033766335.1
SPAR_G02140	XP_033766336.1
SPAR_G02150	XP_033766337.1
SPAR_G02160	XP_033766338.1
SPAR_G02170	XP_033766339.1
SPAR_G02180	XP_033766340.1
SPAR_G02190	XP_033766341.1
SPAR_G02200	XP_033766342.1
SPAR_G02210	XP_033766343.1
SPAR_G02220	XP_033766344.1
SPAR_G02230	XP_033766345.1
SPAR_G02240	XP_033766346.1
SPAR_G02250	XP_033766347.1
SPAR_G02260	XP_033766348.1
SPAR_G02270	XP_033766349.1
SPAR_G02280	XP_033766350.1
SPAR_G02290	XP_033766351.1
SPAR_G02300	XP_033766352.1
SPAR_G02310	XP_033766353.1
SPAR_G02320	XP_033766354.1
SPAR_G02330	XP_033766355.1
SPAR_G02330	XP_033766355.1
SPAR_G02330	XP_033766355.1
SPAR_G02340	XP_033766356.1
SPAR_G02350	XP_033766357.1
SPAR_G02360	XP_033766358.1
SPAR_G02370	XP_033766359.1
SPAR_G02380	XP_033766360.1
SPAR_G02390	XP_033766361.1
SPAR_G02400	XP_033766362.1
SPAR_G02410	XP_033766363.1
SPAR_G02420	XP_033766364.1
SPAR_G02430	XP_033766365.1
SPAR_G02440	XP_033766366.1
SPAR_G02450	XP_033766367.1
SPAR_G02460	XP_033766368.1
SPAR_G02470	XP_033766369.1
SPAR_G02480	XP_033766370.1
SPAR_G02490	XP_033766371.1
SPAR_G02500	XP_033766372.1
SPAR_G02510	XP_033766373.1
SPAR_G02520	XP_033766374.1
SPAR_G02530	XP_033766375.1
SPAR_G02540	XP_033766376.1
SPAR_G02550	XP_033766377.1
SPAR_G02560	XP_033766378.1
SPAR_G02570	XP_033766379.1
SPAR_G02570	XP_033766379.1
SPAR_G02580	XP_033766380.1
SPAR_G02590	XP_033766381.1
SPAR_G02600	XP_033766382.1
SPAR_G02610	XP_033766383.1
SPAR_G02620	XP_033766384.1
SPAR_G02620	XP_033766384.1
SPAR_G02630	XP_033766385.1
SPAR_G02640	XP_033766386.1
SPAR_G02650	XP_033766387.1
SPAR_G02660	XP_033766388.1
SPAR_G02670	XP_033766389.1
SPAR_G02680	XP_033766390.1
SPAR_G02690	XP_033766391.1
SPAR_G02700	XP_033766392.1
SPAR_G02710	XP_033766393.1
SPAR_G02720	XP_033766394.1
SPAR_G02730	XP_033766395.1
SPAR_G02740	XP_033766396.1
SPAR_G02750	XP_033766397.1
SPAR_G02760	XP_033766398.1
SPAR_G02760	XP_033766398.1
SPAR_G02770	XP_033766399.1
SPAR_G02780	XP_033766400.1
SPAR_G02790	XP_033766401.1
SPAR_G02800	XP_033766402.1
SPAR_G02810	XP_033766403.1
SPAR_G02820	XP_033766404.1
SPAR_G02830	XP_033766405.1
SPAR_G02840	XP_033766406.1
SPAR_G02850	XP_033766407.1
SPAR_G02860	XP_033766408.1
SPAR_G02870	XP_033766409.1
SPAR_G02880	XP_033766410.1
SPAR_G02890	XP_033766411.1
SPAR_G02900	XP_033766412.1
SPAR_G02910	XP_033766413.1
SPAR_G02920	XP_033766414.1
SPAR_G02930	XP_033766415.1
SPAR_G02940	XP_033766416.1
SPAR_G02950	XP_033766417.1
SPAR_G02960	XP_033766418.1
SPAR_G02970	XP_033766419.1
SPAR_G02980	XP_033766420.1
SPAR_G02990	XP_033766421.1
SPAR_G03000	XP_033766422.1
SPAR_G03010	XP_033766423.1
SPAR_G03020	XP_033766424.1
SPAR_G03030	XP_033766425.1
SPAR_G03040	XP_033766426.1
SPAR_G03050	XP_033766427.1
SPAR_G03060	XP_033766428.1
SPAR_G03070	XP_033766429.1
SPAR_G03080	XP_033766430.1
SPAR_G03090	XP_033766431.1
SPAR_G03100	XP_033766432.1
SPAR_G03110	XP_033766433.1
SPAR_G03120	XP_033766434.1
SPAR_G03130	XP_033766435.1
SPAR_G03140	XP_033766436.1
SPAR_G03150	XP_033766437.1
SPAR_G03160	XP_033766438.1
SPAR_G03170	XP_033766439.1
SPAR_G03180	XP_033766440.1
SPAR_G03190	XP_033766441.1
SPAR_G03200	XP_033766442.1
SPAR_G03210	XP_033766443.1
SPAR_G03220	XP_033766444.1
SPAR_G03230	XP_033766445.1
SPAR_G03240	XP_033766446.1
SPAR_G03250	XP_033766447.1
SPAR_G03260	XP_033766448.1
SPAR_G03270	XP_033766449.1
SPAR_G03280	XP_033766450.1
SPAR_G03290	XP_033766451.1
SPAR_G03300	XP_033766452.1
SPAR_G03310	XP_033766453.1
SPAR_G03320	XP_033766454.1
SPAR_G03330	XP_033766455.1
SPAR_G03340	XP_033766456.1
SPAR_G03350	XP_033766457.1
SPAR_G03360	XP_033766458.1
SPAR_G03360	XP_033766458.1
SPAR_G03370	XP_033766459.1
SPAR_G03380	XP_033766460.1
SPAR_G03390	XP_033766461.1
SPAR_G03400	XP_033766462.1
SPAR_G03410	XP_033766463.1
SPAR_G03420	XP_033766464.1
SPAR_G03430	XP_033766465.1
SPAR_G03440	XP_033766466.1
SPAR_G03450	XP_033766467.1
SPAR_G03460	XP_033766468.1
SPAR_G03470	XP_033766469.1
SPAR_G03480	XP_033766470.1
SPAR_G03490	XP_033766471.1
SPAR_G03500	XP_033766472.1
SPAR_G03510	XP_033766473.1
SPAR_G03520	XP_033766474.1
SPAR_G03530	XP_033766475.1
SPAR_G03540	XP_033766476.1
SPAR_G03550	XP_033766477.1
SPAR_G03560	XP_033766478.1
SPAR_G03570	XP_033766479.1
SPAR_G03580	XP_033766480.1
SPAR_G03590	XP_033766481.1
SPAR_G03600	XP_033766482.1
SPAR_G03610	XP_033766483.1
SPAR_G03620	XP_033766484.1
SPAR_G03630	XP_033766485.1
SPAR_G03640	XP_033766486.1
SPAR_G03650	XP_033766487.1
SPAR_G03660	XP_033766488.1
SPAR_G03670	XP_033766489.1
SPAR_G03680	XP_033766490.1
SPAR_G03690	XP_033766491.1
SPAR_G03700	XP_033766492.1
SPAR_G03710	XP_033766493.1
SPAR_G03720	XP_033766494.1
SPAR_G03730	XP_033766495.1
SPAR_G03740	XP_033766496.1
SPAR_G03750	XP_033766497.1
SPAR_G03760	XP_033766498.1
SPAR_G03770	XP_033766499.1
SPAR_G03780	XP_033766500.1
SPAR_G03790	XP_033766501.1
SPAR_G03800	XP_033766502.1
SPAR_G03810	XP_033766503.1
SPAR_G03820	XP_033766504.1
SPAR_G03830	XP_033766505.1
SPAR_G03840	XP_033766506.1
SPAR_G03850	XP_033766507.1
SPAR_G03860	XP_033766508.1
SPAR_G03870	XP_033766509.1
SPAR_G03880	XP_033766510.1
SPAR_G03890	XP_033766511.1
SPAR_G03900	XP_033766512.1
SPAR_G03910	XP_033766513.1
SPAR_G03920	XP_033766514.1
SPAR_G03930	XP_033766515.1
SPAR_G03940	XP_033766516.1
SPAR_G03950	XP_033766517.1
SPAR_G03960	XP_033766518.1
SPAR_G03960	XP_033766518.1
SPAR_G03970	XP_033766519.1
SPAR_G03980	XP_033766520.1
SPAR_G03990	XP_033766521.1
SPAR_G04000	XP_033766522.1
SPAR_G04010	XP_033766523.1
SPAR_G04020	XP_033766524.1
SPAR_G04030	XP_033766525.1
SPAR_G04040	XP_033766526.1
SPAR_G04050	XP_033766527.1
SPAR_G04060	XP_033766528.1
SPAR_G04070	XP_033766529.1
SPAR_G04080	XP_033766530.1
SPAR_G04090	XP_033766531.1
SPAR_G04100	XP_033766532.1
SPAR_G04110	XP_033766533.1
SPAR_G04120	XP_033766534.1
SPAR_G04130	XP_033766535.1
SPAR_G04140	XP_033766536.1
SPAR_G04150	XP_033766537.1
SPAR_G04160	XP_033766538.1
SPAR_G04170	XP_033766539.1
SPAR_G04180	XP_033766540.1
SPAR_G04190	XP_033766541.1
SPAR_G04200	XP_033766542.1
SPAR_G04210	XP_033766543.1
SPAR_G04220	XP_033766544.1
SPAR_G04230	XP_033766545.1
SPAR_G04240	XP_033766546.1
SPAR_G04250	XP_033766547.1
SPAR_G04260	XP_033766548.1
SPAR_G04270	XP_033766549.1
SPAR_G04270	XP_033766549.1
SPAR_G04280	XP_033766550.1
SPAR_G04290	XP_033766551.1
SPAR_G04300	XP_033766552.1
SPAR_G04310	XP_033766553.1
SPAR_G04320	XP_033766554.1
SPAR_G04330	XP_033766555.1
SPAR_G04340	XP_033766556.1
SPAR_G04350	XP_033766557.1
SPAR_G04360	XP_033766558.1
SPAR_G04370	XP_033766559.1
SPAR_G04370	XP_033766559.1
SPAR_G04380	XP_033766560.1
SPAR_G04390	XP_033766561.1
SPAR_G04400	XP_033766562.1
SPAR_G04410	XP_033766563.1
SPAR_G04420	XP_033766564.1
SPAR_G04430	XP_033766565.1
SPAR_G04440	XP_033766566.1
SPAR_G04450	XP_033766567.1
SPAR_G04460	XP_033766568.1
SPAR_G04470	XP_033766569.1
SPAR_G04480	XP_033766570.1
SPAR_G04490	XP_033766571.1
SPAR_G04500	XP_033766572.1
SPAR_G04510	XP_033766573.1
SPAR_G04520	XP_033766574.1
SPAR_G04530	XP_033766575.1
SPAR_G04540	XP_033766576.1
SPAR_G04550	XP_033766577.1
SPAR_G04560	XP_033766578.1
SPAR_G04570	XP_033766579.1
SPAR_G04580	XP_033766580.1
SPAR_G04590	XP_033766581.1
SPAR_G04600	XP_033766582.1
SPAR_G04610	XP_033766583.1
SPAR_G04620	XP_033766584.1
SPAR_G04630	XP_033766585.1
SPAR_G04640	XP_033766586.1
SPAR_G04650	XP_033766587.1
SPAR_G04660	XP_033766588.1
SPAR_G04670	XP_033766589.1
SPAR_G04680	XP_033766590.1
SPAR_G04690	XP_033766591.1
SPAR_G04700	XP_033766592.1
SPAR_G04710	XP_033766593.1
SPAR_G04720	XP_033766594.1
SPAR_G04730	XP_033766595.1
SPAR_G04740	XP_033766596.1
SPAR_G04750	XP_033766597.1
SPAR_G04760	XP_033766598.1
SPAR_G04770	XP_033766599.1
SPAR_G04780	XP_033766600.1
SPAR_G04790	XP_033766601.1
SPAR_G04800	XP_033766602.1
SPAR_G04810	XP_033766603.1
SPAR_G04820	XP_033766604.1
SPAR_G04830	XP_033766605.1
SPAR_G04840	XP_033766606.1
SPAR_G04850	XP_033766607.1
SPAR_G04860	XP_033766608.1
SPAR_G04870	XP_033766609.1
SPAR_G04880	XP_033766610.1
SPAR_G04890	XP_033766611.1
SPAR_G04900	XP_033766612.1
SPAR_G04910	XP_033766613.1
SPAR_G04920	XP_033766614.1
SPAR_G04930	XP_033766615.1
SPAR_G04940	XP_033766616.1
SPAR_G04950	XP_033766617.1
SPAR_G04960	XP_033766618.1
SPAR_G04970	XP_033766619.1
SPAR_G04980	XP_033766620.1
SPAR_G04990	XP_033766621.1
SPAR_G05000	XP_033766622.1
SPAR_G05010	XP_033766623.1
SPAR_G05020	XP_033766624.1
SPAR_G05030	XP_033766625.1
SPAR_G05040	XP_033766626.1
SPAR_G05050	XP_033766627.1
SPAR_G05060	XP_033766628.1
SPAR_H00010	XP_033766629.1
SPAR_H00020	XP_033766630.1
SPAR_H00020	XP_033766630.1
SPAR_H00030	XP_033766631.1
SPAR_H00040	XP_033766632.1
SPAR_H00050	XP_033766633.1
SPAR_H00060	XP_033766634.1
SPAR_H00070	XP_033766635.1
SPAR_H00080	XP_033766636.1
SPAR_H00090	XP_033766637.1
SPAR_H00100	XP_033766638.1
SPAR_H00110	XP_033766639.1
