NCAS_0A00100	XP_003672961.1
NCAS_0A14450	XP_003674382.1
NCAS_0A14460	XP_003674383.1
NCAS_0A14470	XP_003674384.1
NCAS_0A14480	XP_003674385.1
NCAS_0A14490	XP_003674386.1
NCAS_0A14500	XP_003674387.1
NCAS_0A14510	XP_003674388.1
NCAS_0A14520	XP_003674389.1
NCAS_0A14530	XP_003674390.1
NCAS_0A14540	XP_003674391.1
NCAS_0A14550	XP_003674392.1
NCAS_0A14560	XP_003674393.1
NCAS_0A14560	XP_003674393.1
NCAS_0A14570	XP_003674394.1
NCAS_0A14580	XP_003674395.1
NCAS_0A14590	XP_003674396.1
NCAS_0A14600	XP_003674397.1
NCAS_0A14600	XP_003674397.1
NCAS_0A14610	XP_003674398.1
NCAS_0A14620	XP_003674399.1
NCAS_0A14630	XP_003674400.1
NCAS_0A14640	XP_003674401.1
NCAS_0A14650	XP_003674402.1
NCAS_0A14660	XP_003674403.1
NCAS_0A14670	XP_003674404.1
NCAS_0A14670	XP_003674404.1
NCAS_0A14680	XP_003674405.1
NCAS_0A14690	XP_003674406.1
NCAS_0A14700	XP_003674407.1
NCAS_0A14710	XP_003674408.1
NCAS_0A14720	XP_003674409.1
NCAS_0A14730	XP_003674410.1
NCAS_0A14740	XP_003674411.1
NCAS_0A14750	XP_003674412.1
NCAS_0A14760	XP_003674413.1
NCAS_0A14770	XP_003674414.1
NCAS_0A14780	XP_003674415.1
NCAS_0A14790	XP_003674416.1
NCAS_0A14800	XP_003674417.1
NCAS_0A14810	XP_003674418.1
NCAS_0A14810	XP_003674418.1
NCAS_0A14820	XP_003674419.1
NCAS_0A14840	XP_003674420.1
NCAS_0A14850	XP_003674421.1
NCAS_0A14860	XP_003674422.1
NCAS_0A14870	XP_003674423.1
NCAS_0A14870	XP_003674423.1
NCAS_0A14880	XP_003674424.1
NCAS_0A14890	XP_003674425.1
NCAS_0A14900	XP_003674426.1
NCAS_0A14910	XP_003674427.1
NCAS_0A14920	XP_003674428.1
NCAS_0A14930	XP_003674429.1
NCAS_0A14940	XP_003674430.1
NCAS_0A14950	XP_003674431.1
NCAS_0A14960	XP_003674432.1
NCAS_0A14970	XP_003674433.1
NCAS_0A14980	XP_003674434.1
NCAS_0A14990	XP_003674435.1
NCAS_0A15000	XP_003674436.1
NCAS_0A15010	XP_003674437.1
NCAS_0A15020	XP_003674438.1
NCAS_0A15030	XP_003674439.1
NCAS_0A15040	XP_003674440.1
NCAS_0A15050	XP_003674441.1
NCAS_0A15060	XP_003674442.1
NCAS_0A15070	XP_003674443.1
NCAS_0A15080	XP_003674444.1
NCAS_0A15090	XP_003674445.1
NCAS_0A15100	XP_003674446.1
NCAS_0A15110	XP_003674447.1
NCAS_0A15120	XP_003674448.1
NCAS_0A15130	XP_003674449.1
NCAS_0A15140	XP_003674450.1
NCAS_0A15150	XP_003674451.1
NCAS_0A15160	XP_003674452.1
NCAS_0A15170	XP_003674453.1
NCAS_0A15180	XP_003674454.1
NCAS_0A15190	XP_003674455.1
NCAS_0A15200	XP_003674456.1
NCAS_0A15210	XP_003674457.1
NCAS_0A15220	XP_003674458.1
NCAS_0A15230	XP_003674459.1
NCAS_0A15240	XP_003674460.1
NCAS_0A15250	XP_003674461.1
NCAS_0A15260	XP_003674462.1
NCAS_0A15270	XP_003674463.1
NCAS_0A15280	XP_003674464.1
NCAS_0A15280	XP_003674464.1
NCAS_0A15290	XP_003674465.1
NCAS_0A15300	XP_003674466.1
NCAS_0A15310	XP_003674467.1
NCAS_0A15320	XP_003674468.1
NCAS_0A15330	XP_003674469.1
NCAS_0A15340	XP_003674470.1
NCAS_0A15350	XP_003674471.1
NCAS_0A15350	XP_003674471.1
NCAS_0A15350	XP_003674471.1
NCAS_0B00100	XP_003674472.1
NCAS_0B00110	XP_003674473.1
NCAS_0B00120	XP_003674474.1
NCAS_0B00130	XP_003674475.1
NCAS_0B00140	XP_003674476.1
NCAS_0B00150	XP_003674477.1
NCAS_0B00160	XP_003674478.1
NCAS_0B00160	XP_003674478.1
NCAS_0B00180	XP_003674479.1
NCAS_0B00190	XP_003674480.1
NCAS_0B00200	XP_003674481.1
NCAS_0B00210	XP_003674482.1
NCAS_0B00220	XP_003674483.1
NCAS_0B00230	XP_003674484.1
NCAS_0B00240	XP_003674485.1
NCAS_0B00250	XP_003674486.1
NCAS_0B00260	XP_003674487.1
NCAS_0B00270	XP_003674488.1
NCAS_0B00280	XP_003674489.1
NCAS_0B00290	XP_003674490.1
NCAS_0B00300	XP_003674491.1
NCAS_0B00300	XP_003674491.1
NCAS_0B00310	XP_003674492.1
NCAS_0B00320	XP_003674493.1
NCAS_0B00330	XP_003674494.1
NCAS_0B00340	XP_003674495.1
NCAS_0B00350	XP_003674496.1
NCAS_0B00360	XP_003674497.1
NCAS_0B00370	XP_003674498.1
NCAS_0B00380	XP_003674499.1
NCAS_0B00390	XP_003674500.1
NCAS_0B00400	XP_003674501.1
NCAS_0B00410	XP_003674502.1
NCAS_0B00420	XP_003674503.1
NCAS_0B00430	XP_003674504.1
NCAS_0B00440	XP_003674505.1
NCAS_0B00450	XP_003674506.1
NCAS_0B00460	XP_003674507.1
NCAS_0B00470	XP_003674508.1
NCAS_0B00480	XP_003674509.1
NCAS_0B00490	XP_003674510.1
NCAS_0B00500	XP_003674511.1
NCAS_0B00510	XP_003674512.1
NCAS_0B00520	XP_003674513.1
NCAS_0B00530	XP_003674514.1
NCAS_0B00540	XP_003674515.1
NCAS_0B00550	XP_003674516.1
NCAS_0B00560	XP_003674517.1
NCAS_0B00570	XP_003674518.1
NCAS_0B00580	XP_003674519.1
NCAS_0B00590	XP_003674520.1
NCAS_0B00600	XP_003674521.1
NCAS_0B00610	XP_003674522.1
NCAS_0B00620	XP_003674523.1
NCAS_0B00630	XP_003674524.1
NCAS_0B00640	XP_003674525.1
NCAS_0B00650	XP_003674526.1
NCAS_0B00660	XP_003674527.1
NCAS_0B00670	XP_003674528.1
NCAS_0B00680	XP_003674529.1
NCAS_0B00690	XP_003674530.1
NCAS_0B00690	XP_003674530.1
NCAS_0B00700	XP_003674531.1
NCAS_0B00710	XP_003674532.1
NCAS_0B00720	XP_003674533.1
NCAS_0B00730	XP_003674534.1
NCAS_0B00740	XP_003674535.1
NCAS_0B00750	XP_003674536.1
NCAS_0B00760	XP_003674537.1
NCAS_0B00770	XP_003674538.1
NCAS_0B00780	XP_003674539.1
NCAS_0B00800	XP_003674541.1
NCAS_0B00810	XP_003674542.1
NCAS_0B00820	XP_003674543.1
NCAS_0B00830	XP_003674544.1
NCAS_0B00840	XP_003674545.1
NCAS_0B00850	XP_003674546.1
NCAS_0B00860	XP_003674547.1
NCAS_0B00870	XP_003674548.1
NCAS_0B00880	XP_003674549.1
NCAS_0B00890	XP_003674550.1
NCAS_0B00900	XP_003674551.1
NCAS_0B00910	XP_003674552.1
NCAS_0B00920	XP_003674553.1
NCAS_0B00930	XP_003674554.1
NCAS_0B00950	XP_003674555.1
NCAS_0B00960	XP_003674556.1
NCAS_0B00970	XP_003674557.1
NCAS_0B00980	XP_003674558.1
NCAS_0B00990	XP_003674559.1
NCAS_0B01000	XP_003674560.1
NCAS_0B01010	XP_003674561.1
NCAS_0B01020	XP_003674562.1
NCAS_0B01030	XP_003674563.1
NCAS_0B01040	XP_003674564.1
NCAS_0B01050	XP_003674565.1
NCAS_0B01060	XP_003674566.1
NCAS_0B01070	XP_003674567.1
NCAS_0B01080	XP_003674568.1
NCAS_0B01090	XP_003674569.1
NCAS_0B01100	XP_003674570.1
NCAS_0B01110	XP_003674571.1
NCAS_0B01120	XP_003674572.1
NCAS_0B01130	XP_003674573.1
NCAS_0B01140	XP_003674574.1
NCAS_0B01150	XP_003674575.1
NCAS_0B01160	XP_003674576.1
NCAS_0B01170	XP_003674577.1
NCAS_0B01180	XP_003674578.1
NCAS_0B01190	XP_003674579.1
NCAS_0B01200	XP_003674580.1
NCAS_0B01210	XP_003674581.1
NCAS_0B01220	XP_003674582.1
NCAS_0B01230	XP_003674583.1
NCAS_0B01240	XP_003674584.1
NCAS_0B01250	XP_003674585.1
NCAS_0B01260	XP_003674586.1
NCAS_0B01270	XP_003674587.1
NCAS_0B01280	XP_003674588.1
NCAS_0B01280	XP_003674588.1
NCAS_0B01290	XP_003674589.1
NCAS_0B01300	XP_003674590.1
NCAS_0B01310	XP_003674591.1
NCAS_0B01320	XP_003674592.1
NCAS_0B01330	XP_003674593.1
NCAS_0B01340	XP_003674594.1
NCAS_0B01350	XP_003674595.1
NCAS_0B01360	XP_003674596.1
NCAS_0B01370	XP_003674597.1
NCAS_0B01380	XP_003674598.1
NCAS_0B01390	XP_003674599.1
NCAS_0B01400	XP_003674600.1
NCAS_0B01410	XP_003674601.1
NCAS_0B01420	XP_003674602.1
NCAS_0B01430	XP_003674603.1
NCAS_0B01440	XP_003674604.1
NCAS_0B01450	XP_003674605.1
NCAS_0B01460	XP_003674606.1
NCAS_0B01470	XP_003674607.1
NCAS_0B01480	XP_003674608.1
NCAS_0B01480	XP_003674608.1
NCAS_0B01490	XP_003674609.1
NCAS_0B01500	XP_003674610.1
NCAS_0B01510	XP_003674611.1
NCAS_0B01520	XP_003674612.1
NCAS_0B01530	XP_003674613.1
NCAS_0B01540	XP_003674614.1
NCAS_0B01560	XP_003674615.1
NCAS_0B01570	XP_003674616.1
NCAS_0B01590	XP_003674617.1
NCAS_0B01600	XP_003674618.1
NCAS_0B01610	XP_003674619.1
NCAS_0B01620	XP_003674620.1
NCAS_0B01630	XP_003674621.1
NCAS_0B01640	XP_003674622.1
NCAS_0B01650	XP_003674623.1
NCAS_0B01660	XP_003674624.1
NCAS_0B01670	XP_003674625.1
NCAS_0B01680	XP_003674626.1
NCAS_0B01690	XP_003674627.1
NCAS_0B01700	XP_003674628.1
NCAS_0B01710	XP_003674629.1
NCAS_0B01720	XP_003674630.1
NCAS_0B01730	XP_003674631.1
NCAS_0B01740	XP_003674632.1
NCAS_0B01750	XP_003674633.1
NCAS_0B01760	XP_003674634.1
NCAS_0B01770	XP_003674635.1
NCAS_0B01780	XP_003674636.1
NCAS_0B01790	XP_003674637.1
NCAS_0B01800	XP_003674638.1
NCAS_0B01810	XP_003674639.1
NCAS_0B01820	XP_003674640.1
NCAS_0B01830	XP_003674641.1
NCAS_0B01840	XP_003674642.1
NCAS_0B01850	XP_003674643.1
NCAS_0B01860	XP_003674644.1
NCAS_0B01870	XP_003674645.1
NCAS_0B01880	XP_003674646.1
NCAS_0B01890	XP_003674647.1
NCAS_0B01900	XP_003674648.1
NCAS_0B01910	XP_003674649.1
NCAS_0B01920	XP_003674650.1
NCAS_0B01930	XP_003674651.1
NCAS_0B01940	XP_003674652.1
NCAS_0B01950	XP_003674653.1
NCAS_0B01960	XP_003674654.1
NCAS_0B01970	XP_003674655.1
NCAS_0B01980	XP_003674656.1
NCAS_0B01990	XP_003674657.1
NCAS_0B02000	XP_003674658.1
NCAS_0B02010	XP_003674659.1
NCAS_0B02020	XP_003674660.1
NCAS_0B02030	XP_003674661.1
NCAS_0B02040	XP_003674662.1
NCAS_0B02050	XP_003674663.1
NCAS_0B02060	XP_003674664.1
NCAS_0B02070	XP_003674665.1
NCAS_0B02080	XP_003674666.1
NCAS_0B02090	XP_003674667.1
NCAS_0B02100	XP_003674668.1
NCAS_0B02110	XP_003674669.1
NCAS_0B02120	XP_003674670.1
NCAS_0B02120	XP_003674670.1
NCAS_0B02130	XP_003674671.1
NCAS_0B02130	XP_003674671.1
NCAS_0B02140	XP_003674672.1
NCAS_0B02150	XP_003674673.1
NCAS_0B02160	XP_003674674.1
NCAS_0B02170	XP_003674675.1
NCAS_0B02180	XP_003674676.1
NCAS_0B02190	XP_003674677.1
NCAS_0B02200	XP_003674678.1
NCAS_0B02210	XP_003674679.1
NCAS_0B02220	XP_003674680.1
NCAS_0B02230	XP_003674681.1
NCAS_0B02240	XP_003674682.1
NCAS_0B02250	XP_003674683.1
NCAS_0B02260	XP_003674684.1
NCAS_0B02270	XP_003674685.1
NCAS_0B02280	XP_003674686.1
NCAS_0B02290	XP_003674687.1
NCAS_0B02300	XP_003674688.1
NCAS_0B02310	XP_003674689.1
NCAS_0B02320	XP_003674690.1
NCAS_0B02330	XP_003674691.1
NCAS_0B02340	XP_003674692.1
NCAS_0B02350	XP_003674693.1
NCAS_0B02360	XP_003674694.1
NCAS_0B02370	XP_003674695.1
NCAS_0B02380	XP_003674696.1
NCAS_0B02390	XP_003674697.1
NCAS_0B02400	XP_003674698.1
NCAS_0B02410	XP_003674699.1
NCAS_0B02420	XP_003674700.1
NCAS_0B02430	XP_003674701.1
NCAS_0B02440	XP_003674702.1
NCAS_0B02450	XP_003674703.1
NCAS_0B02460	XP_003674704.1
NCAS_0B02470	XP_003674705.1
NCAS_0B02480	XP_003674706.1
NCAS_0B02490	XP_003674707.1
NCAS_0B02500	XP_003674708.1
NCAS_0B02510	XP_003674709.1
NCAS_0B02520	XP_003674710.1
NCAS_0B02530	XP_003674711.1
NCAS_0B02540	XP_003674712.1
NCAS_0B02550	XP_003674713.1
NCAS_0B02560	XP_003674714.1
NCAS_0B02570	XP_003674715.1
NCAS_0B02580	XP_003674716.1
NCAS_0B02590	XP_003674717.1
NCAS_0B02600	XP_003674718.1
NCAS_0B02610	XP_003674719.1
NCAS_0B02620	XP_003674720.1
NCAS_0B02630	XP_003674721.1
NCAS_0B02640	XP_003674722.1
NCAS_0B02650	XP_003674723.1
NCAS_0B02660	XP_003674724.1
NCAS_0B02670	XP_003674725.1
NCAS_0B02680	XP_003674726.1
NCAS_0B02690	XP_003674727.1
NCAS_0B02700	XP_003674728.1
NCAS_0B02710	XP_003674729.1
NCAS_0B02720	XP_003674730.1
NCAS_0B02730	XP_003674731.1
NCAS_0B02740	XP_003674732.1
NCAS_0B02750	XP_003674733.1
NCAS_0B02760	XP_003674734.1
NCAS_0B02770	XP_003674735.1
NCAS_0B02780	XP_003674736.1
NCAS_0B02790	XP_003674737.1
NCAS_0B02800	XP_003674738.1
NCAS_0B02810	XP_003674739.1
NCAS_0B02820	XP_003674740.1
NCAS_0B02830	XP_003674741.1
NCAS_0B02840	XP_003674742.1
NCAS_0B02850	XP_003674743.1
NCAS_0B02860	XP_003674744.1
NCAS_0B02870	XP_003674745.1
NCAS_0B02880	XP_003674746.1
NCAS_0B02890	XP_003674747.1
NCAS_0B02900	XP_003674748.1
NCAS_0B02910	XP_003674749.1
NCAS_0B02920	XP_003674750.1
NCAS_0B02930	XP_003674751.1
NCAS_0B02940	XP_003674752.1
NCAS_0B02950	XP_003674753.1
NCAS_0B02960	XP_003674754.1
NCAS_0B02970	XP_003674755.1
NCAS_0B02980	XP_003674756.1
NCAS_0B02990	XP_003674757.1
NCAS_0B03000	XP_003674758.1
NCAS_0B03010	XP_003674759.1
NCAS_0B03020	XP_003674760.1
NCAS_0B03030	XP_003674761.1
NCAS_0B03040	XP_003674762.1
NCAS_0B03050	XP_003674763.1
NCAS_0B03060	XP_003674764.1
NCAS_0B03070	XP_003674765.1
NCAS_0B03080	XP_003674766.1
NCAS_0B03090	XP_003674767.1
NCAS_0B03100	XP_003674768.1
NCAS_0B03110	XP_003674769.1
NCAS_0B03120	XP_003674770.1
NCAS_0B03130	XP_003674771.1
NCAS_0B03140	XP_003674772.1
NCAS_0B03150	XP_003674773.1
NCAS_0B03160	XP_003674774.1
NCAS_0B03170	XP_003674775.1
NCAS_0B03180	XP_003674776.1
NCAS_0B03190	XP_003674777.1
NCAS_0B03200	XP_003674778.1
NCAS_0B03210	XP_003674779.1
NCAS_0B03220	XP_003674780.1
NCAS_0B03230	XP_003674781.1
NCAS_0B03240	XP_003674782.1
NCAS_0B03250	XP_003674783.1
NCAS_0B03260	XP_003674784.1
NCAS_0B03270	XP_003674785.1
NCAS_0B03280	XP_003674786.1
NCAS_0B03290	XP_003674787.1
NCAS_0B03300	XP_003674788.1
NCAS_0B03310	XP_003674789.1
NCAS_0B03320	XP_003674790.1
NCAS_0B03330	XP_003674791.1
NCAS_0B03340	XP_003674792.1
NCAS_0B03350	XP_003674793.1
NCAS_0B03360	XP_003674794.1
NCAS_0B03370	XP_003674795.1
NCAS_0B03380	XP_003674796.1
NCAS_0B03390	XP_003674797.1
NCAS_0B03400	XP_003674798.1
NCAS_0B03410	XP_003674799.1
NCAS_0B03420	XP_003674800.1
NCAS_0B03430	XP_003674801.1
NCAS_0B03440	XP_003674802.1
NCAS_0B03450	XP_003674803.1
NCAS_0B03460	XP_003674804.1
NCAS_0B03470	XP_003674805.1
NCAS_0B03480	XP_003674806.1
NCAS_0B03490	XP_003674807.1
NCAS_0B03500	XP_003674808.1
NCAS_0B03510	XP_003674809.1
NCAS_0B03530	XP_003674810.1
NCAS_0B03540	XP_003674811.1
NCAS_0B03550	XP_003674812.1
NCAS_0B03560	XP_003674813.1
NCAS_0B03570	XP_003674814.1
NCAS_0B03580	XP_003674815.1
NCAS_0B03590	XP_003674816.1
NCAS_0B03600	XP_003674817.1
NCAS_0B03610	XP_003674818.1
NCAS_0B03620	XP_003674819.1
NCAS_0B03630	XP_003674820.1
NCAS_0B03640	XP_003674821.1
NCAS_0B03650	XP_003674822.1
NCAS_0B03660	XP_003674823.1
NCAS_0B03670	XP_003674824.1
NCAS_0B03680	XP_003674825.1
NCAS_0B03690	XP_003674826.1
NCAS_0B03700	XP_003674827.1
NCAS_0B03710	XP_003674828.1
NCAS_0B03720	XP_003674829.1
NCAS_0B03730	XP_003674830.1
NCAS_0B03740	XP_003674831.1
NCAS_0B03750	XP_003674832.1
NCAS_0B03760	XP_003674833.1
NCAS_0B03770	XP_003674834.1
NCAS_0B03780	XP_003674835.1
NCAS_0B03790	XP_003674836.1
NCAS_0B03800	XP_003674837.1
NCAS_0B03810	XP_003674838.1
NCAS_0B03820	XP_003674839.1
NCAS_0B03830	XP_003674840.1
NCAS_0B03840	XP_003674841.1
NCAS_0B03850	XP_003674842.1
NCAS_0B03860	XP_003674843.1
NCAS_0B03870	XP_003674844.1
NCAS_0B03880	XP_003674845.1
NCAS_0B03890	XP_003674846.1
NCAS_0B03900	XP_003674847.1
NCAS_0B03910	XP_003674848.1
NCAS_0B03920	XP_003674849.1
NCAS_0B03930	XP_003674850.1
NCAS_0B03940	XP_003674851.1
NCAS_0B03950	XP_003674852.1
NCAS_0B03960	XP_003674853.1
NCAS_0B03970	XP_003674854.1
NCAS_0B03980	XP_003674855.1
NCAS_0B03990	XP_003674856.1
NCAS_0B04000	XP_003674857.1
NCAS_0B04010	XP_003674858.1
NCAS_0B04010	XP_003674858.1
NCAS_0B04020	XP_003674859.1
NCAS_0B04030	XP_003674860.1
NCAS_0B04040	XP_003674861.1
NCAS_0B04050	XP_003674862.1
NCAS_0B04060	XP_003674863.1
NCAS_0B04070	XP_003674864.1
NCAS_0B04080	XP_003674865.1
NCAS_0B04090	XP_003674866.1
NCAS_0B04100	XP_003674867.1
NCAS_0B04110	XP_003674868.1
NCAS_0B04120	XP_003674869.1
NCAS_0B04130	XP_003674870.1
NCAS_0B04140	XP_003674871.1
NCAS_0B04150	XP_003674872.1
NCAS_0B04160	XP_003674873.1
NCAS_0B04170	XP_003674874.1
NCAS_0B04180	XP_003674875.1
NCAS_0B04190	XP_003674876.1
NCAS_0B04200	XP_003674877.1
NCAS_0B04210	XP_003674878.1
NCAS_0B04220	XP_003674879.1
NCAS_0B04230	XP_003674880.1
NCAS_0B04240	XP_003674881.1
NCAS_0B04250	XP_003674882.1
NCAS_0B04260	XP_003674883.1
NCAS_0B04270	XP_003674884.1
NCAS_0B04280	XP_003674885.1
NCAS_0B04290	XP_003674886.1
NCAS_0B04300	XP_003674887.1
NCAS_0B04310	XP_003674888.1
NCAS_0B04320	XP_003674889.1
NCAS_0B04330	XP_003674890.1
NCAS_0B04340	XP_003674891.1
NCAS_0B04350	XP_003674892.1
NCAS_0B04360	XP_003674893.1
NCAS_0B04370	XP_003674894.1
NCAS_0B04380	XP_003674895.1
NCAS_0B04400	XP_003674896.1
NCAS_0B04410	XP_003674897.1
NCAS_0B04420	XP_003674898.1
NCAS_0B04420	XP_003674898.1
NCAS_0B04430	XP_003674899.1
NCAS_0B04440	XP_003674900.1
NCAS_0B04450	XP_003674901.1
NCAS_0B04450	XP_003674901.1
NCAS_0B04460	XP_003674902.1
NCAS_0B04470	XP_003674903.1
NCAS_0B04480	XP_003674904.1
NCAS_0B04490	XP_003674905.1
NCAS_0B04500	XP_003674906.1
NCAS_0B04510	XP_003674907.1
NCAS_0B04520	XP_003674908.1
NCAS_0B04530	XP_003674909.1
NCAS_0B04540	XP_003674910.1
NCAS_0B04550	XP_003674911.1
NCAS_0B04560	XP_003674912.1
NCAS_0B04570	XP_003674913.1
NCAS_0B04580	XP_003674914.1
NCAS_0B04590	XP_003674915.1
NCAS_0B04600	XP_003674916.1
NCAS_0B04610	XP_003674917.1
NCAS_0B04620	XP_003674918.1
NCAS_0B04630	XP_003674919.1
NCAS_0B04640	XP_003674920.1
NCAS_0B04650	XP_003674921.1
NCAS_0B04660	XP_003674922.1
NCAS_0B04670	XP_003674923.1
NCAS_0B04680	XP_003674924.1
NCAS_0B04680	XP_003674924.1
NCAS_0B04690	XP_003674925.1
NCAS_0B04700	XP_003674926.1
NCAS_0B04710	XP_003674927.1
NCAS_0B04720	XP_003674928.1
NCAS_0B04730	XP_003674929.1
NCAS_0B04740	XP_003674930.1
NCAS_0B04750	XP_003674931.1
NCAS_0B04760	XP_003674932.1
NCAS_0B04770	XP_003674933.1
NCAS_0B04780	XP_003674934.1
NCAS_0B04790	XP_003674935.1
NCAS_0B04800	XP_003674936.1
NCAS_0B04810	XP_003674937.1
NCAS_0B04820	XP_003674938.1
NCAS_0B04830	XP_003674939.1
NCAS_0B04840	XP_003674940.1
NCAS_0B04850	XP_003674941.1
NCAS_0B04860	XP_003674942.1
NCAS_0B04870	XP_003674943.1
NCAS_0B04880	XP_003674944.1
NCAS_0B04890	XP_003674945.1
NCAS_0B04900	XP_003674946.1
NCAS_0B04910	XP_003674947.1
NCAS_0B04920	XP_003674948.1
NCAS_0B04930	XP_003674949.1
NCAS_0B04940	XP_003674950.1
NCAS_0B04950	XP_003674951.1
NCAS_0B04960	XP_003674952.1
NCAS_0B04970	XP_003674953.1
NCAS_0B04980	XP_003674954.1
NCAS_0B04990	XP_003674955.1
NCAS_0B05000	XP_003674956.1
NCAS_0B05010	XP_003674957.1
NCAS_0B05020	XP_003674958.1
NCAS_0B05030	XP_003674959.1
NCAS_0B05040	XP_003674960.1
NCAS_0B05050	XP_003674961.1
NCAS_0B05060	XP_003674962.1
NCAS_0B05060	XP_003674962.1
NCAS_0B05070	XP_003674963.1
NCAS_0B05080	XP_003674964.1
NCAS_0B05090	XP_003674965.1
NCAS_0B05100	XP_003674966.1
NCAS_0B05110	XP_003674967.1
NCAS_0B05110	XP_003674967.1
NCAS_0B05120	XP_003674968.1
NCAS_0B05130	XP_003674969.1
NCAS_0B05140	XP_003674970.1
NCAS_0B05150	XP_003674971.1
NCAS_0B05160	XP_003674972.1
NCAS_0B05170	XP_003674973.1
NCAS_0B05180	XP_003674974.1
NCAS_0B05190	XP_003674975.1
NCAS_0B05200	XP_003674976.1
NCAS_0B05210	XP_003674977.1
NCAS_0B05220	XP_003674978.1
NCAS_0B05230	XP_003674979.1
NCAS_0B05240	XP_003674980.1
NCAS_0B05250	XP_003674981.1
NCAS_0B05260	XP_003674982.1
NCAS_0B05270	XP_003674983.1
NCAS_0B05280	XP_003674984.1
NCAS_0B05290	XP_003674985.1
NCAS_0B05300	XP_003674986.1
NCAS_0B05310	XP_003674987.1
NCAS_0B05320	XP_003674988.1
NCAS_0B05330	XP_003674989.1
NCAS_0B05340	XP_003674990.1
NCAS_0B05350	XP_003674991.1
NCAS_0B05360	XP_003674992.1
NCAS_0B05370	XP_003674993.1
NCAS_0B05380	XP_003674994.1
NCAS_0B05390	XP_003674995.1
NCAS_0B05400	XP_003674996.1
NCAS_0B05410	XP_003674997.1
NCAS_0B05420	XP_003674998.1
NCAS_0B05430	XP_003674999.1
NCAS_0B05440	XP_003675000.1
NCAS_0B05450	XP_003675001.1
NCAS_0B05460	XP_003675002.1
NCAS_0B05470	XP_003675003.1
NCAS_0B05480	XP_003675004.1
NCAS_0B05490	XP_003675005.1
NCAS_0B05500	XP_003675006.1
NCAS_0B05510	XP_003675007.1
NCAS_0B05520	XP_003675008.1
NCAS_0B05530	XP_003675009.1
NCAS_0B05540	XP_003675010.1
NCAS_0B05550	XP_003675011.1
NCAS_0B05560	XP_003675012.1
NCAS_0B05570	XP_003675013.1
NCAS_0B05580	XP_003675014.1
NCAS_0B05580	XP_003675014.1
NCAS_0B05590	XP_003675015.1
NCAS_0B05600	XP_003675016.1
NCAS_0B05610	XP_003675017.1
NCAS_0B05620	XP_003675018.1
NCAS_0B05630	XP_003675019.1
NCAS_0B05640	XP_003675020.1
NCAS_0B05650	XP_003675021.1
NCAS_0B05670	XP_003675022.1
NCAS_0B05680	XP_003675023.1
NCAS_0B05690	XP_003675024.1
NCAS_0B05700	XP_003675025.1
NCAS_0B05710	XP_003675026.1
NCAS_0B05710	XP_003675026.1
NCAS_0B05720	XP_003675027.1
NCAS_0B05730	XP_003675028.1
NCAS_0B05740	XP_003675029.1
NCAS_0B05750	XP_003675030.1
NCAS_0B05760	XP_003675031.1
NCAS_0B05770	XP_003675032.1
NCAS_0B05780	XP_003675033.1
NCAS_0B05790	XP_003675034.1
NCAS_0B05800	XP_003675035.1
NCAS_0B05810	XP_003675036.1
NCAS_0B05820	XP_003675037.1
NCAS_0B05830	XP_003675038.1
NCAS_0B05840	XP_003675039.1
NCAS_0B05850	XP_003675040.1
NCAS_0B05860	XP_003675041.1
NCAS_0B05870	XP_003675042.1
NCAS_0B05880	XP_003675043.1
NCAS_0B05890	XP_003675044.1
NCAS_0B05900	XP_003675045.1
NCAS_0B05910	XP_003675046.1
NCAS_0B05920	XP_003675047.1
NCAS_0B05930	XP_003675048.1
NCAS_0B05940	XP_003675049.1
NCAS_0B05950	XP_003675050.1
NCAS_0B05960	XP_003675051.1
NCAS_0B05970	XP_003675052.1
NCAS_0B05980	XP_003675053.1
NCAS_0B05990	XP_003675054.1
NCAS_0B06000	XP_003675055.1
NCAS_0B06000	XP_003675055.1
NCAS_0B06010	XP_003675056.1
NCAS_0B06020	XP_003675057.1
NCAS_0B06030	XP_003675058.1
NCAS_0B06040	XP_003675059.1
NCAS_0B06040	XP_003675059.1
NCAS_0B06050	XP_003675060.1
NCAS_0B06060	XP_003675061.1
NCAS_0B06070	XP_003675062.1
NCAS_0B06080	XP_003675063.1
NCAS_0B06090	XP_003675064.1
NCAS_0B06100	XP_003675065.1
NCAS_0B06110	XP_003675066.1
NCAS_0B06120	XP_003675067.1
NCAS_0B06130	XP_003675068.1
NCAS_0B06140	XP_003675069.1
NCAS_0B06150	XP_003675070.1
NCAS_0B06160	XP_003675071.1
NCAS_0B06160	XP_003675071.1
NCAS_0B06170	XP_003675072.1
NCAS_0B06180	XP_003675073.1
NCAS_0B06190	XP_003675074.1
NCAS_0B06200	XP_003675075.1
NCAS_0B06210	XP_003675076.1
NCAS_0B06220	XP_003675077.1
NCAS_0B06230	XP_003675078.1
NCAS_0B06240	XP_003675079.1
NCAS_0B06250	XP_003675080.1
NCAS_0B06260	XP_003675081.1
NCAS_0B06270	XP_003675082.1
NCAS_0B06280	XP_003675083.1
NCAS_0B06290	XP_003675084.1
NCAS_0B06300	XP_003675085.1
NCAS_0B06310	XP_003675086.1
NCAS_0B06320	XP_003675087.1
NCAS_0B06330	XP_003675088.1
NCAS_0B06340	XP_003675089.1
NCAS_0B06350	XP_003675090.1
NCAS_0B06350	XP_003675090.1
