KAFR_0A00100	XP_003954583.1
KAFR_0B05780	XP_003956009.1
KAFR_0B05790	XP_003956010.1
KAFR_0B05800	XP_003956011.1
KAFR_0B05810	XP_003956012.1
KAFR_0B05820	XP_003956013.1
KAFR_0B05830	XP_003956014.1
KAFR_0B05840	XP_003956015.1
KAFR_0B05850	XP_003956016.1
KAFR_0B05860	XP_003956017.1
KAFR_0B05870	XP_003956018.1
KAFR_0B05880	XP_003956019.1
KAFR_0B05880	XP_003956019.1
KAFR_0B05890	XP_003956020.1
KAFR_0B05900	XP_003956021.1
KAFR_0B05910	XP_003956022.1
KAFR_0B05920	XP_003956023.1
KAFR_0B05930	XP_003956024.1
KAFR_0B05940	XP_003956025.1
KAFR_0B05950	XP_003956026.1
KAFR_0B05960	XP_003956027.1
KAFR_0B05970	XP_003956028.1
KAFR_0B05980	XP_003956029.1
KAFR_0B05990	XP_003956030.1
KAFR_0B06000	XP_003956031.1
KAFR_0B06010	XP_003956032.1
KAFR_0B06020	XP_003956033.1
KAFR_0B06030	XP_003956034.1
KAFR_0B06040	XP_003956035.1
KAFR_0B06050	XP_003956036.1
KAFR_0B06060	XP_003956037.1
KAFR_0B06070	XP_003956038.1
KAFR_0B06080	XP_003956039.1
KAFR_0B06090	XP_003956040.1
KAFR_0B06100	XP_003956041.1
KAFR_0B06110	XP_003956042.1
KAFR_0B06120	XP_003956043.1
KAFR_0B06130	XP_003956044.1
KAFR_0B06140	XP_003956045.1
KAFR_0B06150	XP_003956046.1
KAFR_0B06160	XP_003956047.1
KAFR_0B06165	XP_003956048.1
KAFR_0B06170	XP_003956049.1
KAFR_0B06180	XP_003956050.1
KAFR_0B06190	XP_003956051.1
KAFR_0B06200	XP_003956052.1
KAFR_0B06210	XP_003956053.1
KAFR_0B06220	XP_003956054.1
KAFR_0B06230	XP_003956055.1
KAFR_0B06240	XP_003956056.1
KAFR_0B06250	XP_003956057.1
KAFR_0B06260	XP_003956058.1
KAFR_0B06270	XP_003956059.1
KAFR_0B06280	XP_003956060.1
KAFR_0B06300	XP_003956061.1
KAFR_0B06310	XP_003956062.1
KAFR_0B06320	XP_003956063.1
KAFR_0B06330	XP_003956064.1
KAFR_0B06340	XP_003956065.1
KAFR_0B06350	XP_003956066.1
KAFR_0B06360	XP_003956067.1
KAFR_0B06370	XP_003956068.1
KAFR_0B06380	XP_003956069.1
KAFR_0B06390	XP_003956070.1
KAFR_0B06400	XP_003956071.1
KAFR_0B06410	XP_003956072.1
KAFR_0B06420	XP_003956073.1
KAFR_0B06430	XP_003956074.1
KAFR_0B06440	XP_003956075.1
KAFR_0B06450	XP_003956076.1
KAFR_0B06460	XP_003956077.1
KAFR_0B06470	XP_003956078.1
KAFR_0B06480	XP_003956079.1
KAFR_0B06490	XP_003956080.1
KAFR_0B06500	XP_003956081.1
KAFR_0B06510	XP_003956082.1
KAFR_0B06520	XP_003956083.1
KAFR_0B06530	XP_003956084.1
KAFR_0B06540	XP_003956085.1
KAFR_0B06550	XP_003956086.1
KAFR_0B06560	XP_003956087.1
KAFR_0B06570	XP_003956088.1
KAFR_0B06580	XP_003956089.1
KAFR_0B06590	XP_003956090.1
KAFR_0B06600	XP_003956091.1
KAFR_0B06610	XP_003956092.1
KAFR_0B06620	XP_003956093.1
KAFR_0B06625	XP_003956094.1
KAFR_0B06625	XP_003956094.1
KAFR_0B06630	XP_003956095.1
KAFR_0B06640	XP_003956096.1
KAFR_0B06650	XP_003956097.1
KAFR_0B06660	XP_003956098.1
KAFR_0B06670	XP_003956099.1
KAFR_0B06680	XP_003956100.1
KAFR_0B06690	XP_003956101.1
KAFR_0B06700	XP_003956102.1
KAFR_0B06710	XP_003956103.1
KAFR_0B06720	XP_003956104.1
KAFR_0B06730	XP_003956105.1
KAFR_0B06740	XP_003956106.1
KAFR_0B06750	XP_003956107.1
KAFR_0B06760	XP_003956108.1
KAFR_0B06770	XP_003956109.1
KAFR_0B06780	XP_003956110.1
KAFR_0B06790	XP_003956111.1
KAFR_0B06800	XP_003956112.1
KAFR_0B06810	XP_003956113.1
KAFR_0B06820	XP_003956114.1
KAFR_0B06830	XP_003956115.1
KAFR_0B06840	XP_003956116.1
KAFR_0B06850	XP_003956117.1
KAFR_0B06860	XP_003956118.1
KAFR_0B06870	XP_003956119.1
KAFR_0B06880	XP_003956120.1
KAFR_0B06890	XP_003956121.1
KAFR_0B06900	XP_003956122.1
KAFR_0B06910	XP_003956123.1
KAFR_0B06920	XP_003956124.1
KAFR_0B06930	XP_003956125.1
KAFR_0B06940	XP_003956126.1
KAFR_0B06950	XP_003956127.1
KAFR_0B06960	XP_003956128.1
KAFR_0B06965	XP_003956129.1
KAFR_0B06970	XP_003956130.1
KAFR_0B06980	XP_003956131.1
KAFR_0B06990	XP_003956132.1
KAFR_0B07000	XP_003956133.1
KAFR_0B07010	XP_003956134.1
KAFR_0B07020	XP_003956135.1
KAFR_0B07030	XP_003956136.1
KAFR_0B07035	XP_003956137.1
KAFR_0B07040	XP_003956138.1
KAFR_0B07050	XP_003956139.1
KAFR_0B07060	XP_003956140.1
KAFR_0B07070	XP_003956141.1
KAFR_0B07080	XP_003956142.1
KAFR_0C00100	XP_003956143.1
KAFR_0C00130	XP_003956144.1
KAFR_0C00140	XP_003956145.1
KAFR_0C00150	XP_003956146.1
KAFR_0C00170	XP_003956147.1
KAFR_0C00180	XP_003956148.1
KAFR_0C00185	XP_003956149.1
KAFR_0C00190	XP_003956150.1
KAFR_0C00200	XP_003956151.1
KAFR_0C00210	XP_003956152.1
KAFR_0C00220	XP_003956153.1
KAFR_0C00230	XP_003956154.1
KAFR_0C00230	XP_003956154.1
KAFR_0C00240	XP_003956155.1
KAFR_0C00250	XP_003956156.1
KAFR_0C00260	XP_003956157.1
KAFR_0C00270	XP_003956158.1
KAFR_0C00270	XP_003956158.1
KAFR_0C00280	XP_003956159.1
KAFR_0C00290	XP_003956160.1
KAFR_0C00300	XP_003956161.1
KAFR_0C00310	XP_003956162.1
KAFR_0C00310	XP_003956162.1
KAFR_0C00320	XP_003956163.1
KAFR_0C00330	XP_003956164.1
KAFR_0C00340	XP_003956165.1
KAFR_0C00350	XP_003956166.1
KAFR_0C00360	XP_003956167.1
KAFR_0C00370	XP_003956168.1
KAFR_0C00390	XP_003956169.1
KAFR_0C00400	XP_003956170.1
KAFR_0C00410	XP_003956171.1
KAFR_0C00420	XP_003956172.1
KAFR_0C00430	XP_003956173.1
KAFR_0C00440	XP_003956174.1
KAFR_0C00450	XP_003956175.1
KAFR_0C00460	XP_003956176.1
KAFR_0C00460	XP_003956176.1
KAFR_0C00470	XP_003956177.1
KAFR_0C00480	XP_003956178.1
KAFR_0C00490	XP_003956179.1
KAFR_0C00500	XP_003956180.1
KAFR_0C00510	XP_003956181.1
KAFR_0C00520	XP_003956182.1
KAFR_0C00530	XP_003956183.1
KAFR_0C00540	XP_003956184.1
KAFR_0C00550	XP_003956185.1
KAFR_0C00560	XP_003956186.1
KAFR_0C00570	XP_003956187.1
KAFR_0C00580	XP_003956188.1
KAFR_0C00590	XP_003956189.1
KAFR_0C00600	XP_003956190.1
KAFR_0C00610	XP_003956191.1
KAFR_0C00620	XP_003956192.1
KAFR_0C00630	XP_003956193.1
KAFR_0C00640	XP_003956194.1
KAFR_0C00650	XP_003956195.1
KAFR_0C00660	XP_003956196.1
KAFR_0C00670	XP_003956197.1
KAFR_0C00680	XP_003956198.1
KAFR_0C00690	XP_003956199.1
KAFR_0C00700	XP_003956200.1
KAFR_0C00710	XP_003956201.1
KAFR_0C00720	XP_003956202.1
KAFR_0C00730	XP_003956203.1
KAFR_0C00740	XP_003956204.1
KAFR_0C00750	XP_003956205.1
KAFR_0C00760	XP_003956206.1
KAFR_0C00770	XP_003956207.1
KAFR_0C00780	XP_003956208.1
KAFR_0C00790	XP_003956209.1
KAFR_0C00800	XP_003956210.1
KAFR_0C00810	XP_003956211.1
KAFR_0C00820	XP_003956212.1
KAFR_0C00830	XP_003956213.1
KAFR_0C00840	XP_003956214.1
KAFR_0C00850	XP_003956215.1
KAFR_0C00860	XP_003956216.1
KAFR_0C00870	XP_003956217.1
KAFR_0C00880	XP_003956218.1
KAFR_0C00880	XP_003956218.1
KAFR_0C00890	XP_003956219.1
KAFR_0C00900	XP_003956220.1
KAFR_0C00910	XP_003956221.1
KAFR_0C00920	XP_003956222.1
KAFR_0C00930	XP_003956223.1
KAFR_0C00940	XP_003956224.1
KAFR_0C00950	XP_003956225.1
KAFR_0C00960	XP_003956226.1
KAFR_0C00970	XP_003956227.1
KAFR_0C00980	XP_003956228.1
KAFR_0C00990	XP_003956229.1
KAFR_0C01000	XP_003956230.1
KAFR_0C01010	XP_003956231.1
KAFR_0C01020	XP_003956232.1
KAFR_0C01030	XP_003956233.1
KAFR_0C01040	XP_003956234.1
KAFR_0C01050	XP_003956235.1
KAFR_0C01060	XP_003956236.1
KAFR_0C01070	XP_003956237.1
KAFR_0C01080	XP_003956238.1
KAFR_0C01090	XP_003956239.1
KAFR_0C01100	XP_003956240.1
KAFR_0C01110	XP_003956241.1
KAFR_0C01120	XP_003956242.1
KAFR_0C01130	XP_003956243.1
KAFR_0C01140	XP_003956244.1
KAFR_0C01150	XP_003956245.1
KAFR_0C01160	XP_003956246.1
KAFR_0C01170	XP_003956247.1
KAFR_0C01180	XP_003956248.1
KAFR_0C01190	XP_003956249.1
KAFR_0C01200	XP_003956250.1
KAFR_0C01210	XP_003956251.1
KAFR_0C01220	XP_003956252.1
KAFR_0C01230	XP_003956253.1
KAFR_0C01240	XP_003956254.1
KAFR_0C01250	XP_003956255.1
KAFR_0C01270	XP_003956256.1
KAFR_0C01290	XP_003956257.1
KAFR_0C01300	XP_003956258.1
KAFR_0C01310	XP_003956259.1
KAFR_0C01315	XP_003956260.1
KAFR_0C01320	XP_003956261.1
KAFR_0C01330	XP_003956262.1
KAFR_0C01340	XP_003956263.1
KAFR_0C01360	XP_003956264.1
KAFR_0C01370	XP_003956265.1
KAFR_0C01380	XP_003956266.1
KAFR_0C01390	XP_003956267.1
KAFR_0C01400	XP_003956268.1
KAFR_0C01410	XP_003956269.1
KAFR_0C01420	XP_003956270.1
KAFR_0C01430	XP_003956271.1
KAFR_0C01440	XP_003956272.1
KAFR_0C01450	XP_003956273.1
KAFR_0C01460	XP_003956274.1
KAFR_0C01470	XP_003956275.1
KAFR_0C01480	XP_003956276.1
KAFR_0C01490	XP_003956277.1
KAFR_0C01500	XP_003956278.1
KAFR_0C01510	XP_003956279.1
KAFR_0C01520	XP_003956280.1
KAFR_0C01530	XP_003956281.1
KAFR_0C01540	XP_003956282.1
KAFR_0C01550	XP_003956283.1
KAFR_0C01560	XP_003956284.1
KAFR_0C01570	XP_003956285.1
KAFR_0C01580	XP_003956286.1
KAFR_0C01590	XP_003956287.1
KAFR_0C01600	XP_003956288.1
KAFR_0C01610	XP_003956289.1
KAFR_0C01620	XP_003956290.1
KAFR_0C01630	XP_003956291.1
KAFR_0C01640	XP_003956292.1
KAFR_0C01650	XP_003956293.1
KAFR_0C01660	XP_003956294.1
KAFR_0C01660	XP_003956294.1
KAFR_0C01670	XP_003956295.1
KAFR_0C01680	XP_003956296.1
KAFR_0C01690	XP_003956297.1
KAFR_0C01700	XP_003956298.1
KAFR_0C01710	XP_003956299.1
KAFR_0C01720	XP_003956300.1
KAFR_0C01730	XP_003956301.1
KAFR_0C01740	XP_003956302.1
KAFR_0C01750	XP_003956303.1
KAFR_0C01760	XP_003956304.1
KAFR_0C01760	XP_003956304.1
KAFR_0C01770	XP_003956305.1
KAFR_0C01780	XP_003956306.1
KAFR_0C01790	XP_003956307.1
KAFR_0C01800	XP_003956308.1
KAFR_0C01810	XP_003956309.1
KAFR_0C01820	XP_003956310.1
KAFR_0C01830	XP_003956311.1
KAFR_0C01840	XP_003956312.1
KAFR_0C01850	XP_003956313.1
KAFR_0C01860	XP_003956314.1
KAFR_0C01870	XP_003956315.1
KAFR_0C01870	XP_003956315.1
KAFR_0C01880	XP_003956316.1
KAFR_0C01890	XP_003956317.1
KAFR_0C01900	XP_003956318.1
KAFR_0C01910	XP_003956319.1
KAFR_0C01920	XP_003956320.1
KAFR_0C01930	XP_003956321.1
KAFR_0C01940	XP_003956322.1
KAFR_0C01950	XP_003956323.1
KAFR_0C01960	XP_003956324.1
KAFR_0C01970	XP_003956325.1
KAFR_0C01980	XP_003956326.1
KAFR_0C01990	XP_003956327.1
KAFR_0C02000	XP_003956328.1
KAFR_0C02010	XP_003956329.1
KAFR_0C02020	XP_003956330.1
KAFR_0C02030	XP_003956331.1
KAFR_0C02040	XP_003956332.1
KAFR_0C02050	XP_003956333.1
KAFR_0C02060	XP_003956334.1
KAFR_0C02070	XP_003956335.1
KAFR_0C02080	XP_003956336.1
KAFR_0C02090	XP_003956337.1
KAFR_0C02100	XP_003956338.1
KAFR_0C02110	XP_003956339.1
KAFR_0C02120	XP_003956340.1
KAFR_0C02130	XP_003956341.1
KAFR_0C02140	XP_003956342.1
KAFR_0C02140	XP_003956342.1
KAFR_0C02150	XP_003956343.1
KAFR_0C02160	XP_003956344.1
KAFR_0C02170	XP_003956345.1
KAFR_0C02180	XP_003956346.1
KAFR_0C02190	XP_003956347.1
KAFR_0C02200	XP_003956348.1
KAFR_0C02210	XP_003956349.1
KAFR_0C02220	XP_003956350.1
KAFR_0C02230	XP_003956351.1
KAFR_0C02230	XP_003956351.1
KAFR_0C02230	XP_003956351.1
KAFR_0C02240	XP_003956352.1
KAFR_0C02250	XP_003956353.1
KAFR_0C02260	XP_003956354.1
KAFR_0C02270	XP_003956355.1
KAFR_0C02280	XP_003956356.1
KAFR_0C02290	XP_003956357.1
KAFR_0C02300	XP_003956358.1
KAFR_0C02310	XP_003956359.1
KAFR_0C02320	XP_003956360.1
KAFR_0C02320	XP_003956360.1
KAFR_0C02330	XP_003956361.1
KAFR_0C02340	XP_003956362.1
KAFR_0C02350	XP_003956363.1
KAFR_0C02360	XP_003956364.1
KAFR_0C02370	XP_003956365.1
KAFR_0C02380	XP_003956366.1
KAFR_0C02390	XP_003956367.1
KAFR_0C02400	XP_003956368.1
KAFR_0C02410	XP_003956369.1
KAFR_0C02420	XP_003956370.1
KAFR_0C02430	XP_003956371.1
KAFR_0C02440	XP_003956372.1
KAFR_0C02450	XP_003956373.1
KAFR_0C02460	XP_003956374.1
KAFR_0C02470	XP_003956375.1
KAFR_0C02480	XP_003956376.1
KAFR_0C02490	XP_003956377.1
KAFR_0C02500	XP_003956378.1
KAFR_0C02510	XP_003956379.1
KAFR_0C02520	XP_003956380.1
KAFR_0C02530	XP_003956381.1
KAFR_0C02540	XP_003956382.1
KAFR_0C02550	XP_003956383.1
KAFR_0C02560	XP_003956384.1
KAFR_0C02570	XP_003956385.1
KAFR_0C02580	XP_003956386.1
KAFR_0C02590	XP_003956387.1
KAFR_0C02600	XP_003956388.1
KAFR_0C02610	XP_003956389.1
KAFR_0C02620	XP_003956390.1
KAFR_0C02630	XP_003956391.1
KAFR_0C02640	XP_003956392.1
KAFR_0C02650	XP_003956393.1
KAFR_0C02660	XP_003956394.1
KAFR_0C02670	XP_003956395.1
KAFR_0C02680	XP_003956396.1
KAFR_0C02690	XP_003956397.1
KAFR_0C02700	XP_003956398.1
KAFR_0C02710	XP_003956399.1
KAFR_0C02710	XP_003956399.1
KAFR_0C02720	XP_003956400.1
KAFR_0C02730	XP_003956401.1
KAFR_0C02740	XP_003956402.1
KAFR_0C02750	XP_003956403.1
KAFR_0C02750	XP_003956403.1
KAFR_0C02760	XP_003956404.1
KAFR_0C02770	XP_003956405.1
KAFR_0C02780	XP_003956406.1
KAFR_0C02790	XP_003956407.1
KAFR_0C02800	XP_003956408.1
KAFR_0C02810	XP_003956409.1
KAFR_0C02820	XP_003956410.1
KAFR_0C02820	XP_003956410.1
KAFR_0C02830	XP_003956411.1
KAFR_0C02840	XP_003956412.1
KAFR_0C02850	XP_003956413.1
KAFR_0C02860	XP_003956414.1
KAFR_0C02870	XP_003956415.1
KAFR_0C02880	XP_003956416.1
KAFR_0C02890	XP_003956417.1
KAFR_0C02900	XP_003956418.1
KAFR_0C02910	XP_003956419.1
KAFR_0C02920	XP_003956420.1
KAFR_0C02930	XP_003956421.1
KAFR_0C02940	XP_003956422.1
KAFR_0C02950	XP_003956423.1
KAFR_0C02960	XP_003956424.1
KAFR_0C02970	XP_003956425.1
KAFR_0C02980	XP_003956426.1
KAFR_0C02990	XP_003956427.1
KAFR_0C03000	XP_003956428.1
KAFR_0C03010	XP_003956429.1
KAFR_0C03020	XP_003956430.1
KAFR_0C03030	XP_003956431.1
KAFR_0C03040	XP_003956432.1
KAFR_0C03060	XP_003956433.1
KAFR_0C03070	XP_003956434.1
KAFR_0C03080	XP_003956435.1
KAFR_0C03090	XP_003956436.1
KAFR_0C03100	XP_003956437.1
KAFR_0C03110	XP_003956438.1
KAFR_0C03120	XP_003956439.1
KAFR_0C03130	XP_003956440.1
KAFR_0C03140	XP_003956441.1
KAFR_0C03150	XP_003956442.1
KAFR_0C03160	XP_003956443.1
KAFR_0C03170	XP_003956444.1
KAFR_0C03180	XP_003956445.1
KAFR_0C03190	XP_003956446.1
KAFR_0C03200	XP_003956447.1
KAFR_0C03210	XP_003956448.1
KAFR_0C03220	XP_003956449.1
KAFR_0C03230	XP_003956450.1
KAFR_0C03240	XP_003956451.1
KAFR_0C03250	XP_003956452.1
KAFR_0C03260	XP_003956453.1
KAFR_0C03270	XP_003956454.1
KAFR_0C03280	XP_003956455.1
KAFR_0C03290	XP_003956456.1
KAFR_0C03300	XP_003956457.1
KAFR_0C03310	XP_003956458.1
KAFR_0C03320	XP_003956459.1
KAFR_0C03330	XP_003956460.1
KAFR_0C03340	XP_003956461.1
KAFR_0C03350	XP_003956462.1
KAFR_0C03360	XP_003956463.1
KAFR_0C03370	XP_003956464.1
KAFR_0C03380	XP_003956465.1
KAFR_0C03390	XP_003956466.1
KAFR_0C03400	XP_003956467.1
KAFR_0C03410	XP_003956468.1
KAFR_0C03420	XP_003956469.1
KAFR_0C03430	XP_003956470.1
KAFR_0C03440	XP_003956471.1
KAFR_0C03450	XP_003956472.1
KAFR_0C03460	XP_003956473.1
KAFR_0C03470	XP_003956474.1
KAFR_0C03480	XP_003956475.1
KAFR_0C03490	XP_003956476.1
KAFR_0C03500	XP_003956477.1
KAFR_0C03510	XP_003956478.1
KAFR_0C03520	XP_003956479.1
KAFR_0C03530	XP_003956480.1
KAFR_0C03540	XP_003956481.1
KAFR_0C03550	XP_003956482.1
KAFR_0C03550	XP_003956482.1
KAFR_0C03560	XP_003956483.1
KAFR_0C03570	XP_003956484.1
KAFR_0C03580	XP_003956485.1
KAFR_0C03590	XP_003956486.1
KAFR_0C03600	XP_003956487.1
KAFR_0C03610	XP_003956488.1
KAFR_0C03620	XP_003956489.1
KAFR_0C03630	XP_003956490.1
KAFR_0C03640	XP_003956491.1
KAFR_0C03650	XP_003956492.1
KAFR_0C03660	XP_003956493.1
KAFR_0C03670	XP_003956494.1
KAFR_0C03680	XP_003956495.1
KAFR_0C03690	XP_003956496.1
KAFR_0C03700	XP_003956497.1
KAFR_0C03710	XP_003956498.1
KAFR_0C03720	XP_003956499.1
KAFR_0C03730	XP_003956500.1
KAFR_0C03740	XP_003956501.1
KAFR_0C03750	XP_003956502.1
KAFR_0C03770	XP_003956503.1
KAFR_0C03780	XP_003956504.1
KAFR_0C03790	XP_003956505.1
KAFR_0C03800	XP_003956506.1
KAFR_0C03810	XP_003956507.1
KAFR_0C03820	XP_003956508.1
KAFR_0C03830	XP_003956509.1
KAFR_0C03840	XP_003956510.1
KAFR_0C03850	XP_003956511.1
KAFR_0C03860	XP_003956512.1
KAFR_0C03870	XP_003956513.1
KAFR_0C03880	XP_003956514.1
KAFR_0C03890	XP_003956515.1
KAFR_0C03900	XP_003956516.1
KAFR_0C03910	XP_003956517.1
KAFR_0C03920	XP_003956518.1
KAFR_0C03930	XP_003956519.1
KAFR_0C03940	XP_003956520.1
KAFR_0C03950	XP_003956521.1
KAFR_0C03960	XP_003956522.1
KAFR_0C03970	XP_003956523.1
KAFR_0C03980	XP_003956524.1
KAFR_0C03990	XP_003956525.1
KAFR_0C04000	XP_003956526.1
KAFR_0C04010	XP_003956527.1
KAFR_0C04020	XP_003956528.1
KAFR_0C04030	XP_003956529.1
KAFR_0C04040	XP_003956530.1
KAFR_0C04050	XP_003956531.1
KAFR_0C04060	XP_003956532.1
KAFR_0C04070	XP_003956533.1
KAFR_0C04080	XP_003956534.1
KAFR_0C04090	XP_003956535.1
KAFR_0C04100	XP_003956536.1
KAFR_0C04110	XP_003956537.1
KAFR_0C04120	XP_003956538.1
KAFR_0C04130	XP_003956539.1
KAFR_0C04140	XP_003956540.1
KAFR_0C04150	XP_003956541.1
KAFR_0C04160	XP_003956542.1
KAFR_0C04170	XP_003956543.1
KAFR_0C04180	XP_003956544.1
KAFR_0C04190	XP_003956545.1
KAFR_0C04200	XP_003956546.1
KAFR_0C04210	XP_003956547.1
KAFR_0C04220	XP_003956548.1
KAFR_0C04230	XP_003956549.1
KAFR_0C04240	XP_003956550.1
KAFR_0C04250	XP_003956551.1
KAFR_0C04260	XP_003956552.1
KAFR_0C04270	XP_003956553.1
KAFR_0C04280	XP_003956554.1
KAFR_0C04300	XP_003956555.1
KAFR_0C04310	XP_003956556.1
KAFR_0C04320	XP_003956557.1
KAFR_0C04330	XP_003956558.1
KAFR_0C04340	XP_003956559.1
KAFR_0C04350	XP_003956560.1
KAFR_0C04360	XP_003956561.1
KAFR_0C04370	XP_003956562.1
KAFR_0C04380	XP_003956563.1
KAFR_0C04390	XP_003956564.1
KAFR_0C04400	XP_003956565.1
KAFR_0C04400	XP_003956565.1
KAFR_0C04410	XP_003956566.1
KAFR_0C04420	XP_003956567.1
KAFR_0C04430	XP_003956568.1
KAFR_0C04440	XP_003956569.1
KAFR_0C04445	XP_003956570.1
KAFR_0C04450	XP_003956571.1
KAFR_0C04460	XP_003956572.1
KAFR_0C04470	XP_003956573.1
KAFR_0C04480	XP_003956574.1
KAFR_0C04490	XP_003956575.1
KAFR_0C04500	XP_003956576.1
KAFR_0C04510	XP_003956577.1
KAFR_0C04520	XP_003956578.1
KAFR_0C04520	XP_003956578.1
KAFR_0C04530	XP_003956579.1
KAFR_0C04540	XP_003956580.1
KAFR_0C04550	XP_003956581.1
KAFR_0C04560	XP_003956582.1
KAFR_0C04570	XP_003956583.1
KAFR_0C04580	XP_003956584.1
KAFR_0C04590	XP_003956585.1
KAFR_0C04600	XP_003956586.1
KAFR_0C04610	XP_003956587.1
KAFR_0C04620	XP_003956588.1
KAFR_0C04630	XP_003956589.1
KAFR_0C04640	XP_003956590.1
KAFR_0C04650	XP_003956591.1
KAFR_0C04660	XP_003956592.1
KAFR_0C04670	XP_003956593.1
KAFR_0C04680	XP_003956594.1
KAFR_0C04690	XP_003956595.1
KAFR_0C04700	XP_003956596.1
KAFR_0C04710	XP_003956597.1
KAFR_0C04720	XP_003956598.1
KAFR_0C04730	XP_003956599.1
KAFR_0C04740	XP_003956600.1
KAFR_0C04750	XP_003956601.1
KAFR_0C04760	XP_003956602.1
KAFR_0C04770	XP_003956603.1
KAFR_0C04780	XP_003956604.1
KAFR_0C04790	XP_003956605.1
KAFR_0C04800	XP_003956606.1
KAFR_0C04810	XP_003956607.1
KAFR_0C04820	XP_003956608.1
KAFR_0C04830	XP_003956609.1
KAFR_0C04840	XP_003956610.1
KAFR_0C04850	XP_003956611.1
KAFR_0C04860	XP_003956612.1
KAFR_0C04870	XP_003956613.1
KAFR_0C04880	XP_003956614.1
KAFR_0C04890	XP_003956615.1
KAFR_0C04900	XP_003956616.1
KAFR_0C04910	XP_003956617.1
KAFR_0C04920	XP_003956618.1
KAFR_0C04930	XP_003956619.1
KAFR_0C04940	XP_003956620.1
KAFR_0C04950	XP_003956621.1
KAFR_0C04960	XP_003956622.1
KAFR_0C04970	XP_003956623.1
KAFR_0C04980	XP_003956624.1
KAFR_0C04990	XP_003956625.1
KAFR_0C05000	XP_003956626.1
KAFR_0C05010	XP_003956627.1
KAFR_0C05020	XP_003956628.1
KAFR_0C05030	XP_003956629.1
KAFR_0C05040	XP_003956630.1
KAFR_0C05050	XP_003956631.1
KAFR_0C05060	XP_003956632.1
KAFR_0C05070	XP_003956633.1
KAFR_0C05080	XP_003956634.1
KAFR_0C05090	XP_003956635.1
KAFR_0C05100	XP_003956636.1
KAFR_0C05110	XP_003956637.1
KAFR_0C05120	XP_003956638.1
KAFR_0C05130	XP_003956639.1
KAFR_0C05140	XP_003956640.1
KAFR_0C05150	XP_003956641.1
KAFR_0C05160	XP_003956642.1
KAFR_0C05170	XP_003956643.1
KAFR_0C05180	XP_003956644.1
KAFR_0C05190	XP_003956645.1
KAFR_0C05200	XP_003956646.1
KAFR_0C05210	XP_003956647.1
KAFR_0C05220	XP_003956648.1
KAFR_0C05230	XP_003956649.1
KAFR_0C05240	XP_003956650.1
KAFR_0C05250	XP_003956651.1
KAFR_0C05260	XP_003956652.1
KAFR_0C05270	XP_003956653.1
KAFR_0C05280	XP_003956654.1
KAFR_0C05290	XP_003956655.1
KAFR_0C05300	XP_003956656.1
KAFR_0C05310	XP_003956657.1
KAFR_0C05320	XP_003956658.1
KAFR_0C05330	XP_003956659.1
KAFR_0C05340	XP_003956660.1
KAFR_0C05350	XP_003956661.1
KAFR_0C05360	XP_003956662.1
KAFR_0C05370	XP_003956663.1
KAFR_0C05380	XP_003956664.1
KAFR_0C05390	XP_003956665.1
KAFR_0C05400	XP_003956666.1
KAFR_0C05410	XP_003956667.1
KAFR_0C05420	XP_003956668.1
KAFR_0C05430	XP_003956669.1
KAFR_0C05440	XP_003956670.1
KAFR_0C05450	XP_003956671.1
KAFR_0C05460	XP_003956672.1
KAFR_0C05470	XP_003956673.1
KAFR_0C05480	XP_003956674.1
KAFR_0C05490	XP_003956675.1
KAFR_0C05500	XP_003956676.1
KAFR_0C05510	XP_003956677.1
KAFR_0C05520	XP_003956678.1
KAFR_0C05530	XP_003956679.1
KAFR_0C05540	XP_003956680.1
KAFR_0C05550	XP_003956681.1
KAFR_0C05560	XP_003956682.1
KAFR_0C05570	XP_003956683.1
KAFR_0C05580	XP_003956684.1
KAFR_0C05580	XP_003956684.1
KAFR_0C05590	XP_003956685.1
KAFR_0C05590	XP_003956685.1
KAFR_0C05600	XP_003956686.1
KAFR_0C05610	XP_003956687.1
KAFR_0C05620	XP_003956688.1
KAFR_0C05630	XP_003956689.1
KAFR_0C05640	XP_003956690.1
KAFR_0C05650	XP_003956691.1
KAFR_0C05660	XP_003956692.1
KAFR_0C05670	XP_003956693.1
KAFR_0C05680	XP_003956694.1
KAFR_0C05680	XP_003956694.1
KAFR_0C05690	XP_003956695.1
KAFR_0C05700	XP_003956696.1
KAFR_0C05710	XP_003956697.1
KAFR_0C05720	XP_003956698.1
KAFR_0C05730	XP_003956699.1
KAFR_0C05740	XP_003956700.1
KAFR_0C05750	XP_003956701.1
KAFR_0C05750	XP_003956701.1
KAFR_0C05760	XP_003956702.1
KAFR_0C05770	XP_003956703.1
KAFR_0C05770	XP_003956703.1
KAFR_0C05780	XP_003956704.1
KAFR_0C05790	XP_003956705.1
KAFR_0C05800	XP_003956706.1
KAFR_0C05810	XP_003956707.1
KAFR_0C05820	XP_003956708.1
KAFR_0C05830	XP_003956709.1
KAFR_0C05840	XP_003956710.1
KAFR_0C05850	XP_003956711.1
KAFR_0C05860	XP_003956712.1
KAFR_0C05870	XP_003956713.1
KAFR_0C05880	XP_003956714.1
KAFR_0C05890	XP_003956715.1
KAFR_0C05900	XP_003956716.1
KAFR_0C05910	XP_003956717.1
KAFR_0C05920	XP_003956718.1
